Trade number,Instrument,Account,Strategy,Market pos.,Qty,Entry price,Exit price,Entry time,Exit time,Entry name,Exit name,Profit,Cum. net profit,Commission,Clearing Fee,Exchange Fee,IP Fee,NFA Fee,MAE,MFE,ETD,Bars,
156,MNQ SEP26,Backtest,EnsembleRunner_v0.4-RC,Long,1,29612.50,29591.25,7/15/2026 8:13:05 AM,7/15/2026 8:15:05 AM,Long,X_RTriggerReversal,($44.40),$5022.10,$1.90,$0.00,$0.00,$0.00,$0.00,$47.50,$40.50,$84.90,25,
157,MNQ SEP26,Backtest,EnsembleRunner_v0.4-RC,Short,1,29608.50,29597.25,7/15/2026 8:20:05 AM,7/15/2026 8:21:05 AM,Short,X_RTriggerReversal,$20.60,$5042.70,$1.90,$0.00,$0.00,$0.00,$0.00,$2.00,$59.00,$38.40,13,
158,MNQ SEP26,Backtest,EnsembleRunner_v0.4-RC,Short,1,29595.00,29601.00,7/15/2026 8:27:05 AM,7/15/2026 8:28:05 AM,Short,X_RTriggerReversal,($13.90),$5028.80,$1.90,$0.00,$0.00,$0.00,$0.00,$18.00,$7.00,$20.90,13,
159,MNQ SEP26,Backtest,EnsembleRunner_v0.4-RC,Long,1,29639.00,29603.50,7/15/2026 8:37:05 AM,7/15/2026 8:47:05 AM,Long,X_RTriggerReversal,($72.90),$4955.90,$1.90,$0.00,$0.00,$0.00,$0.00,$103.50,$34.50,$107.40,121,
160,MNQ SEP26,Backtest,EnsembleRunner_v0.4-RC,Short,1,29583.25,29495.75,7/15/2026 8:55:05 AM,7/15/2026 9:47:05 AM,Short,X_RTriggerReversal,$173.10,$5129.00,$1.90,$0.00,$0.00,$0.00,$0.00,$33.50,$373.00,$199.90,625,
161,MNQ SEP26,Backtest,EnsembleRunner_v0.4-RC,Long,1,29476.75,29677.00,7/15/2026 9:50:05 AM,7/15/2026 11:43:05 AM,Long,X_RTriggerReversal,$398.60,$5527.60,$1.90,$0.00,$0.00,$0.00,$0.00,$30.00,$532.50,$133.90,1357,
162,MNQ SEP26,Backtest,EnsembleRunner_v0.4-RC,Short,1,29675.75,29656.50,7/15/2026 11:44:05 AM,7/15/2026 12:05:05 PM,Short,X_RTriggerReversal,$36.60,$5564.20,$1.90,$0.00,$0.00,$0.00,$0.00,$5.50,$161.50,$124.90,253,
163,MNQ SEP26,Backtest,EnsembleRunner_v0.4-RC,Short,1,29649.00,29660.00,7/15/2026 12:11:05 PM,7/15/2026 12:31:05 PM,Short,X_RTriggerReversal,($23.90),$5540.30,$1.90,$0.00,$0.00,$0.00,$0.00,$29.00,$120.00,$143.90,241,
164,MNQ SEP26,Backtest,EnsembleRunner_v0.4-RC,Long,1,29628.00,29713.25,7/15/2026 12:34:05 PM,7/15/2026 1:55:05 PM,Long,X_SessionFlatten,$168.60,$5708.90,$1.90,$0.00,$0.00,$0.00,$0.00,$39.50,$219.00,$50.40,969,
165,MNQ SEP26,Backtest,EnsembleRunner_v0.4-RC,Long,1,29418.00,29318.00,7/16/2026 6:36:05 AM,7/16/2026 6:44:50 AM,Long,Stop loss,($201.90),$5507.00,$1.90,$0.00,$0.00,$0.00,$0.00,$200.00,$109.50,$311.40,106,
166,MNQ SEP26,Backtest,EnsembleRunner_v0.4-RC,Long,1,29316.50,29430.25,7/16/2026 6:45:05 AM,7/16/2026 7:23:05 AM,Long,X_RTriggerReversal,$225.60,$5732.60,$1.90,$0.00,$0.00,$0.00,$0.00,$117.50,$369.50,$143.90,457,
167,MNQ SEP26,Backtest,EnsembleRunner_v0.4-RC,Long,1,29459.50,29384.00,7/16/2026 7:44:05 AM,7/16/2026 8:07:05 AM,Long,X_RTriggerReversal,($152.90),$5579.70,$1.90,$0.00,$0.00,$0.00,$0.00,$194.50,$37.00,$189.90,277,
168,MNQ SEP26,Backtest,EnsembleRunner_v0.4-RC,Long,1,29406.75,29390.50,7/16/2026 8:30:05 AM,7/16/2026 8:31:05 AM,Long,X_RTriggerReversal,($34.40),$5545.30,$1.90,$0.00,$0.00,$0.00,$0.00,$75.50,$4.50,$38.90,13,
169,MNQ SEP26,Backtest,EnsembleRunner_v0.4-RC,Long,1,29397.25,29297.25,7/16/2026 8:45:05 AM,7/16/2026 9:13:05 AM,Long,Stop loss,($201.90),$5343.40,$1.90,$0.00,$0.00,$0.00,$0.00,$200.00,$77.00,$278.90,337,
170,MNQ SEP26,Backtest,EnsembleRunner_v0.4-RC,Short,1,29302.25,29344.00,7/16/2026 9:17:05 AM,7/16/2026 9:56:05 AM,Short,X_RTriggerReversal,($85.40),$5258.00,$1.90,$0.00,$0.00,$0.00,$0.00,$98.00,$78.50,$163.90,469,
171,MNQ SEP26,Backtest,EnsembleRunner_v0.4-RC,Long,1,29337.25,29279.75,7/16/2026 9:59:05 AM,7/16/2026 10:39:05 AM,Long,X_RTriggerReversal,($116.90),$5141.10,$1.90,$0.00,$0.00,$0.00,$0.00,$132.50,$14.50,$131.40,481,
172,MNQ SEP26,Backtest,EnsembleRunner_v0.4-RC,Short,1,29244.50,29295.00,7/16/2026 10:53:05 AM,7/16/2026 11:22:05 AM,Short,X_RTriggerReversal,($102.90),$5038.20,$1.90,$0.00,$0.00,$0.00,$0.00,$109.50,$59.00,$161.90,349,
173,MNQ SEP26,Backtest,EnsembleRunner_v0.4-RC,Short,1,29286.00,29154.50,7/16/2026 11:24:05 AM,7/16/2026 12:52:05 PM,Short,X_RTriggerReversal,$261.10,$5299.30,$1.90,$0.00,$0.00,$0.00,$0.00,$33.00,$414.00,$152.90,1057,
174,MNQ SEP26,Backtest,EnsembleRunner_v0.4-RC,Long,1,29200.00,29175.25,7/16/2026 12:58:05 PM,7/16/2026 1:55:05 PM,Long,X_SessionFlatten,($51.40),$5247.90,$1.90,$0.00,$0.00,$0.00,$0.00,$76.00,$70.00,$121.40,685,
175,MNQ SEP26,Backtest,EnsembleRunner_v0.4-RC,Short,1,28540.25,28504.50,7/17/2026 6:36:05 AM,7/17/2026 6:49:05 AM,Short,X_RTriggerReversal,$69.60,$5317.50,$1.90,$0.00,$0.00,$0.00,$0.00,$61.50,$264.00,$194.40,157,
176,MNQ SEP26,Backtest,EnsembleRunner_v0.4-RC,Long,1,28623.25,28774.50,7/17/2026 6:57:05 AM,7/17/2026 7:33:05 AM,Long,X_RTriggerReversal,$300.60,$5618.10,$1.90,$0.00,$0.00,$0.00,$0.00,$26.50,$528.50,$227.90,433,
177,MNQ SEP26,Backtest,EnsembleRunner_v0.4-RC,Long,1,28841.50,28799.00,7/17/2026 7:43:05 AM,7/17/2026 7:47:05 AM,Long,X_RTriggerReversal,($86.90),$5531.20,$1.90,$0.00,$0.00,$0.00,$0.00,$145.50,$0.50,$87.40,49,
178,MNQ SEP26,Backtest,EnsembleRunner_v0.4-RC,Long,1,28762.50,28863.75,7/17/2026 7:52:05 AM,7/17/2026 9:07:05 AM,Long,X_RTriggerReversal,$200.60,$5731.80,$1.90,$0.00,$0.00,$0.00,$0.00,$181.00,$387.00,$186.40,901,
179,MNQ SEP26,Backtest,EnsembleRunner_v0.4-RC,Short,1,28859.75,28929.00,7/17/2026 9:08:05 AM,7/17/2026 9:17:05 AM,Short,X_RTriggerReversal,($140.40),$5591.40,$1.90,$0.00,$0.00,$0.00,$0.00,$185.00,$14.00,$154.40,109,
180,MNQ SEP26,Backtest,EnsembleRunner_v0.4-RC,Long,1,28895.50,28954.00,7/17/2026 9:22:05 AM,7/17/2026 10:44:05 AM,Long,X_RTriggerReversal,$115.10,$5706.50,$1.90,$0.00,$0.00,$0.00,$0.00,$71.00,$303.00,$187.90,985,
181,MNQ SEP26,Backtest,EnsembleRunner_v0.4-RC,Short,1,28954.00,28807.50,7/17/2026 10:44:05 AM,7/17/2026 12:31:05 PM,Short,X_RTriggerReversal,$291.10,$5997.60,$1.90,$0.00,$0.00,$0.00,$0.00,$29.50,$471.00,$179.90,1285,
182,MNQ SEP26,Backtest,EnsembleRunner_v0.4-RC,Long,1,28804.75,28768.75,7/17/2026 12:33:05 PM,7/17/2026 1:00:00 PM,Long,Exit on session close,($73.90),$5923.70,$1.90,$0.00,$0.00,$0.00,$0.00,$102.50,$98.00,$171.90,324,
