day,pivot_ts,pivot_bar,n_bars,entry_ts,entry_bar,dir,entry_px,exit_ts,exit_bar,exit_px,exit_reason,ride_pnl_usd,stop_pnl_usd,combiner_P
2024_07_31,1722445200.0,210,9,1722445740,219,1,19454.5,1722446700,235,19436.0,R_TRIGGER,-38.0,-38.0,0.9654
2024_07_31,1722446340.0,229,6,1722446700,235,-1,19436.0,1722447900,255,19391.25,R_TRIGGER,88.5,88.5,0.9765
2024_07_31,1722447720.0,252,3,1722447900,255,-1,19391.25,1722448435,,19452.5,CAT_STOP,-123.5,-101.0,0.8106
2024_07_31,1722448800.0,270,5,1722449100,275,1,19452.5,1722450960,306,19466.5,R_TRIGGER,27.0,27.0,0.8594
2024_07_31,1722450780.0,303,3,1722450960,306,-1,19466.5,1722451200,310,19501.0,R_TRIGGER,-70.0,-70.0,0.7653
2024_07_31,1722450960.0,306,4,1722451200,310,1,19501.0,1722452760,336,19548.75,R_TRIGGER,94.5,94.5,0.8455
2024_07_31,1722452580.0,333,4,1722452820,337,1,19556.75,1722453540,349,19512.75,CAT_STOP,-89.0,-101.0,0.8301
2024_07_31,1722453420.0,347,3,1722453600,350,-1,19512.75,1722454320,362,19476.0,R_TRIGGER,72.5,72.5,0.8203
2024_07_31,1722454080.0,358,4,1722454320,362,1,19476.0,1722455280,378,19499.75,R_TRIGGER,46.5,46.5,0.7604
2024_07_31,1722455100.0,375,3,1722455280,378,-1,19499.75,1722455760,386,19488.5,R_TRIGGER,21.5,21.5,0.7925
2024_07_31,1722455580.0,383,3,1722455760,386,1,19488.5,1722456480,398,19575.0,R_TRIGGER,172.0,172.0,0.8934
2024_07_31,1722456300.0,395,5,1722456600,400,1,19578.25,1722456855,,19560.75,CAT_STOP,-36.0,-101.0,0.7778
2024_08_01,,-58,60,1722519120,2,1,19543.0,1722520320,22,19623.75,R_TRIGGER,160.5,160.5,0.8488
2024_08_01,1722520140.0,19,3,1722520320,22,-1,19623.75,1722520560,26,19667.75,R_TRIGGER,-89.0,-89.0,0.7448
2024_08_01,1722520620.0,27,5,1722520920,32,1,19662.0,1722521095,,19556.75,CAT_STOP,-211.5,-101.0,0.7756
2024_08_01,1722521640.0,44,3,1722521820,47,-1,19556.75,1722523920,82,19382.5,R_TRIGGER,347.5,347.5,0.9866
2024_08_01,1722523740.0,79,5,1722524040,84,-1,19367.0,1722525420,107,19307.0,R_TRIGGER,119.0,119.0,0.7931
2024_08_01,1722524880.0,98,10,1722525480,108,-1,19293.75,1722527520,142,19194.25,R_TRIGGER,198.0,198.0,0.7569
2024_08_01,1722527100.0,135,7,1722527520,142,-1,19194.25,1722528360,156,19205.75,R_TRIGGER,-24.0,-24.0,0.736
2024_08_01,1722528000.0,150,7,1722528420,157,1,19228.25,1722529140,169,19185.5,R_TRIGGER,-86.5,-86.5,0.9633
2024_08_01,1722528960.0,166,4,1722529200,170,-1,19175.5,1722534840,264,18977.25,R_TRIGGER,395.5,395.5,0.844
2024_08_01,1722534660.0,261,7,1722535080,268,1,18992.0,1722535500,275,18984.0,R_TRIGGER,-17.0,-17.0,0.9723
2024_08_01,1722535200.0,270,5,1722535500,275,1,18984.0,1722536245,,18886.75,CAT_STOP,-195.5,-101.0,0.8
2024_08_01,1722537600.0,310,7,1722538020,317,-1,18886.75,1722538920,332,18919.75,R_TRIGGER,-67.0,-67.0,0.7747
2024_08_01,1722538140.0,319,15,1722539040,334,-1,18915.25,1722540250,,19001.0,CAT_STOP,-172.5,-101.0,0.7891
2024_08_01,1722541380.0,373,4,1722541620,377,1,19001.0,1722542040,384,18993.0,R_TRIGGER,-17.0,-17.0,0.8031
2024_08_01,1722541800.0,380,5,1722542100,385,1,18987.0,1722542465,,18948.25,CAT_STOP,-78.5,-101.0,0.7949
2024_08_01,1722542460.0,391,3,1722542640,394,1,18948.25,1722543000,400,18938.25,R_TRIGGER,-21.0,-21.0,0.7873
2024_08_01,1722542820.0,397,3,1722543000,400,-1,18938.25,1722543300,405,18935.0,SESSION_CLOSE,5.5,5.5,0.7856
2024_08_02,,-54,55,1722605460,1,1,18620.5,1722605580,3,18562.75,R_TRIGGER,-116.5,-116.5,0.7742
2024_08_02,,-12,15,1722605580,3,-1,18562.75,1722605585,,18663.0,CAT_STOP,-201.5,-101.0,0.743
2024_08_02,1722605640.0,4,4,1722605880,8,1,18663.0,1722606360,16,18640.75,R_TRIGGER,-45.5,-45.5,0.7382
2024_08_02,1722606060.0,11,5,1722606360,16,1,18640.75,1722606780,23,18411.25,CAT_STOP,-460.0,-101.0,0.7687
2024_08_02,1722609060.0,61,8,1722609540,69,-1,18411.25,1722609780,73,18512.75,CAT_STOP,-204.0,-101.0,0.9736
2024_08_02,1722609660.0,71,8,1722610140,79,1,18541.5,1722610365,,18445.25,CAT_STOP,-193.5,-101.0,0.9712
2024_08_02,1722610200.0,80,5,1722610500,85,-1,18445.25,1722611485,,18507.25,CAT_STOP,-125.0,-101.0,0.7435
2024_08_02,1722610800.0,90,33,1722612780,123,1,18507.25,1722615120,162,18523.25,R_TRIGGER,31.0,31.0,0.8267
2024_08_02,1722614220.0,147,15,1722615120,162,-1,18523.25,1722615600,170,18615.75,CAT_STOP,-186.0,-101.0,0.7632
2024_08_02,1722615180.0,163,29,1722616920,192,1,18610.25,1722617185,,18519.5,CAT_STOP,-182.5,-101.0,0.9138
2024_08_02,1722616860.0,191,10,1722617460,201,-1,18519.5,1722623340,299,18553.0,R_TRIGGER,-68.0,-68.0,0.977
2024_08_02,1722620460.0,251,48,1722623340,299,1,18553.0,1722624335,,18486.5,CAT_STOP,-134.0,-101.0,0.7806
2024_08_02,1722623520.0,302,70,1722627720,372,1,18478.75,1722629700,405,18552.5,SESSION_CLOSE,146.5,146.5,0.7989
2024_08_05,,-23,23,1722864600,0,-1,17556.75,1722864720,2,17680.75,CAT_STOP,-249.0,-101.0,0.9755
2024_08_05,1722864600.0,0,3,1722864780,3,-1,17680.75,1722865015,,18020.5,CAT_STOP,-680.5,-101.0,0.7895
2024_08_05,1722868140.0,59,11,1722868800,70,-1,17975.5,1722868815,,18090.5,CAT_STOP,-231.0,-101.0,0.7861
2024_08_05,1722870060.0,91,7,1722870480,98,1,18090.5,1722870485,,18128.5,CAT_STOP,75.0,-101.0,0.8526
2024_08_05,1722875280.0,178,17,1722876300,195,-1,18128.5,1722888060,391,18065.5,R_TRIGGER,125.0,125.0,0.8532
2024_08_05,1722884220.0,327,64,1722888060,391,1,18065.5,1722888900,405,18079.5,SESSION_CLOSE,27.0,27.0,0.7484
2024_08_06,,-120,120,1722951000,0,1,18119.0,1722951015,,18063.25,CAT_STOP,-112.5,-101.0,0.7574
2024_08_06,1722951120.0,2,4,1722951360,6,-1,18063.25,1722952080,18,18075.5,R_TRIGGER,-25.5,-25.5,0.8028
2024_08_06,1722951900.0,15,3,1722952080,18,-1,18075.5,1722952405,,18229.0,CAT_STOP,-308.0,-101.0,0.8221
2024_08_06,1722954660.0,61,7,1722955080,68,1,18229.0,1722957300,105,18237.25,R_TRIGGER,15.5,15.5,0.8288
2024_08_06,1722955740.0,79,26,1722957300,105,-1,18237.25,1722957830,,18273.25,CAT_STOP,-73.0,-101.0,0.9761
2024_08_06,1722958140.0,119,17,1722959160,136,-1,18261.25,1722959400,140,18372.0,CAT_STOP,-222.5,-101.0,0.7387
2024_08_06,1722971820.0,347,7,1722972240,354,1,18372.0,1722972620,,18265.25,CAT_STOP,-214.5,-101.0,0.9686
2024_08_06,1722972300.0,355,22,1722973620,377,-1,18265.25,1722975300,405,18159.25,SESSION_CLOSE,211.0,211.0,0.9889
2024_08_07,,-15,19,1723037640,4,1,18493.5,1723038120,12,18496.75,R_TRIGGER,5.5,5.5,0.7482
2024_08_07,1723037940.0,9,3,1723038120,12,1,18496.75,1723038780,23,18515.0,R_TRIGGER,35.5,35.5,0.7971
2024_08_07,1723038600.0,20,3,1723038780,23,-1,18515.0,1723039140,29,18520.25,R_TRIGGER,-11.5,-11.5,0.862
2024_08_07,1723038900.0,25,4,1723039140,29,1,18520.25,1723039440,34,18486.5,R_TRIGGER,-68.5,-68.5,0.839
2024_08_07,1723039260.0,31,4,1723039500,35,1,18487.75,1723040220,47,18482.25,R_TRIGGER,-12.0,-12.0,0.7634
2024_08_07,1723039920.0,42,5,1723040220,47,-1,18482.25,1723040520,52,18484.0,R_TRIGGER,-4.5,-4.5,0.7465
2024_08_07,1723040340.0,49,4,1723040580,53,-1,18477.75,1723041120,62,18464.75,R_TRIGGER,25.0,25.0,0.7776
2024_08_07,1723040880.0,58,7,1723041300,65,-1,18452.25,1723041840,74,18503.25,R_TRIGGER,-103.0,-103.0,0.8084
2024_08_07,1723041660.0,71,4,1723041900,75,1,18519.0,1723042860,91,18496.25,R_TRIGGER,-46.5,-46.5,0.9679
2024_08_07,1723042320.0,82,10,1723042920,92,1,18508.75,1723043460,101,18505.25,R_TRIGGER,-8.0,-8.0,0.7815
2024_08_07,1723043160.0,96,7,1723043580,103,-1,18492.25,1723044720,122,18470.25,R_TRIGGER,43.0,43.0,0.7606
2024_08_07,1723044300.0,115,9,1723044840,124,-1,18465.25,1723045980,143,18397.75,R_TRIGGER,134.0,134.0,0.7873
2024_08_07,1723045680.0,138,5,1723045980,143,-1,18397.75,1723046820,157,18324.75,R_TRIGGER,145.0,145.0,0.7694
2024_08_07,1723046640.0,154,7,1723047060,161,-1,18336.0,1723047690,,18199.25,CAT_STOP,272.5,-101.0,0.7413
2024_08_07,1723051080.0,228,4,1723051320,232,-1,18199.25,1723052280,248,18231.0,R_TRIGGER,-64.5,-64.5,0.7434
2024_08_07,1723052280.0,248,3,1723052460,251,-1,18196.25,1723054980,293,18062.5,R_TRIGGER,266.5,266.5,0.7853
2024_08_07,1723054740.0,289,5,1723055040,294,1,18061.25,1723055460,301,18049.5,R_TRIGGER,-24.5,-24.5,0.8208
2024_08_07,1723055160.0,296,5,1723055460,301,-1,18049.5,1723056000,310,18069.75,R_TRIGGER,-41.5,-41.5,0.7561
2024_08_07,1723055820.0,307,6,1723056180,313,-1,18046.75,1723056900,325,18047.0,R_TRIGGER,-1.5,-1.5,0.8046
2024_08_07,1723056480.0,318,12,1723057200,330,-1,18027.0,1723057380,333,18112.5,CAT_STOP,-172.0,-101.0,0.7636
2024_08_07,1723058040.0,344,4,1723058280,348,1,18112.5,1723058580,353,18090.75,R_TRIGGER,-44.5,-44.5,0.7384
2024_08_07,1723058400.0,350,3,1723058580,353,1,18090.75,1723059780,373,18070.75,R_TRIGGER,-41.0,-41.0,0.7976
2024_08_07,1723059480.0,368,6,1723059840,374,-1,18072.5,1723061580,403,17997.25,R_TRIGGER,149.5,149.5,0.9769
2024_08_08,,-218,219,1723123860,1,1,18214.5,1723124220,7,18164.25,R_TRIGGER,-101.5,-101.5,0.8129
2024_08_08,,-12,19,1723124220,7,1,18164.25,1723124875,,18337.5,CAT_STOP,345.5,-101.0,0.8643
2024_08_08,1723128600.0,80,21,1723129860,101,-1,18337.5,1723130630,,18406.25,CAT_STOP,-138.5,-101.0,0.9793
2024_08_08,1723130220.0,107,9,1723130760,116,1,18406.25,1723132190,,18379.25,CAT_STOP,-55.0,-101.0,0.961
2024_08_08,1723133400.0,160,27,1723135020,187,-1,18379.25,1723136140,,18456.0,CAT_STOP,-154.5,-101.0,0.762
2024_08_08,1723136760.0,216,15,1723137660,231,1,18457.5,1723143720,332,18464.25,R_TRIGGER,12.5,12.5,0.7565
2024_08_08,1723140960.0,286,46,1723143720,332,-1,18464.25,1723146180,373,18495.0,R_TRIGGER,-62.5,-62.5,0.8008
2024_08_08,1723145760.0,366,7,1723146180,373,1,18495.0,1723148100,405,18525.0,SESSION_CLOSE,59.0,59.0,0.9704
2024_08_09,,-54,55,1723210260,1,1,18483.75,1723210920,12,18465.5,R_TRIGGER,-37.5,-37.5,0.8533
2024_08_09,1723210740.0,9,4,1723210980,13,-1,18473.0,1723211700,25,18468.25,R_TRIGGER,8.5,8.5,0.858
2024_08_09,1723211160.0,16,9,1723211700,25,1,18468.25,1723211880,28,18436.75,R_TRIGGER,-64.0,-64.0,0.8128
2024_08_09,1723211700.0,25,3,1723211880,28,1,18436.75,1723213020,47,18514.0,R_TRIGGER,153.5,153.5,0.7975
2024_08_09,1723212780.0,43,4,1723213020,47,1,18514.0,1723213915,,18508.75,CAT_STOP,-11.5,-101.0,0.7632
2024_08_09,1723216080.0,98,22,1723217400,120,1,18510.0,1723218960,146,18481.25,R_TRIGGER,-58.5,-58.5,0.7977
2024_08_09,1723218780.0,143,3,1723218960,146,-1,18481.25,1723221540,189,18511.25,R_TRIGGER,-61.0,-61.0,0.761
2024_08_09,1723220640.0,174,15,1723221540,189,1,18511.25,1723225800,260,18619.25,R_TRIGGER,215.0,215.0,0.9718
2024_08_09,1723224600.0,240,20,1723225800,260,-1,18619.25,1723230900,345,18618.75,R_TRIGGER,0.0,0.0,0.9627
2024_08_09,1723229760.0,326,19,1723230900,345,1,18618.75,1723234500,405,18615.0,SESSION_CLOSE,-8.5,-8.5,0.968
2024_08_12,,-60,60,1723469400,0,-1,18662.75,1723470840,24,18576.75,R_TRIGGER,171.0,171.0,0.7566
2024_08_12,1723470540.0,19,6,1723470900,25,-1,18569.0,1723471320,32,18566.0,R_TRIGGER,5.0,5.0,0.7721
2024_08_12,1723471080.0,28,4,1723471320,32,-1,18566.0,1723471665,,18616.25,CAT_STOP,-101.5,-101.0,0.7716
2024_08_12,1723476300.0,115,3,1723476480,118,-1,18616.25,1723477860,141,18640.0,CAT_STOP,-48.5,-101.0,0.7353
2024_08_12,1723482000.0,210,14,1723482840,224,-1,18640.0,1723485780,273,18631.5,R_TRIGGER,16.0,16.0,0.7485
2024_08_12,1723485120.0,262,12,1723485840,274,1,18629.75,1723491360,366,18611.0,R_TRIGGER,-38.5,-38.5,0.9579
2024_08_12,1723489200.0,330,37,1723491420,367,-1,18605.5,1723492740,389,18644.5,R_TRIGGER,-79.0,-79.0,0.9757
2024_08_12,1723492380.0,383,7,1723492800,390,1,18654.0,1723493700,405,18644.0,SESSION_CLOSE,-21.0,-21.0,0.9679
2024_08_13,,-43,44,1723555860,1,1,18857.0,1723556460,11,18838.0,R_TRIGGER,-39.0,-39.0,0.7354
2024_08_13,1723556040.0,4,7,1723556460,11,1,18838.0,1723559460,61,18873.5,R_TRIGGER,70.0,70.0,0.7618
2024_08_13,1723559580.0,63,59,1723563120,122,-1,18961.75,1723565985,,19059.0,CAT_STOP,-195.5,-101.0,0.8067
2024_08_13,1723571160.0,256,13,1723571940,269,1,19057.75,1723576860,351,19033.5,R_TRIGGER,-49.5,-49.5,0.9536
2024_08_13,1723575540.0,329,22,1723576860,351,-1,19033.5,1723578300,375,19080.25,R_TRIGGER,-94.5,-94.5,0.8394
2024_08_13,1723576860.0,351,26,1723578420,377,1,19080.0,1723580100,405,19112.25,SESSION_CLOSE,63.5,63.5,0.7521
2024_08_14,,-55,55,1723642200,0,1,19162.5,1723642440,4,19108.25,R_TRIGGER,-109.5,-109.5,0.7716
2024_08_14,1723642260.0,1,3,1723642440,4,1,19108.25,1723643080,,19043.25,CAT_STOP,-131.0,-101.0,0.7639
2024_08_14,1723643220.0,17,4,1723643460,21,-1,19043.25,1723645200,50,18994.75,R_TRIGGER,96.0,96.0,0.7581
2024_08_14,1723645020.0,47,3,1723645200,50,-1,18994.75,1723646220,67,18964.0,R_TRIGGER,60.5,60.5,0.7386
2024_08_14,1723646040.0,64,11,1723646700,75,1,18992.75,1723652040,164,19162.0,R_TRIGGER,337.5,337.5,0.74
2024_08_14,1723651080.0,148,16,1723652040,164,-1,19162.0,1723654440,204,19069.75,R_TRIGGER,183.5,183.5,0.9621
2024_08_14,1723653900.0,195,13,1723654680,208,1,19071.5,1723655460,221,19067.25,R_TRIGGER,-9.5,-9.5,0.9578
2024_08_14,1723655220.0,217,10,1723655820,227,1,19083.5,1723657320,252,19066.25,R_TRIGGER,-35.5,-35.5,0.7392
2024_08_14,1723656660.0,241,14,1723657500,255,1,19075.0,1723662780,343,19064.25,R_TRIGGER,-22.5,-22.5,0.7552
2024_08_14,1723661880.0,328,15,1723662780,343,-1,19064.25,1723664880,378,19087.0,R_TRIGGER,-46.5,-46.5,0.741
2024_08_14,1723662840.0,344,35,1723664940,379,1,19091.25,1723666500,405,19160.5,SESSION_CLOSE,137.5,137.5,0.7593
2024_08_15,,-12,12,1723728600,0,1,19357.25,1723730700,35,19432.25,R_TRIGGER,149.0,149.0,0.9595
2024_08_15,1723730520.0,32,3,1723730700,35,-1,19432.25,1723731180,43,19452.25,R_TRIGGER,-41.0,-41.0,0.9766
2024_08_15,1723730700.0,35,20,1723731900,55,1,19471.75,1723733700,85,19484.75,R_TRIGGER,25.0,25.0,0.9458
2024_08_15,1723733280.0,78,12,1723734000,90,1,19481.25,1723740420,197,19524.25,R_TRIGGER,85.0,85.0,0.7429
2024_08_15,1723738980.0,173,24,1723740420,197,-1,19524.25,1723742820,237,19553.0,R_TRIGGER,-58.5,-58.5,0.8436
2024_08_15,1723740420.0,197,65,1723744320,262,1,19581.75,1723751400,380,19567.0,R_TRIGGER,-30.5,-30.5,0.7462
2024_08_15,1723751040.0,374,6,1723751400,380,-1,19567.0,1723751940,389,19588.0,R_TRIGGER,-43.0,-43.0,0.9778
2024_08_15,1723751580.0,383,7,1723752000,390,-1,19587.5,1723752900,405,19570.0,SESSION_CLOSE,34.0,34.0,0.7815
2024_08_16,,-51,51,1723815000,0,1,19465.75,1723819680,78,19512.25,R_TRIGGER,92.0,92.0,0.7497
2024_08_16,1723818000.0,50,28,1723819680,78,-1,19512.25,1723819920,82,19555.25,R_TRIGGER,-87.0,-87.0,0.9744
2024_08_16,1723819740.0,79,5,1723820040,84,-1,19522.25,1723822560,126,19550.5,R_TRIGGER,-57.5,-57.5,0.7556
2024_08_16,1723821600.0,110,54,1723824840,164,1,19610.0,1723830600,260,19612.5,R_TRIGGER,4.0,4.0,0.837
2024_08_16,1723827480.0,208,52,1723830600,260,-1,19612.5,1723839300,405,19616.0,SESSION_CLOSE,-8.0,-8.0,0.7664
2024_08_19,,-14,14,1724074200,0,-1,19594.0,1724074860,11,19588.25,R_TRIGGER,10.5,10.5,0.8243
2024_08_19,1724074680.0,8,3,1724074860,11,1,19588.25,1724075640,24,19583.25,R_TRIGGER,-11.0,-11.0,0.7663
2024_08_19,1724075280.0,18,6,1724075640,24,-1,19583.25,1724076420,37,19603.25,R_TRIGGER,-41.0,-41.0,0.7576
2024_08_19,1724076180.0,33,7,1724076600,40,1,19619.25,1724076960,46,19582.75,R_TRIGGER,-74.0,-74.0,0.9616
2024_08_19,1724076660.0,41,5,1724076960,46,1,19582.75,1724077155,,19601.5,CAT_STOP,36.5,-101.0,0.7496
2024_08_19,1724077920.0,62,8,1724078400,70,1,19601.5,1724080560,106,19653.5,R_TRIGGER,103.0,103.0,0.7475
2024_08_19,1724080200.0,100,7,1724080620,107,-1,19635.75,1724081040,114,19662.5,R_TRIGGER,-54.5,-54.5,0.969
2024_08_19,1724080620.0,107,17,1724081640,124,1,19665.5,1724083020,147,19644.75,R_TRIGGER,-42.5,-42.5,0.9609
2024_08_19,1724082720.0,142,5,1724083020,147,-1,19644.75,1724083800,160,19650.75,R_TRIGGER,-13.0,-13.0,0.7548
2024_08_19,1724083080.0,148,18,1724084160,166,1,19655.0,1724094300,335,19760.0,R_TRIGGER,209.0,209.0,0.9521
2024_08_19,1724093340.0,319,36,1724095500,355,1,19781.0,1724098500,405,19852.25,SESSION_CLOSE,141.5,141.5,0.9634
2024_08_20,,-3,4,1724160660,1,1,19839.75,1724162580,33,19894.5,R_TRIGGER,108.5,108.5,0.958
2024_08_20,1724162400.0,30,3,1724162580,33,-1,19894.5,1724163720,52,19845.75,R_TRIGGER,96.5,96.5,0.7636
2024_08_20,1724163720.0,52,4,1724163960,56,-1,19824.25,1724165160,76,19780.5,R_TRIGGER,86.5,86.5,0.7441
2024_08_20,1724164980.0,73,10,1724165580,83,1,19808.5,1724165820,87,19783.25,R_TRIGGER,-51.5,-51.5,0.9601
2024_08_20,1724165640.0,84,6,1724166000,90,1,19790.0,1724167680,118,19787.5,R_TRIGGER,-6.0,-6.0,0.7771
2024_08_20,1724167440.0,114,4,1724167680,118,-1,19787.5,1724168100,125,19815.75,R_TRIGGER,-57.5,-57.5,0.7498
2024_08_20,1724168280.0,128,6,1724168640,134,-1,19795.0,1724169120,142,19810.75,R_TRIGGER,-32.5,-32.5,0.7929
2024_08_20,1724168700.0,135,9,1724169240,144,1,19824.25,1724170440,164,19832.5,R_TRIGGER,15.5,15.5,0.8463
2024_08_20,1724169660.0,151,15,1724170560,166,-1,19820.25,1724173560,216,19774.75,R_TRIGGER,90.0,90.0,0.9655
2024_08_20,1724173200.0,210,7,1724173620,217,1,19780.0,1724179920,322,19839.0,R_TRIGGER,117.0,117.0,0.7586
2024_08_20,1724178240.0,294,28,1724179920,322,-1,19839.0,1724183400,380,19839.5,R_TRIGGER,-2.0,-2.0,0.9714
2024_08_20,1724182380.0,363,17,1724183400,380,1,19839.5,1724183580,383,19825.75,R_TRIGGER,-28.5,-28.5,0.9688
2024_08_20,1724183400.0,380,3,1724183580,383,1,19825.75,1724184900,405,19830.0,SESSION_CLOSE,7.5,7.5,0.8038
2024_08_21,,-60,65,1724247300,5,1,19832.25,1724249760,46,19869.0,R_TRIGGER,72.5,72.5,0.7346
2024_08_21,1724249580.0,43,3,1724249760,46,1,19869.0,1724250300,55,19878.25,R_TRIGGER,17.5,17.5,0.784
2024_08_21,1724250720.0,62,3,1724250900,65,-1,19869.25,1724251010,,19841.0,CAT_STOP,55.5,-101.0,0.7783
2024_08_21,1724252460.0,91,3,1724252640,94,-1,19850.0,1724256480,158,19800.25,R_TRIGGER,98.5,98.5,0.7598
2024_08_21,1724256180.0,153,13,1724256960,166,1,19817.0,1724260860,231,19862.25,R_TRIGGER,89.5,89.5,0.9639
2024_08_21,1724259840.0,214,17,1724260860,231,-1,19862.25,1724262480,258,19878.0,R_TRIGGER,-32.5,-32.5,0.9654
2024_08_21,1724260860.0,231,27,1724262480,258,1,19878.0,1724263380,273,19904.0,R_TRIGGER,51.0,51.0,0.9567
2024_08_21,1724263200.0,270,3,1724263380,273,1,19904.0,1724265300,305,19912.0,R_TRIGGER,15.0,15.0,0.7858
2024_08_21,1724265120.0,302,5,1724265420,307,-1,19922.75,1724266260,321,19914.0,R_TRIGGER,16.5,16.5,0.7547
2024_08_21,1724265900.0,315,12,1724266620,327,-1,19910.0,1724268360,356,19865.75,R_TRIGGER,87.5,87.5,0.7362
2024_08_21,1724268120.0,352,4,1724268360,356,1,19865.75,1724270940,399,19889.75,R_TRIGGER,47.0,47.0,0.8004
2024_08_22,,-53,55,1724333520,2,1,19993.25,1724333580,3,19994.25,R_TRIGGER,1.0,1.0,0.7987
2024_08_22,1724333400.0,0,3,1724333580,3,1,19994.25,1724334540,19,19974.0,R_TRIGGER,-41.5,-41.5,0.8659
2024_08_22,1724334960.0,26,10,1724335560,36,-1,19947.75,1724336040,44,19912.0,R_TRIGGER,70.5,70.5,0.9803
2024_08_22,1724335860.0,41,3,1724336040,44,-1,19912.0,1724336640,54,19918.25,R_TRIGGER,-13.5,-13.5,0.7828
2024_08_22,1724336400.0,50,5,1724336700,55,-1,19922.0,1724337360,66,19907.25,R_TRIGGER,28.5,28.5,0.7563
2024_08_22,1724337180.0,63,5,1724337480,68,-1,19896.25,1724338440,84,19883.5,R_TRIGGER,24.5,24.5,0.7361
2024_08_22,1724338140.0,79,16,1724339100,95,1,19906.5,1724339400,100,19869.0,R_TRIGGER,-76.0,-76.0,0.9499
2024_08_22,1724339220.0,97,3,1724339400,100,-1,19869.0,1724341680,138,19682.25,R_TRIGGER,372.5,372.5,0.7957
2024_08_22,1724341500.0,135,3,1724341680,138,-1,19682.25,1724342640,154,19704.0,CAT_STOP,-44.5,-101.0,0.769
2024_08_22,1724346360.0,216,5,1724346660,221,1,19732.0,1724346840,224,19695.5,R_TRIGGER,-74.0,-74.0,0.7382
2024_08_22,1724346660.0,221,3,1724346840,224,-1,19695.5,1724347080,228,19716.75,R_TRIGGER,-43.5,-43.5,0.7885
2024_08_22,1724346840.0,224,6,1724347200,230,-1,19716.5,1724348160,246,19658.5,R_TRIGGER,115.0,115.0,0.7541
2024_08_22,1724347980.0,243,3,1724348160,246,-1,19658.5,1724350260,281,19618.75,R_TRIGGER,78.5,78.5,0.7704
2024_08_22,1724350020.0,277,8,1724350500,285,-1,19639.75,1724353320,332,19661.0,R_TRIGGER,-43.5,-43.5,0.7407
2024_08_22,1724353140.0,329,4,1724353380,333,1,19653.0,1724353800,340,19630.0,R_TRIGGER,-47.0,-47.0,0.7506
2024_08_22,1724353440.0,334,10,1724354040,344,1,19638.25,1724354545,,19569.25,CAT_STOP,-139.0,-101.0,0.7349
2024_08_22,1724355540.0,369,5,1724355840,374,-1,19563.5,1724356080,378,19588.0,R_TRIGGER,-50.0,-50.0,0.761
2024_08_22,1724355840.0,374,6,1724356200,380,1,19586.0,1724356380,383,19557.25,R_TRIGGER,-58.5,-58.5,0.8031
2024_08_22,1724356200.0,380,4,1724356440,384,-1,19571.0,1724356800,390,19586.25,R_TRIGGER,-31.5,-31.5,0.8277
2024_08_22,1724356620.0,387,3,1724356800,390,-1,19586.25,1724357700,405,19604.75,SESSION_CLOSE,-38.0,-38.0,0.7738
2024_08_23,,-11,14,1724419980,3,-1,19710.0,1724420880,18,19753.0,R_TRIGGER,-87.0,-87.0,0.7751
2024_08_23,1724420040.0,4,26,1724421600,30,1,19816.75,1724421900,35,19807.75,R_TRIGGER,-19.0,-19.0,0.9681
2024_08_23,1724421720.0,32,3,1724421900,35,1,19807.75,1724422560,46,19842.25,R_TRIGGER,68.0,68.0,0.784
2024_08_23,1724422380.0,43,3,1724422560,46,1,19842.25,1724422655,,19845.0,CAT_STOP,4.5,-101.0,0.7749
2024_08_23,1724423280.0,58,5,1724423580,63,1,19858.25,1724423915,,19767.5,CAT_STOP,-182.5,-101.0,0.7555
2024_08_23,1724424180.0,73,3,1724424360,76,-1,19767.5,1724424840,84,19681.5,R_TRIGGER,171.0,171.0,0.8208
2024_08_23,1724424660.0,81,3,1724424840,84,-1,19681.5,1724425560,96,19724.25,R_TRIGGER,-86.5,-86.5,0.791
2024_08_23,1724425380.0,93,3,1724425560,96,1,19724.25,1724425800,100,19676.5,R_TRIGGER,-96.5,-96.5,0.9654
2024_08_23,1724425560.0,96,4,1724425800,100,1,19676.5,1724426820,117,19761.5,R_TRIGGER,169.0,169.0,0.7943
2024_08_23,1724426340.0,109,8,1724426820,117,1,19761.5,1724427840,134,19749.5,R_TRIGGER,-25.0,-25.0,0.7851
2024_08_23,1724427660.0,131,3,1724427840,134,-1,19749.5,1724428140,139,19748.5,R_TRIGGER,1.0,1.0,0.9858
2024_08_23,1724427960.0,136,5,1724428260,141,-1,19725.5,1724429340,159,19691.0,R_TRIGGER,68.0,68.0,0.7928
2024_08_23,1724429160.0,156,3,1724429340,159,-1,19691.0,1724430000,170,19679.25,R_TRIGGER,22.5,22.5,0.758
2024_08_23,1724429820.0,167,7,1724430240,174,-1,19662.75,1724430660,181,19676.75,R_TRIGGER,-29.0,-29.0,0.7568
2024_08_23,1724430960.0,186,5,1724431260,191,-1,19664.25,1724431800,200,19641.75,R_TRIGGER,44.0,44.0,0.7375
2024_08_23,1724431560.0,196,6,1724431920,202,1,19652.75,1724432400,210,19669.25,R_TRIGGER,32.0,32.0,0.7504
2024_08_23,1724432220.0,207,3,1724432400,210,1,19669.25,1724435460,261,19736.25,R_TRIGGER,133.0,133.0,0.75
2024_08_23,1724435040.0,254,10,1724435640,264,1,19744.75,1724439480,328,19734.75,R_TRIGGER,-21.0,-21.0,0.7722
