trade_id,time,timestamp,dir,entry_price,exit_price,pnl,held,peak,entry_tier,exit_reason,chain_idx,day
0,23:33,1767310264.0,long,25487.0,25494.5,15.0,1,21.5,NMP_FADE,nmp_cluster_long_extension,0,2026_01_01
0,23:09,1767308520.0,long,25456.5,25475.5,38.0,7,38.0,TREND_FOLLOWER,trend_follower_peak,0,2026_01_01
0,23:17,1767308520.0,short,25456.5,25483.25,-53.5,15,0.0,RIDE_AGAINST,ride_against_timeout,0,2026_01_01
0,21:59,1767312540.0,short,25480.0,25393.75,172.5,1310,423.5,NMP_RIDE,end_of_day,0,2026_01_02
0,21:59,1767379800.0,short,25277.25,25393.75,-233.0,189,18.0,MTF_EXHAUSTION,end_of_day,0,2026_01_02
0,17:43,1767312540.0,long,25480.0,25366.5,-227.0,1054,624.5,FADE_AGAINST,fade_against_inverse,0,2026_01_02
1,21:59,1767379140.0,short,25335.25,25393.75,-117.0,200,134.0,FADE_AGAINST,end_of_day,0,2026_01_02
0,00:21,1767312420.0,short,25480.5,25502.25,-43.5,14,11.0,NMP_FADE,nmp_cluster_long_extension,0,2026_01_02
1,01:20,1767315660.0,short,25519.0,25528.5,-19.0,19,2.0,NMP_FADE,nmp_fade_inverse,0,2026_01_02
2,01:31,1767316802.0,long,25528.5,25535.5,14.0,10,14.0,NMP_FADE,nmp_cluster_long_extension,0,2026_01_02
3,04:27,1767317700.0,short,25549.0,25626.75,-155.5,172,7.0,NMP_FADE,nmp_fade_inverse,0,2026_01_02
4,04:44,1767328020.0,long,25626.75,25632.25,11.0,17,11.0,NMP_FADE,nmp_cluster_long_extension,0,2026_01_02
5,06:01,1767330540.0,short,25624.5,25637.0,-25.0,52,7.0,NMP_FADE,nmp_fade_inverse,0,2026_01_02
6,06:39,1767333660.0,long,25637.0,25639.75,5.5,38,14.5,NMP_FADE,nmp_fade_inverse,0,2026_01_02
7,06:49,1767335940.0,short,25639.75,25638.75,2.0,10,4.0,NMP_FADE,nmp_fade_inverse,0,2026_01_02
8,07:01,1767336542.0,long,25638.75,25642.25,7.0,11,7.0,NMP_FADE,nmp_fade_inverse,0,2026_01_02
9,07:15,1767337260.0,short,25642.25,25630.0,24.5,14,24.5,NMP_FADE,nmp_fade_inverse,0,2026_01_02
10,07:25,1767338100.0,long,25630.0,25634.25,8.5,10,12.5,NMP_FADE,nmp_fade_inverse,0,2026_01_02
