trade_id,time,timestamp,dir,entry_price,exit_price,pnl,held,peak,entry_tier,exit_reason,chain_idx,day
0,23:59,1735849920.0,short,21179.5,21163.25,32.5,207,97.5,FADE_AGAINST,end_of_day,0,2025_01_02
0,21:59,1735927320.0,long,21461.25,21490.25,58.0,237,193.5,FADE_AGAINST,end_of_day,0,2025_01_03
0,19:15,1736165340.0,long,21724.5,21703.0,-43.0,426,338.0,FADE_AGAINST,fade_against_inverse,0,2025_01_06
1,23:59,1736194980.0,short,21715.5,21771.25,-111.5,216,70.5,FADE_AGAINST,end_of_day,0,2025_01_06
0,20:25,1736271240.0,short,21454.0,21349.0,210.0,171,239.5,FADE_AGAINST,fa_cluster_short_extension,0,2025_01_07
0,23:59,1736341260.0,short,21339.5,21315.25,48.5,658,316.0,FADE_AGAINST,end_of_day,0,2025_01_08
0,21:59,1736526120.0,short,20969.0,20996.25,-54.5,337,152.0,FADE_AGAINST,end_of_day,0,2025_01_10
0,23:16,1736797020.0,long,20886.5,21044.75,316.5,219,321.0,FADE_AGAINST,fa_cluster_long_extension,0,2025_01_13
0,23:59,1736861460.0,short,21124.25,20948.0,352.5,628,684.5,FADE_AGAINST,end_of_day,0,2025_01_14
0,23:59,1736951460.0,long,21260.0,21415.5,311.0,568,381.5,FADE_AGAINST,end_of_day,0,2025_01_15
0,18:50,1737041940.0,short,21401.0,21278.0,246.0,191,273.0,FADE_AGAINST,fa_cluster_short_extension,0,2025_01_16
1,23:59,1737068520.0,short,21228.5,21234.5,-12.0,57,36.0,FADE_AGAINST,end_of_day,0,2025_01_16
0,09:30,1737092460.0,long,21294.5,21348.25,107.5,229,123.0,FADE_AGAINST,fa_cluster_long_extension,0,2025_01_17
1,13:15,1737108240.0,long,21328.75,21406.5,155.5,191,160.0,FADE_AGAINST,fa_cluster_long_extension,0,2025_01_17
2,21:59,1737127320.0,long,21499.75,21590.25,181.0,397,339.5,FADE_AGAINST,end_of_day,0,2025_01_17
0,14:10,1737333420.0,short,21553.25,21692.25,-278.0,813,32.5,FADE_AGAINST,fade_against_inverse,0,2025_01_20
1,14:27,1737382380.0,long,21675.5,21722.25,93.5,14,93.5,FADE_AGAINST,fa_cluster_long_extension,0,2025_01_20
2,23:59,1737385020.0,long,21733.25,21732.0,-2.5,542,18.5,FADE_AGAINST,end_of_day,0,2025_01_20
0,23:00,1737558120.0,long,21999.5,21978.25,-42.5,478,183.0,FADE_AGAINST,fade_against_inverse,0,2025_01_22
1,23:59,1737586800.0,short,21978.25,21965.5,25.5,59,34.0,FADE_AGAINST,end_of_day,0,2025_01_22
0,08:16,1737593760.0,short,21952.5,21901.25,102.5,440,105.0,FADE_AGAINST,fa_cluster_short_extension,0,2025_01_23
1,21:00,1737648540.0,long,21919.25,22043.25,248.0,291,248.0,FADE_AGAINST,fa_cluster_long_extension,0,2025_01_23
2,23:59,1737668700.0,long,22015.75,22010.75,-10.0,134,15.0,FADE_AGAINST,end_of_day,0,2025_01_23
0,19:00,1737698880.0,short,22006.0,21876.5,259.0,772,276.5,FADE_AGAINST,fa_cluster_short_extension,0,2025_01_24
1,21:59,1737751980.0,short,21885.25,21908.5,-46.5,66,0.0,FADE_AGAINST,end_of_day,0,2025_01_24
0,00:52,1737936900.0,short,21654.25,21609.75,89.0,37,89.0,FADE_AGAINST,fa_cluster_short_extension,0,2025_01_27
1,04:40,1737944580.0,short,21522.75,21484.25,77.0,137,93.0,FADE_AGAINST,fa_cluster_short_extension,0,2025_01_27
0,18:00,1738074120.0,short,21278.75,21545.25,-533.0,218,225.5,FADE_AGAINST,fade_against_inverse,0,2025_01_28
1,23:59,1738094520.0,long,21598.0,21545.5,-105.0,237,45.0,FADE_AGAINST,end_of_day,0,2025_01_28
0,23:59,1738162380.0,short,21520.0,21538.5,-37.0,546,282.0,FADE_AGAINST,end_of_day,0,2025_01_29
0,16:46,1738208160.0,long,21658.75,21560.5,-196.5,790,168.5,FADE_AGAINST,fade_against_inverse,0,2025_01_30
0,06:45,1738285260.0,long,21696.75,21770.25,147.0,344,172.0,FADE_AGAINST,fa_cluster_long_extension,0,2025_01_31
1,21:59,1738353060.0,short,21656.25,21571.25,170.0,128,239.0,FADE_AGAINST,end_of_day,0,2025_01_31
0,23:59,1738539960.0,short,21114.25,21113.25,2.0,13,43.0,FADE_AGAINST,end_of_day,0,2025_02_02
0,02:39,1738548900.0,short,21054.75,21007.25,95.0,24,95.0,FADE_AGAINST,fa_cluster_short_extension,0,2025_02_03
1,09:00,1738551480.0,short,21029.5,21191.25,-323.5,362,87.0,FADE_AGAINST,fade_against_inverse,0,2025_02_03
2,15:30,1738573260.0,long,21202.0,21327.75,251.5,389,303.0,FADE_AGAINST,fa_cluster_long_extension,0,2025_02_03
3,23:59,1738600020.0,long,21405.5,21571.5,332.0,452,355.0,FADE_AGAINST,end_of_day,0,2025_02_03
0,05:15,1738638720.0,short,21468.0,21296.75,342.5,123,342.5,FADE_AGAINST,fa_cluster_short_extension,0,2025_02_04
1,15:00,1738648260.0,short,21396.5,21587.5,-382.0,549,162.0,FADE_AGAINST,fa_cluster_long_extension,0,2025_02_04
2,23:59,1738684020.0,long,21646.0,21567.25,-157.5,492,90.0,FADE_AGAINST,end_of_day,0,2025_02_04
0,17:00,1738760520.0,long,21499.75,21724.0,448.5,238,448.5,FADE_AGAINST,fa_cluster_long_extension,0,2025_02_05
1,23:59,1738775580.0,long,21730.0,21773.75,87.5,406,122.0,FADE_AGAINST,end_of_day,0,2025_02_05
0,21:00,1738829340.0,short,21788.5,21848.5,-120.0,771,159.0,FADE_AGAINST,fade_against_inverse,0,2025_02_06
1,23:59,1738875660.0,long,21781.5,21854.0,145.0,178,164.0,FADE_AGAINST,end_of_day,0,2025_02_06
0,21:59,1738947480.0,short,21642.5,21575.5,134.0,301,166.0,FADE_AGAINST,end_of_day,0,2025_02_07
0,23:59,1739209680.0,long,21844.5,21795.25,-98.5,371,76.0,FADE_AGAINST,end_of_day,0,2025_02_10
0,08:00,1739233680.0,short,21796.75,21729.0,135.5,452,135.5,FADE_AGAINST,fa_cluster_short_extension,0,2025_02_11
1,23:59,1739289360.0,long,21856.25,21811.0,-90.5,483,0.0,FADE_AGAINST,end_of_day,0,2025_02_11
0,14:10,1739367060.0,long,21592.5,21522.75,-139.5,39,2.0,FADE_AGAINST,fade_against_inverse,0,2025_02_12
0,16:01,1739437500.0,short,21781.75,22033.75,-504.0,416,7.5,FADE_AGAINST,fade_against_inverse,0,2025_02_13
1,21:00,1739465580.0,long,21980.5,22094.75,228.5,247,276.5,FADE_AGAINST,fa_cluster_long_extension,0,2025_02_13
2,23:59,1739483640.0,long,22083.5,22084.5,2.0,125,34.5,FADE_AGAINST,end_of_day,0,2025_02_13
0,21:59,1739523780.0,short,22126.75,22203.0,-152.5,776,163.0,FADE_AGAINST,end_of_day,0,2025_02_14
0,14:45,1739779560.0,short,22248.5,22208.5,80.0,399,110.0,FADE_AGAINST,fa_cluster_short_extension,0,2025_02_17
1,23:59,1739807880.0,short,22239.5,22220.5,38.0,481,72.0,FADE_AGAINST,end_of_day,0,2025_02_17
0,06:45,1739848020.0,long,22255.25,22302.5,94.5,218,94.5,FADE_AGAINST,fa_cluster_long_extension,0,2025_02_18
1,15:00,1739862840.0,long,22312.75,22186.0,-253.5,466,9.0,FADE_AGAINST,fade_against_inverse,0,2025_02_18
0,12:10,1739927700.0,long,22278.0,22245.0,-66.0,655,22.5,FADE_AGAINST,fade_against_inverse,0,2025_02_19
1,20:01,1739969220.0,short,22253.75,22285.5,-63.5,434,260.0,FADE_AGAINST,fade_against_inverse,0,2025_02_19
2,23:59,1739995380.0,long,22279.75,22217.5,-124.5,236,3.5,FADE_AGAINST,end_of_day,0,2025_02_19
0,17:38,1740158760.0,short,21926.5,21877.5,98.0,12,101.5,FADE_AGAINST,fa_cluster_short_extension,0,2025_02_21
1,19:30,1740161700.0,short,21834.0,21706.0,256.0,75,308.0,FADE_AGAINST,fa_cluster_short_extension,0,2025_02_21
2,21:59,1740167460.0,short,21704.5,21659.5,90.0,128,95.0,FADE_AGAINST,end_of_day,0,2025_02_21
0,21:00,1740409800.0,short,21533.5,21421.25,224.5,350,230.0,FADE_AGAINST,fa_cluster_short_extension,0,2025_02_24
0,16:15,1740488760.0,long,21429.25,21070.25,-718.0,189,38.0,FADE_AGAINST,fade_against_inverse,0,2025_02_25
1,23:59,1740501480.0,short,21059.75,21225.5,-331.5,441,17.0,FADE_AGAINST,end_of_day,0,2025_02_25
0,19:01,1740578400.0,short,21273.75,21106.0,335.5,301,378.5,FADE_AGAINST,fa_cluster_short_extension,0,2025_02_26
1,23:59,1740600420.0,short,21119.0,21213.0,-188.0,232,19.5,FADE_AGAINST,end_of_day,0,2025_02_26
0,12:25,1740641400.0,long,21313.25,21368.25,110.0,295,115.0,FADE_AGAINST,fa_cluster_long_extension,0,2025_02_27
1,23:59,1740697260.0,short,20659.25,20674.0,-29.5,58,35.0,FADE_AGAINST,end_of_day,0,2025_02_27
0,18:10,1740724260.0,long,20626.25,20543.75,-165.0,699,289.0,FADE_AGAINST,fade_against_inverse,0,2025_02_28
1,21:23,1740766560.0,short,20505.0,20901.25,-792.5,187,29.0,FADE_AGAINST,fade_against_inverse,0,2025_02_28
0,12:15,1740962160.0,long,20872.0,21089.25,434.5,699,447.0,FADE_AGAINST,fa_cluster_long_extension,0,2025_03_03
1,20:15,1741014300.0,short,20859.0,20478.75,760.5,310,833.0,FADE_AGAINST,fa_cluster_short_extension,0,2025_03_03
2,23:59,1741034940.0,short,20394.25,20514.5,-240.5,190,13.5,FADE_AGAINST,end_of_day,0,2025_03_03
0,23:59,1741198080.0,long,20487.0,20605.5,237.0,351,471.5,FADE_AGAINST,end_of_day,0,2025_03_05
0,23:59,1741286760.0,short,20107.75,20187.0,-158.5,313,191.0,FADE_AGAINST,end_of_day,0,2025_03_06
0,14:25,1741306920.0,long,20185.0,20062.75,-244.5,843,127.5,FADE_AGAINST,fade_against_inverse,0,2025_03_07
1,19:04,1741358460.0,short,20150.25,20186.0,-71.5,263,756.0,FADE_AGAINST,fade_against_inverse,0,2025_03_07
2,21:59,1741376640.0,long,20206.0,20207.0,2.0,135,100.0,FADE_AGAINST,end_of_day,0,2025_03_07
0,19:00,1741618980.0,short,19581.25,19362.25,438.0,237,484.5,FADE_AGAINST,fa_cluster_short_extension,0,2025_03_10
0,15:16,1741664460.0,long,19440.25,19467.25,54.0,695,295.0,FADE_AGAINST,fade_against_inverse,0,2025_03_11
0,04:56,1741838580.0,short,19527.75,19479.0,97.5,53,118.5,FADE_AGAINST,fa_cluster_short_extension,0,2025_03_13
1,23:59,1741843260.0,short,19480.5,19359.25,242.5,1118,608.5,FADE_AGAINST,end_of_day,0,2025_03_13
0,23:59,1742168460.0,short,19603.75,19585.0,37.5,18,37.5,FADE_AGAINST,end_of_day,0,2025_03_16
0,11:00,1742170920.0,short,19576.5,19685.25,-217.5,638,40.0,FADE_AGAINST,fade_against_inverse,0,2025_03_17
1,12:45,1742210760.0,long,19701.75,19760.5,117.5,79,145.5,FADE_AGAINST,fa_cluster_long_extension,0,2025_03_17
2,18:15,1742216460.0,long,19730.0,19872.5,285.0,314,295.5,FADE_AGAINST,fa_cluster_long_extension,0,2025_03_17
3,23:59,1742238060.0,long,19934.0,19821.0,-226.0,298,7.0,FADE_AGAINST,end_of_day,0,2025_03_17
0,13:45,1742263380.0,short,19757.5,19510.25,494.5,702,497.5,FADE_AGAINST,fa_cluster_short_extension,0,2025_03_18
1,23:59,1742313600.0,short,19452.25,19504.0,-103.5,479,0.0,FADE_AGAINST,end_of_day,0,2025_03_18
0,19:02,1742402040.0,long,19685.25,19838.75,307.0,148,308.5,FADE_AGAINST,fa_cluster_long_extension,0,2025_03_19
0,10:04,1742454180.0,short,19849.5,19707.5,284.0,181,284.0,FADE_AGAINST,fa_cluster_short_extension,0,2025_03_20
1,23:59,1742473920.0,short,19653.0,19684.75,-63.5,687,162.0,FADE_AGAINST,end_of_day,0,2025_03_20
