trade_id,time,timestamp,dir,entry_price,exit_price,pnl,held,peak,entry_tier,exit_reason,chain_idx,day
0,23:59,1735848000.0,short,21082.25,21163.25,-162.0,239,7.0,MTF_EXHAUSTION,end_of_day,0,2025_01_02
0,23:59,1736193600.0,short,21656.75,21771.25,-229.0,239,0.0,MTF_EXHAUSTION,end_of_day,0,2025_01_06
0,18:35,1736249700.0,short,21730.75,21481.5,498.5,420,675.5,MTF_EXHAUSTION,mtf_exhaustion_timeout,0,2025_01_07
0,21:40,1736347200.0,short,21316.0,21318.0,-4.0,420,269.0,MTF_EXHAUSTION,mtf_exhaustion_timeout,0,2025_01_08
0,21:59,1736540100.0,short,21042.75,20996.25,93.0,104,113.0,MTF_EXHAUSTION,end_of_day,0,2025_01_10
0,19:05,1736769900.0,short,20747.0,20891.75,-289.5,420,69.5,MTF_EXHAUSTION,mtf_exhaustion_timeout,0,2025_01_13
0,23:00,1737375600.0,short,21592.0,21692.5,-201.0,640,60.5,MTF_EXHAUSTION,mtf_exhaustion_timeout,0,2025_01_20
0,09:00,1738029600.0,short,21249.5,21381.25,-263.5,420,22.5,MTF_EXHAUSTION,mtf_exhaustion_timeout,0,2025_01_28
0,16:05,1738141500.0,short,21630.75,21499.5,262.5,420,335.5,MTF_EXHAUSTION,mtf_exhaustion_timeout,0,2025_01_29
0,23:59,1738269600.0,short,21563.25,21698.5,-270.5,199,40.0,MTF_EXHAUSTION,end_of_day,0,2025_01_30
0,21:59,1738347600.0,short,21857.25,21571.25,572.0,219,641.0,MTF_EXHAUSTION,end_of_day,0,2025_01_31
0,12:05,1738645500.0,short,21358.25,21416.5,-116.5,420,220.5,MTF_EXHAUSTION,mtf_exhaustion_timeout,0,2025_02_04
0,15:40,1738744800.0,short,21494.25,21590.75,-193.0,420,108.5,MTF_EXHAUSTION,mtf_exhaustion_timeout,0,2025_02_05
0,20:45,1738849500.0,short,21751.5,21815.75,-128.5,420,68.0,MTF_EXHAUSTION,mtf_exhaustion_timeout,0,2025_02_06
0,21:50,1739199000.0,short,21777.75,21836.75,-118.0,420,38.5,MTF_EXHAUSTION,mtf_exhaustion_timeout,0,2025_02_10
0,17:40,1739270400.0,short,21743.75,21777.25,-67.0,420,134.5,MTF_EXHAUSTION,mtf_exhaustion_timeout,0,2025_02_11
0,23:59,1739470800.0,short,21925.5,22084.5,-318.0,339,0.0,MTF_EXHAUSTION,end_of_day,0,2025_02_13
0,21:30,1739889000.0,short,22253.0,22224.0,58.0,420,284.5,MTF_EXHAUSTION,mtf_exhaustion_timeout,0,2025_02_18
0,20:00,1739970000.0,short,22223.25,22289.0,-131.5,420,199.0,MTF_EXHAUSTION,mtf_exhaustion_timeout,0,2025_02_19
0,21:35,1740062100.0,short,22180.75,22137.0,87.5,420,416.5,MTF_EXHAUSTION,mtf_exhaustion_timeout,0,2025_02_20
0,21:30,1740148200.0,short,22160.0,21680.0,960.0,420,987.5,MTF_EXHAUSTION,mtf_exhaustion_timeout,0,2025_02_21
0,15:10,1740384600.0,short,21721.25,21533.5,375.5,420,543.0,MTF_EXHAUSTION,mtf_exhaustion_timeout,0,2025_02_24
1,23:59,1740440100.0,short,21407.25,21385.25,44.0,24,76.0,MTF_EXHAUSTION,end_of_day,0,2025_02_24
0,14:30,1740468600.0,short,21366.25,21372.25,-12.0,420,142.5,MTF_EXHAUSTION,mtf_exhaustion_timeout,0,2025_02_25
0,07:10,1740528600.0,short,21215.75,21281.0,-130.5,420,26.0,MTF_EXHAUSTION,mtf_exhaustion_timeout,0,2025_02_26
0,08:30,1740706200.0,short,20596.5,20652.25,-111.5,420,148.5,MTF_EXHAUSTION,mtf_exhaustion_timeout,0,2025_02_28
0,15:20,1740990000.0,short,20940.0,20850.25,179.5,420,249.0,MTF_EXHAUSTION,mtf_exhaustion_timeout,0,2025_03_03
0,14:10,1741072200.0,short,20508.25,20393.0,230.5,420,472.5,MTF_EXHAUSTION,mtf_exhaustion_timeout,0,2025_03_04
0,18:55,1741175700.0,short,20484.25,20561.5,-154.5,420,521.0,MTF_EXHAUSTION,mtf_exhaustion_timeout,0,2025_03_05
0,23:59,1741291200.0,short,20065.25,20187.0,-243.5,239,27.0,MTF_EXHAUSTION,end_of_day,0,2025_03_06
0,07:25,1741307100.0,short,20164.5,20167.0,-5.0,420,99.5,MTF_EXHAUSTION,mtf_exhaustion_timeout,0,2025_03_07
0,23:59,1741561500.0,short,19974.5,20034.0,-119.0,54,0.0,MTF_EXHAUSTION,end_of_day,0,2025_03_09
0,18:05,1741604700.0,short,19961.5,19426.75,1069.5,420,1069.5,MTF_EXHAUSTION,mtf_exhaustion_timeout,0,2025_03_10
1,23:59,1741644600.0,short,19385.75,19304.25,163.0,109,294.0,MTF_EXHAUSTION,end_of_day,0,2025_03_10
0,18:05,1741691100.0,short,19495.75,19402.0,187.5,420,573.5,MTF_EXHAUSTION,mtf_exhaustion_timeout,0,2025_03_11
0,13:50,1741762200.0,short,19426.25,19689.25,-526.0,420,65.5,MTF_EXHAUSTION,mtf_exhaustion_timeout,0,2025_03_12
0,17:55,1741863300.0,short,19590.5,19212.5,756.0,420,828.5,MTF_EXHAUSTION,mtf_exhaustion_timeout,0,2025_03_13
0,20:59,1741982400.0,short,19678.75,19666.75,24.0,59,68.0,MTF_EXHAUSTION,end_of_day,0,2025_03_14
0,10:05,1742180700.0,short,19587.75,19631.0,-86.5,420,62.5,MTF_EXHAUSTION,mtf_exhaustion_timeout,0,2025_03_17
1,23:59,1742253300.0,short,19827.5,19821.0,13.0,44,18.0,MTF_EXHAUSTION,end_of_day,0,2025_03_17
0,23:59,1743625800.0,short,19359.0,18880.25,957.5,209,1058.0,MTF_EXHAUSTION,end_of_day,0,2025_04_02
0,17:10,1743761400.0,short,18414.75,17717.75,1394.0,420,1497.5,MTF_EXHAUSTION,mtf_exhaustion_timeout,0,2025_04_04
0,07:10,1744243800.0,short,19275.25,19153.0,244.5,420,585.0,MTF_EXHAUSTION,mtf_exhaustion_timeout,0,2025_04_10
0,10:10,1744600200.0,short,19015.75,19070.0,-108.5,420,0.0,MTF_EXHAUSTION,mtf_exhaustion_timeout,0,2025_04_14
0,10:30,1744774200.0,short,18693.25,18704.5,-22.5,420,367.5,MTF_EXHAUSTION,mtf_exhaustion_timeout,0,2025_04_16
0,18:25,1745234700.0,short,18106.75,17734.0,745.5,420,802.5,MTF_EXHAUSTION,mtf_exhaustion_timeout,0,2025_04_21
0,10:11,1745291400.0,short,17982.5,18096.25,-227.5,421,37.0,MTF_EXHAUSTION,mtf_exhaustion_timeout,0,2025_04_22
0,14:15,1745565300.0,short,19408.0,19376.0,64.0,420,370.0,MTF_EXHAUSTION,mtf_exhaustion_timeout,0,2025_04_25
0,20:35,1745847300.0,short,19516.0,19486.75,58.5,420,496.0,MTF_EXHAUSTION,mtf_exhaustion_timeout,0,2025_04_28
0,09:45,1745894700.0,short,19572.25,19572.5,-0.5,420,83.0,MTF_EXHAUSTION,mtf_exhaustion_timeout,0,2025_04_29
1,17:35,1745922900.0,short,19529.5,19572.0,-85.0,420,291.0,MTF_EXHAUSTION,mtf_exhaustion_timeout,0,2025_04_29
0,08:10,1746061800.0,short,19920.5,19938.0,-35.0,420,33.5,MTF_EXHAUSTION,mtf_exhaustion_timeout,0,2025_05_01
0,20:59,1746211800.0,short,20201.5,20200.5,2.0,129,85.5,MTF_EXHAUSTION,end_of_day,0,2025_05_02
0,19:10,1746619800.0,short,19925.25,19857.75,135.0,420,462.5,MTF_EXHAUSTION,mtf_exhaustion_timeout,0,2025_05_07
0,19:40,1746708000.0,short,20157.25,20264.75,-215.0,420,338.0,MTF_EXHAUSTION,mtf_exhaustion_timeout,0,2025_05_08
0,14:15,1746774900.0,short,20174.25,20237.25,-126.0,420,42.5,MTF_EXHAUSTION,mtf_exhaustion_timeout,0,2025_05_09
1,20:59,1746806700.0,short,20122.5,20146.5,-48.0,294,84.0,MTF_EXHAUSTION,end_of_day,0,2025_05_09
0,22:05,1747235100.0,short,21304.0,21364.25,-120.5,420,36.0,MTF_EXHAUSTION,mtf_exhaustion_timeout,0,2025_05_14
0,14:15,1747293300.0,short,21306.5,21299.0,15.0,420,217.0,MTF_EXHAUSTION,mtf_exhaustion_timeout,0,2025_05_15
0,23:59,1747779000.0,short,21376.0,21431.75,-111.5,109,65.0,MTF_EXHAUSTION,end_of_day,0,2025_05_20
0,18:20,1747999200.0,short,21082.25,21031.5,101.5,420,676.0,MTF_EXHAUSTION,mtf_exhaustion_timeout,0,2025_05_23
0,14:30,1748417400.0,short,21437.0,21450.75,-27.5,420,55.5,MTF_EXHAUSTION,mtf_exhaustion_timeout,0,2025_05_28
0,18:25,1748517900.0,short,21696.5,21334.25,724.5,420,764.0,MTF_EXHAUSTION,mtf_exhaustion_timeout,0,2025_05_29
0,08:05,1748567100.0,short,21305.75,21362.5,-113.5,420,41.5,MTF_EXHAUSTION,mtf_exhaustion_timeout,0,2025_05_30
1,19:10,1748607000.0,short,21303.5,21338.25,-69.5,420,447.0,MTF_EXHAUSTION,mtf_exhaustion_timeout,0,2025_05_30
0,20:59,1749223200.0,short,21757.5,21809.75,-104.5,339,58.0,MTF_EXHAUSTION,end_of_day,0,2025_06_06
0,23:59,1749420900.0,short,21765.5,21761.75,7.5,104,66.0,MTF_EXHAUSTION,end_of_day,0,2025_06_08
0,12:20,1749532800.0,short,21884.0,21857.0,54.0,420,270.5,MTF_EXHAUSTION,mtf_exhaustion_timeout,0,2025_06_10
0,22:10,1749654600.0,short,22021.25,21872.0,298.5,420,425.5,MTF_EXHAUSTION,mtf_exhaustion_timeout,0,2025_06_11
0,07:00,1749772800.0,short,21755.25,21604.0,302.5,420,565.0,MTF_EXHAUSTION,mtf_exhaustion_timeout,0,2025_06_13
1,19:45,1749818700.0,short,21669.0,21611.5,115.0,420,115.0,MTF_EXHAUSTION,mtf_exhaustion_timeout,0,2025_06_13
0,23:45,1750178700.0,short,21863.0,21682.75,360.5,420,438.5,MTF_EXHAUSTION,mtf_exhaustion_timeout,0,2025_06_17
0,11:25,1750220700.0,short,21730.0,21752.75,-45.5,420,1.5,MTF_EXHAUSTION,mtf_exhaustion_timeout,0,2025_06_18
