bar,date,direction,pnl_ticks,pnl_dollars,reason,confidence,sight,month
2066,2026-03-25,long,-80.0,-40.0,hard_sl,0.0,0,2026-03
2069,2026-03-25,long,-80.0,-40.0,hard_sl,0.0,0,2026-03
2100,2026-03-25,long,-80.0,-40.0,hard_sl,0.0,0,2026-03
2102,2026-03-25,long,-12.0,-6.0,1m_disagree=0.25,0.7087706327438354,0,2026-03
2105,2026-03-25,long,88.0,44.0,1m_disagree=0.27,0.7743648290634155,0,2026-03
2108,2026-03-25,long,44.0,22.0,1m_disagree=0.23,0.6205625534057617,0,2026-03
2110,2026-03-25,long,196.0,98.0,1m_disagree=0.26,0.9366710186004639,0,2026-03
2112,2026-03-25,long,-80.0,-40.0,hard_sl,0.0,0,2026-03
2114,2026-03-25,long,152.0,76.0,1m_disagree=0.27,0.8878027200698853,0,2026-03
2116,2026-03-25,long,0.0,0.0,1m_disagree=0.28,0.8569549322128296,0,2026-03
2119,2026-03-25,long,-80.0,-40.0,hard_sl,0.0,0,2026-03
2131,2026-03-25,short,-80.0,-40.0,hard_sl,0.0,0,2026-03
2133,2026-03-25,short,180.0,90.0,structural_flip bias=long,0.0,0,2026-03
2136,2026-03-25,short,-80.0,-40.0,hard_sl,0.0,0,2026-03
2138,2026-03-25,short,88.0,44.0,structural_flip bias=long,0.0,0,2026-03
2143,2026-03-25,short,-96.0,-48.0,structural_flip bias=long,0.0,0,2026-03
2148,2026-03-25,short,-80.0,-40.0,hard_sl,0.0,0,2026-03
2152,2026-03-25,short,12.0,6.0,structural_flip bias=long,0.0,0,2026-03
2159,2026-03-25,short,-80.0,-40.0,hard_sl,0.0,0,2026-03
2162,2026-03-25,short,-52.0,-26.0,structural_flip bias=long,0.0,0,2026-03
2164,2026-03-25,short,-12.0,-6.0,structural_flip bias=long,0.0,0,2026-03
2172,2026-03-25,long,-80.0,-40.0,hard_sl,0.0,0,2026-03
2174,2026-03-25,long,-80.0,-40.0,hard_sl,0.0,0,2026-03
2181,2026-03-25,long,-80.0,-40.0,hard_sl,0.0,0,2026-03
2183,2026-03-25,long,-80.0,-40.0,hard_sl,0.0,0,2026-03
2185,2026-03-25,long,-80.0,-40.0,hard_sl,0.0,0,2026-03
2187,2026-03-25,long,-80.0,-40.0,hard_sl,0.0,0,2026-03
2196,2026-03-25,long,384.0,192.0,1m_disagree=0.20,0.9798902273178101,0,2026-03
2198,2026-03-25,long,-80.0,-40.0,hard_sl,0.0,0,2026-03
2200,2026-03-25,long,76.0,38.0,1m_disagree=0.22,0.9664773941040039,0,2026-03
2203,2026-03-25,long,-80.0,-40.0,hard_sl,0.0,0,2026-03
2206,2026-03-25,long,100.0,50.0,1m_disagree=0.21,0.5514487028121948,0,2026-03
2220,2026-03-25,short,-80.0,-40.0,hard_sl,0.0,0,2026-03
2222,2026-03-25,short,136.0,68.0,structural_flip bias=long,0.0,0,2026-03
2225,2026-03-25,short,-32.0,-16.0,structural_flip bias=long,0.0,0,2026-03
2227,2026-03-25,short,132.0,66.0,structural_flip bias=long,0.0,0,2026-03
2229,2026-03-25,short,-80.0,-40.0,hard_sl,0.0,0,2026-03
2231,2026-03-25,short,-80.0,-40.0,hard_sl,0.0,0,2026-03
2234,2026-03-25,short,24.0,12.0,structural_flip bias=long,0.0,0,2026-03
2242,2026-03-25,short,-80.0,-40.0,hard_sl,0.0,0,2026-03
2253,2026-03-25,short,364.0,182.0,structural_flip bias=long,0.0,0,2026-03
2255,2026-03-25,short,116.0,58.0,structural_flip bias=long,0.0,0,2026-03
2258,2026-03-25,short,-80.0,-40.0,hard_sl,0.0,0,2026-03
2260,2026-03-25,short,24.0,12.0,structural_flip bias=long,0.0,0,2026-03
2263,2026-03-25,short,64.0,32.0,structural_flip bias=long,0.0,0,2026-03
2266,2026-03-25,short,-80.0,-40.0,hard_sl,0.0,0,2026-03
2268,2026-03-25,short,16.0,8.0,structural_flip bias=long,0.0,0,2026-03
2275,2026-03-25,long,-60.0,-30.0,1m_sight=1,0.10819137096405029,1,2026-03
2280,2026-03-25,short,-80.0,-40.0,hard_sl,0.0,0,2026-03
2290,2026-03-25,long,-80.0,-40.0,hard_sl,0.0,0,2026-03
2292,2026-03-25,long,-80.0,-40.0,hard_sl,0.0,0,2026-03
2294,2026-03-25,long,40.0,20.0,1m_disagree=0.24,0.7954690456390381,0,2026-03
2297,2026-03-25,long,304.0,152.0,1m_disagree=0.21,0.9730976819992065,0,2026-03
2305,2026-03-25,long,92.0,46.0,1m_disagree=0.27,0.8379653692245483,0,2026-03
2314,2026-03-25,long,-80.0,-40.0,hard_sl,0.0,0,2026-03
2316,2026-03-25,long,-80.0,-40.0,hard_sl,0.0,0,2026-03
2318,2026-03-25,long,8.0,4.0,1m_disagree=0.24,0.9415618181228638,0,2026-03
2321,2026-03-25,long,-8.0,-4.0,1m_disagree=0.26,0.9145510196685791,0,2026-03
2324,2026-03-25,long,68.0,34.0,1m_disagree=0.21,0.9754873514175415,0,2026-03
2326,2026-03-25,long,-80.0,-40.0,hard_sl,0.0,0,2026-03
2329,2026-03-25,long,-4.0,-2.0,1m_disagree=0.22,0.9729189872741699,0,2026-03
2331,2026-03-25,long,124.0,62.0,1m_disagree=0.26,0.9392473697662354,0,2026-03
2334,2026-03-25,long,-80.0,-40.0,hard_sl,0.0,0,2026-03
2336,2026-03-25,long,96.0,48.0,1m_disagree=0.25,0.938469648361206,0,2026-03
2341,2026-03-25,long,-80.0,-40.0,hard_sl,0.0,0,2026-03
2359,2026-03-25,long,276.0,138.0,1m_disagree=0.21,0.8044039011001587,0,2026-03
2361,2026-03-25,long,96.0,48.0,1m_disagree=0.21,0.7568061351776123,0,2026-03
2363,2026-03-25,long,-96.0,-48.0,1m_disagree=0.23,0.9138103723526001,0,2026-03
2367,2026-03-25,long,20.0,10.0,1m_disagree=0.22,0.9003573656082153,0,2026-03
2371,2026-03-25,long,32.0,16.0,1m_disagree=0.21,0.8303061723709106,0,2026-03
2376,2026-03-25,long,-80.0,-40.0,hard_sl,0.0,0,2026-03
2378,2026-03-25,long,-80.0,-40.0,hard_sl,0.0,0,2026-03
2388,2026-03-25,long,-80.0,-40.0,hard_sl,0.0,0,2026-03
2400,2026-03-25,long,52.0,26.0,1m_disagree=0.24,0.9096835851669312,0,2026-03
2403,2026-03-25,long,-80.0,-40.0,hard_sl,0.0,0,2026-03
2405,2026-03-25,long,-80.0,-40.0,hard_sl,0.0,0,2026-03
2408,2026-03-25,long,80.0,40.0,1m_disagree=0.24,0.9543025493621826,0,2026-03
2411,2026-03-25,long,-72.0,-36.0,1m_disagree=0.27,0.8189854621887207,0,2026-03
2418,2026-03-25,short,-80.0,-40.0,hard_sl,0.0,0,2026-03
2420,2026-03-25,short,48.0,24.0,structural_flip bias=long,0.0,0,2026-03
2423,2026-03-25,short,156.0,78.0,structural_flip bias=long,0.0,0,2026-03
2426,2026-03-25,short,84.0,42.0,structural_flip bias=long,0.0,0,2026-03
2429,2026-03-25,short,8.0,4.0,structural_flip bias=long,0.0,0,2026-03
2436,2026-03-25,short,-60.0,-30.0,structural_flip bias=long,0.0,0,2026-03
2438,2026-03-25,short,-136.0,-68.0,structural_flip bias=long,0.0,0,2026-03
2440,2026-03-25,short,-80.0,-40.0,hard_sl,0.0,0,2026-03
2442,2026-03-25,short,-8.0,-4.0,structural_flip bias=long,0.0,0,2026-03
2444,2026-03-25,short,40.0,20.0,structural_flip bias=long,0.0,0,2026-03
2447,2026-03-25,short,188.0,94.0,structural_flip bias=long,0.0,0,2026-03
2449,2026-03-25,short,124.0,62.0,structural_flip bias=long,0.0,0,2026-03
2451,2026-03-25,short,44.0,22.0,structural_flip bias=long,0.0,0,2026-03
2453,2026-03-25,short,-80.0,-40.0,hard_sl,0.0,0,2026-03
2464,2026-03-25,short,-76.0,-38.0,structural_flip bias=long,0.0,0,2026-03
2466,2026-03-25,short,-80.0,-40.0,hard_sl,0.0,0,2026-03
2468,2026-03-25,short,-8.0,-4.0,structural_flip bias=long,0.0,0,2026-03
2471,2026-03-25,short,-4.0,-2.0,structural_flip bias=long,0.0,0,2026-03
2474,2026-03-25,short,-28.0,-14.0,structural_flip bias=long,0.0,0,2026-03
2478,2026-03-25,short,-80.0,-40.0,hard_sl,0.0,0,2026-03
2480,2026-03-25,short,200.0,100.0,structural_flip bias=long,0.0,0,2026-03
2482,2026-03-25,short,220.0,110.0,structural_flip bias=long,0.0,0,2026-03
2485,2026-03-25,short,516.0,258.0,structural_flip bias=long,0.0,0,2026-03
2608,2026-03-25,long,-80.0,-40.0,hard_sl,0.0,0,2026-03
2611,2026-03-25,long,-100.0,-50.0,1m_disagree=0.21,0.9801597595214844,0,2026-03
2616,2026-03-25,long,24.0,12.0,1m_disagree=0.23,0.9591337442398071,0,2026-03
2623,2026-03-25,long,-8.0,-4.0,1m_inflection,0.20284831523895264,0,2026-03
2632,2026-03-25,long,-28.0,-14.0,1m_disagree=0.20,0.6176313161849976,0,2026-03
2637,2026-03-25,long,116.0,58.0,1m_disagree=0.23,0.9316152334213257,0,2026-03
2639,2026-03-25,long,-8.0,-4.0,1m_disagree=0.24,0.9100992679595947,0,2026-03
2641,2026-03-25,long,-48.0,-24.0,1m_disagree=0.24,0.8717199563980103,0,2026-03
2646,2026-03-25,long,-28.0,-14.0,1m_disagree=0.24,0.7266615629196167,0,2026-03
2648,2026-03-25,long,-72.0,-36.0,1m_flipped_confirmed n+1=0.39,0.22954171895980835,0,2026-03
2652,2026-03-25,short,-80.0,-40.0,hard_sl,0.0,0,2026-03
2654,2026-03-25,short,-32.0,-16.0,structural_flip bias=long,0.0,0,2026-03
2656,2026-03-25,short,-80.0,-40.0,hard_sl,0.0,0,2026-03
2658,2026-03-25,short,20.0,10.0,structural_flip bias=long,0.0,0,2026-03
2661,2026-03-25,short,16.0,8.0,structural_flip bias=long,0.0,0,2026-03
2664,2026-03-25,short,-112.0,-56.0,structural_flip bias=long,0.0,0,2026-03
2674,2026-03-25,long,-52.0,-26.0,1m_sight=1,0.1329706907272339,1,2026-03
2691,2026-03-25,long,-24.0,-12.0,1m_sight=0,0.09710049629211426,0,2026-03
2700,2026-03-25,long,20.0,10.0,1m_disagree=0.25,0.8170089721679688,0,2026-03
2707,2026-03-25,long,-80.0,-40.0,hard_sl,0.0,0,2026-03
2710,2026-03-25,long,-80.0,-40.0,hard_sl,0.0,0,2026-03
2712,2026-03-25,short,24.0,12.0,structural_flip bias=long,0.0,0,2026-03
2714,2026-03-25,short,-60.0,-30.0,structural_flip bias=long,0.0,0,2026-03
2716,2026-03-25,short,12.0,6.0,structural_flip bias=long,0.0,0,2026-03
2718,2026-03-25,short,-8.0,-4.0,structural_flip bias=long,0.0,0,2026-03
2720,2026-03-25,short,-80.0,-40.0,hard_sl,0.0,0,2026-03
2722,2026-03-25,short,-24.0,-12.0,structural_flip bias=long,0.0,0,2026-03
2724,2026-03-25,short,-28.0,-14.0,structural_flip bias=long,0.0,0,2026-03
2726,2026-03-25,short,96.0,48.0,structural_flip bias=long,0.0,0,2026-03
2728,2026-03-25,short,8.0,4.0,structural_flip bias=long,0.0,0,2026-03
2732,2026-03-25,short,-20.0,-10.0,structural_flip bias=long,0.0,0,2026-03
2734,2026-03-25,short,16.0,8.0,structural_flip bias=long,0.0,0,2026-03
2738,2026-03-25,short,-44.0,-22.0,structural_flip bias=long,0.0,0,2026-03
2740,2026-03-25,short,20.0,10.0,structural_flip bias=long,0.0,0,2026-03
2742,2026-03-25,short,-24.0,-12.0,structural_flip bias=long,0.0,0,2026-03
2744,2026-03-25,short,40.0,20.0,structural_flip bias=long,0.0,0,2026-03
2748,2026-03-25,short,-32.0,-16.0,structural_flip bias=long,0.0,0,2026-03
2750,2026-03-25,short,-16.0,-8.0,structural_flip bias=long,0.0,0,2026-03
2754,2026-03-25,short,-8.0,-4.0,structural_flip bias=long,0.0,0,2026-03
2772,2026-03-25,long,-20.0,-10.0,1m_disagree=0.25,0.867090106010437,0,2026-03
2774,2026-03-25,long,-4.0,-2.0,1m_disagree=0.22,0.6345632076263428,0,2026-03
2776,2026-03-25,long,-48.0,-24.0,1m_disagree=0.25,0.8861809968948364,0,2026-03
2778,2026-03-25,long,-20.0,-10.0,1m_disagree=0.22,0.9695451259613037,0,2026-03
2780,2026-03-25,long,-52.0,-26.0,1m_disagree=0.25,0.9431115388870239,0,2026-03
2784,2026-03-25,short,-80.0,-40.0,hard_sl,0.0,0,2026-03
2786,2026-03-25,short,-80.0,-40.0,hard_sl,0.0,0,2026-03
2788,2026-03-25,short,-8.0,-4.0,structural_flip bias=long,0.0,0,2026-03
2792,2026-03-25,long,-4.0,-2.0,1m_inflection,0.09700322151184082,0,2026-03
2798,2026-03-25,short,-80.0,-40.0,hard_sl,0.0,0,2026-03
