time_a,time_b,price_a,price_b,delta,prob_up,predicted_dir,actual_dir,correct
2025-01-10 00:00,00:15,21200.0,21208.0,8.0,0.8344127945062808,UP,UP,Y
2025-01-10 00:15,00:30,21208.0,21200.75,-7.25,0.1420017922112861,DOWN,DOWN,Y
2025-01-10 00:30,00:45,21200.75,21196.0,-4.75,0.2246512817072422,DOWN,DOWN,Y
2025-01-10 00:45,01:00,21196.0,21228.75,32.75,0.9992244933841227,UP,UP,Y
2025-01-10 01:00,01:15,21228.75,21236.25,7.5,0.8183532916807243,UP,UP,Y
2025-01-10 01:15,01:30,21236.25,21251.75,15.5,0.9643335447222452,UP,UP,Y
2025-01-10 01:30,01:45,21251.75,21247.5,-4.25,0.24475882649457228,DOWN,DOWN,Y
2025-01-10 01:45,02:00,21247.5,21252.0,4.5,0.6970378767979333,UP,UP,Y
2025-01-10 02:00,02:15,21252.0,21257.5,5.5,0.7421611210744748,UP,UP,Y
2025-01-10 02:15,02:30,21257.5,21266.0,8.5,0.8493139044894672,UP,UP,Y
2025-01-10 02:30,02:45,21266.0,21273.25,7.25,0.8098799980650265,UP,UP,Y
2025-01-10 02:45,03:00,21273.25,21286.5,13.25,0.9423087632725945,UP,UP,Y
2025-01-10 03:00,03:15,21286.5,21290.75,4.25,0.685083257773972,UP,UP,Y
2025-01-10 03:15,03:30,21290.75,21296.75,6.0,0.7630060290892982,UP,UP,Y
2025-01-10 03:30,03:45,21296.75,21300.75,4.0,0.6728782988414184,UP,UP,Y
2025-01-10 03:45,04:00,21300.75,21291.75,-9.0,0.10058318423699532,DOWN,DOWN,Y
2025-01-10 04:00,04:15,21291.75,21286.0,-5.75,0.2014485918820892,DOWN,DOWN,Y
2025-01-10 04:15,04:30,21286.0,21295.25,9.25,0.8789716244259237,UP,UP,Y
2025-01-10 04:30,04:45,21295.25,21302.0,6.75,0.805765850219879,UP,UP,Y
2025-01-10 04:45,05:00,21302.0,21303.75,1.75,0.5751100530107102,UP,UP,Y
2025-01-10 05:00,05:15,21303.75,21316.75,13.0,0.9438915985035752,UP,UP,Y
2025-01-10 05:15,05:30,21316.75,21307.0,-9.75,0.09336163269476429,DOWN,DOWN,Y
2025-01-10 05:30,05:45,21307.0,21301.0,-6.0,0.1925904686035129,DOWN,DOWN,Y
2025-01-10 05:45,06:00,21301.0,21287.5,-13.5,0.04256353919874498,DOWN,DOWN,Y
2025-01-10 06:00,06:15,21287.5,21269.25,-18.25,0.015108722178330538,DOWN,DOWN,Y
2025-01-10 06:15,06:30,21269.25,21261.25,-8.0,0.13224375170684943,DOWN,DOWN,Y
2025-01-10 06:30,06:45,21261.25,21245.75,-15.5,0.027618553463407983,DOWN,DOWN,Y
2025-01-10 06:45,07:00,21245.75,21265.0,19.25,0.9855530940621456,UP,UP,Y
2025-01-10 07:00,07:15,21265.0,21272.25,7.25,0.8226971058794975,UP,UP,Y
2025-01-10 07:15,07:30,21272.25,21281.75,9.5,0.884803627049327,UP,UP,Y
2025-01-10 07:30,07:45,21281.75,21271.0,-10.75,0.07605029814669605,DOWN,DOWN,Y
2025-01-10 07:45,08:00,21271.0,21290.25,19.25,0.9855530940621456,UP,UP,Y
2025-01-10 08:00,08:15,21290.25,21292.75,2.5,0.5987003221033592,UP,UP,Y
2025-01-10 08:15,08:30,21292.75,21290.0,-2.75,0.31519454304241834,DOWN,DOWN,Y
2025-01-10 08:30,08:45,21290.0,21283.25,-6.75,0.15816532434016178,DOWN,DOWN,Y
2025-01-10 08:45,09:00,21283.25,21280.75,-2.5,0.3274051230984801,DOWN,DOWN,Y
2025-01-10 09:00,09:15,21280.75,21272.5,-8.25,0.11837157356464206,DOWN,DOWN,Y
2025-01-10 09:15,09:30,21272.5,21269.5,-3.0,0.3032340461203678,DOWN,DOWN,Y
2025-01-10 09:30,09:45,21269.5,21277.25,7.75,0.8286443954312588,UP,UP,Y
2025-01-10 09:45,10:00,21277.25,21286.0,8.75,0.8581549807011943,UP,UP,Y
2025-01-10 10:00,10:15,21286.0,21286.5,0.5,0.4880157139711276,DOWN,UP,N
2025-01-10 10:15,10:30,21286.5,21316.25,29.75,0.9985048604352679,UP,UP,Y
2025-01-10 10:30,10:45,21316.25,21315.75,-0.5,0.43242945632946916,DOWN,DOWN,Y
2025-01-10 10:45,11:00,21315.75,21362.25,46.5,0.9999648563451088,UP,UP,Y
2025-01-10 11:00,11:15,21362.25,21345.0,-17.25,0.017568247851869417,DOWN,DOWN,Y
2025-01-10 11:15,11:30,21345.0,21337.0,-8.0,0.12434173565102305,DOWN,DOWN,Y
2025-01-10 11:30,11:45,21337.0,21316.0,-21.0,0.0076608964300910725,DOWN,DOWN,Y
2025-01-10 11:45,12:00,21316.0,21268.5,-47.5,2.0400657842266678e-05,DOWN,DOWN,Y
2025-01-10 12:00,12:15,21268.5,21281.5,13.0,0.9441638230960631,UP,UP,Y
2025-01-10 12:15,12:30,21281.5,21306.0,24.5,0.9955210254341915,UP,UP,Y
2025-01-10 12:30,12:45,21306.0,21322.0,16.0,0.9706842478178161,UP,UP,Y
2025-01-10 12:45,13:00,21322.0,21304.0,-18.0,0.016046194381231855,DOWN,DOWN,Y
2025-01-10 13:00,13:15,21304.0,21285.0,-19.0,0.01286740816112375,DOWN,DOWN,Y
2025-01-10 13:15,13:30,21285.0,21123.5,-161.5,1.7884046373780591e-16,DOWN,DOWN,Y
2025-01-10 13:30,13:45,21123.5,21116.25,-7.25,0.1534086985064075,DOWN,DOWN,Y
2025-01-10 13:45,14:00,21116.25,21174.0,57.75,0.9999973787482421,UP,UP,Y
2025-01-10 14:00,14:15,21174.0,21192.75,18.75,0.9839501370009852,UP,UP,Y
2025-01-10 14:15,14:30,21192.75,21120.5,-72.25,8.607206111635397e-08,DOWN,DOWN,Y
2025-01-10 14:30,14:45,21120.5,21052.75,-67.75,2.3584682072312597e-07,DOWN,DOWN,Y
2025-01-10 14:45,15:00,21052.75,20905.0,-147.75,3.891256782995389e-15,DOWN,DOWN,Y
2025-01-10 15:00,15:15,20905.0,21029.75,124.75,0.9999999999992044,UP,UP,Y
2025-01-10 15:15,15:30,21029.75,21054.0,24.25,0.9952642691632669,UP,UP,Y
2025-01-10 15:30,15:45,21054.0,20989.0,-65.0,4.366714112101628e-07,DOWN,DOWN,Y
2025-01-10 15:45,16:00,20989.0,20932.0,-57.0,2.6206428325774117e-06,DOWN,DOWN,Y
2025-01-10 16:00,16:15,20932.0,20939.5,7.5,0.8300208722409954,UP,UP,Y
2025-01-10 16:15,16:30,20939.5,20969.0,29.5,0.9985193088358296,UP,UP,Y
2025-01-10 16:30,16:45,20969.0,20901.0,-68.0,2.2076029808524544e-07,DOWN,DOWN,Y
2025-01-10 16:45,17:00,20901.0,20912.75,11.75,0.9267477962656452,UP,UP,Y
2025-01-10 17:00,17:15,20912.75,20954.5,41.75,0.999904640244861,UP,UP,Y
2025-01-10 17:15,17:30,20954.5,21010.75,56.25,0.999996294732935,UP,UP,Y
2025-01-10 17:30,17:45,21010.75,21033.75,23.0,0.993680449959215,UP,UP,Y
2025-01-10 17:45,18:00,21033.75,21066.5,32.75,0.9992844640546912,UP,UP,Y
2025-01-10 18:00,18:15,21066.5,21109.5,43.0,0.9999279269252495,UP,UP,Y
2025-01-10 18:15,18:30,21109.5,21118.5,9.0,0.8723361792131344,UP,UP,Y
2025-01-10 18:30,18:45,21118.5,21167.25,48.75,0.999980119576184,UP,UP,Y
2025-01-10 18:45,19:00,21167.25,21073.0,-94.25,6.169856338346599e-10,DOWN,DOWN,Y
2025-01-10 19:00,19:15,21073.0,21095.75,22.75,0.9933188911873191,UP,UP,Y
2025-01-10 19:15,19:30,21095.75,21069.5,-26.25,0.002537061660437006,DOWN,DOWN,Y
2025-01-10 19:30,19:45,21069.5,21086.5,17.0,0.9761950897534256,UP,UP,Y
2025-01-10 19:45,20:00,21086.5,21034.75,-51.75,8.409029992828713e-06,DOWN,DOWN,Y
2025-01-10 20:00,20:15,21034.75,21011.0,-23.75,0.0042106901837095125,DOWN,DOWN,Y
2025-01-10 20:15,20:30,21011.0,21014.0,3.0,0.6285678760810204,UP,UP,Y
2025-01-10 20:30,20:45,21014.0,21015.5,1.5,0.547377093899975,UP,UP,Y
2025-01-10 20:45,21:00,21015.5,21018.75,3.25,0.6415453582525656,UP,UP,Y
2025-01-10 21:00,21:15,21018.75,21008.25,-10.5,0.07600443611618045,DOWN,DOWN,Y
2025-01-10 21:15,21:30,21008.25,20994.25,-14.0,0.03619688879999874,DOWN,DOWN,Y
