threshold,n,accuracy,lift,pct_data
1,12808,0.6051686445971268,0.07647099841111482,86.38295002360559
2,12625,0.6059405940594059,0.07724294787339392,85.148715181763
3,8879,0.6309269061831287,0.10222925999711674,59.883995413772176
4,8734,0.6317838332951683,0.10308618710915629,58.90604977406083
5,5207,0.6573842903783369,0.1286866441923249,35.11836514466851
6,5112,0.6592331768388107,0.13053553065279866,34.47764213934039
7,3123,0.6951649055395454,0.16646725935353335,21.062925743575907
8,3056,0.6950261780104712,0.16632853182445917,20.611047413502394
