**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

tf,vwap_n,vwap_pct,vwap_acc,vwap_lift,mean_n,mean_pct,mean_acc,mean_lift
1D,14821,99.95953328387401,0.5422711018149923,0.013573455628980269,14822,99.96627773656168,0.543111590878424,0.014413944692411973
4h,14820,99.95278883118634,0.5519568151147098,0.023259168928697838,14823,99.97302218924933,0.5441543547190177,0.015456708533005736
1h,14811,99.89208875699737,0.6157585578286409,0.08706091164262886,14809,99.87859985162204,0.5984198798028226,0.06972223361681062
15m,14802,99.83138868280838,0.6172814484529118,0.08858380226689977,14793,99.77068860861941,0.6145474210775367,0.08584977489152468
5m,14755,99.51439940648817,0.590443917316164,0.061746271130151964,14754,99.5076549538005,0.5924495052189237,0.0637518590329117
1m,14719,99.27159910973225,0.5580542156396494,0.029356569453637404,14706,99.1839212247926,0.5633074935400517,0.03460984735403971
15s,14701,99.15019896135429,0.5369702741310115,0.0082726279449995,14675,98.97484319147502,0.5382623509369676,0.00956470475095561
5s,14674,98.96809873878735,0.5351642360637863,0.006466589877774265,14700,99.14345450866662,0.5363945578231293,0.007696911637117276
