idx,price
0,21340.0
1,21324.25
2,21233.75
3,21325.5
4,21291.0
5,21216.75
6,21254.75
7,21302.0
8,21285.5
9,21289.5
10,21124.75
11,20938.5
12,21121.25
13,21005.25
