idx,action,side,price,pnl
0,exit,long,21040.0,-87.0
0,peak_entry,long,21018.5,0
0,entry,long,21018.5,0
0,exit,long,21008.25,-20.5
0,peak_skip,,21005.25,0
1,skip,,25518.25,0
1,peak_entry,long,25444.0,0
1,entry,long,25444.0,0
6,peak_skip,,25887.0,0
6,peak_entry,long,25920.75,0
6,entry,long,25920.75,0
10,exit,long,25821.25,-199.0
10,peak_entry,long,25821.25,0
10,entry,long,25821.25,0
11,exit,long,25268.0,-1106.5
12,peak_skip,,25430.75,0
12,peak_entry,long,25430.25,0
12,entry,long,25430.25,0
16,exit,long,25272.0,-316.5
16,peak_skip,,25272.0,0
16,peak_entry,long,25261.25,0
16,entry,long,25261.25,0
16,exit,long,24857.5,-807.5
17,peak_skip,,25050.5,0
18,peak_entry,long,25167.25,0
18,entry,long,25167.25,0
18,exit,long,25119.25,-96.0
18,peak_entry,long,25013.0,0
18,entry,long,25013.0,0
23,peak_skip,,24333.0,0
23,peak_entry,long,24297.75,0
23,entry,long,24297.75,0
28,peak_skip,,25209.5,0
28,peak_entry,long,25245.25,0
28,entry,long,25245.25,0
33,peak_skip,,25107.5,0
33,entry,short,25180.25,0
33,exit,short,25185.0,-9.5
33,peak_entry,long,25226.75,0
33,entry,long,25226.75,0
38,peak_skip,,25388.5,0
39,peak_entry,long,25377.25,0
39,entry,long,25377.25,0
43,peak_skip,,25311.25,0
44,peak_entry,long,25255.25,0
44,entry,long,25255.25,0
49,peak_skip,,25193.0,0
49,peak_entry,short,25183.5,0
49,entry,short,25183.5,0
54,peak_skip,,24735.75,0
54,peak_entry,short,24730.75,0
54,entry,short,24730.75,0
59,peak_skip,,24775.75,0
59,peak_entry,long,24733.75,0
59,entry,long,24733.75,0
63,exit,long,24524.5,-418.5
63,peak_skip,,24524.5,0
63,peak_entry,long,24581.25,0
63,entry,long,24581.25,0
63,peak_entry,long,24528.25,0
63,entry,long,24528.25,0
69,peak_skip,,24946.0,0
69,peak_entry,long,25035.0,0
69,entry,long,25035.0,0
74,peak_entry,short,24868.5,0
74,entry,short,24868.5,0
79,peak_skip,,24959.5,0
79,peak_entry,short,24955.25,0
79,entry,short,24955.25,0
84,peak_skip,,24920.75,0
84,peak_entry,long,24919.75,0
84,entry,long,24919.75,0
88,skip,,24850.25,0
88,entry,short,24832.0,0
88,exit,short,24865.0,-66.0
88,peak_entry,short,24864.25,0
88,entry,short,24864.25,0
93,peak_skip,,25353.25,0
93,peak_entry,long,25334.75,0
93,entry,long,25334.75,0
98,peak_skip,,25195.75,0
98,peak_entry,long,24922.75,0
98,entry,long,24922.75,0
104,peak_skip,,24893.25,0
104,peak_entry,long,24975.5,0
104,entry,long,24975.5,0
106,peak_skip,,24707.75,0
106,entry,short,24785.5,0
106,exit,short,24776.25,18.5
106,entry,short,24758.75,0
106,exit,short,24758.5,0.5
106,entry,short,24742.0,0
106,exit,short,24741.5,1.0
106,entry,short,24871.75,0
106,exit,short,24869.75,4.0
106,entry,short,24859.75,0
106,exit,short,24858.0,3.5
107,skip,,24836.5,0
107,entry,short,24828.0,0
107,exit,short,24814.5,27.0
108,peak_skip,,24720.75,0
108,entry,short,24610.25,0
108,exit,short,24597.0875,26.32499999999709
108,entry,short,24554.5,0
108,exit,short,24542.0,25.0
108,peak_entry,long,24569.0,0
108,entry,long,24569.0,0
108,exit,long,24567.25,-3.5
108,peak_entry,long,24572.0,0
108,entry,long,24572.0,0
108,exit,long,24557.5,-29.0
108,entry,short,24625.5,0
108,exit,short,24621.5,8.0
109,peak_skip,,24645.0,0
109,entry,short,24662.5,0
109,exit,short,24657.75,9.5
110,skip,,24821.5,0
111,peak_skip,,25044.75,0
111,entry,long,25093.25,0
111,exit,long,25080.5,-25.5
111,entry,short,25073.25,0
111,exit,short,25069.0,8.5
111,entry,short,25067.5,0
111,exit,short,25045.75,43.5
111,entry,short,25045.75,0
111,exit,short,25042.0,7.5
111,entry,short,24992.25,0
111,exit,short,24980.5,23.5
111,entry,short,24986.5,0
111,exit,short,24995.75,-18.5
112,peak_skip,,24969.5,0
112,entry,short,24961.25,0
112,exit,short,24963.75,-5.0
112,entry,short,24850.75,0
112,exit,short,24844.75,12.0
113,entry,long,24834.5,0
113,exit,long,24830.0,-9.0
113,peak_entry,short,24820.0,0
113,entry,short,24820.0,0
113,exit,short,24823.25,-6.5
113,peak_skip,,24826.5,0
113,entry,short,24807.75,0
113,exit,short,24800.75,14.0
113,entry,short,24790.75,0
113,exit,short,24778.0,25.5
114,entry,long,24768.5,0
114,exit,long,24768.75,0.5
114,entry,short,24785.0,0
114,exit,short,24784.25,1.5
114,peak_skip,,24763.25,0
