idx,action,side,price,pnl
114,entry,long,24735.5,0
114,exit,long,24733.75,-3.5
114,peak_entry,long,24733.75,0
114,entry,long,24733.75,0
114,exit,long,24732.5,-2.5
114,entry,long,24686.25,0
114,exit,long,24680.75,-11.0
114,entry,short,24664.0,0
114,exit,short,24636.25,55.5
114,peak_entry,short,24538.5,0
114,entry,short,24538.5,0
114,exit,short,24541.25,-5.5
115,peak_entry,long,24460.5,0
115,entry,long,24460.5,0
115,exit,long,24460.75,0.5
115,peak_entry,long,24474.5,0
115,entry,long,24474.5,0
115,exit,long,24463.0,-23.0
115,skip,,24451.25,0
115,peak_entry,long,24462.25,0
115,entry,long,24462.25,0
115,exit,long,24469.725,14.94999999999709
115,peak_entry,long,24484.0,0
115,entry,long,24484.0,0
115,exit,long,24492.6,17.19999999999709
115,peak_entry,long,24480.5,0
115,entry,long,24480.5,0
115,exit,long,24492.0,23.0
115,peak_entry,long,24567.5,0
115,entry,long,24567.5,0
115,exit,long,24567.0,-1.0
115,entry,long,24559.25,0
115,exit,long,24570.0,21.5
115,entry,short,24555.75,0
115,exit,short,24563.75,-16.0
116,entry,short,24492.0,0
116,exit,short,24486.25,11.5
116,entry,short,24488.75,0
116,exit,short,24503.5,-29.5
116,skip,,24523.5,0
116,entry,long,24669.0,0
116,exit,long,24679.5,21.0
117,entry,short,24654.0,0
117,exit,short,24635.0,38.0
117,skip,,24789.75,0
117,peak_entry,long,24737.75,0
117,entry,long,24737.75,0
117,exit,long,24734.0,-7.5
118,entry,short,24737.25,0
118,exit,short,24736.0,2.5
118,peak_skip,,24733.25,0
118,entry,short,24676.5,0
118,exit,short,24667.0,19.0
119,entry,short,24646.25,0
119,exit,short,24629.25,34.0
119,entry,long,24624.5,0
119,exit,long,24627.75,6.5
119,entry,short,24628.25,0
119,exit,short,24598.0,60.5
119,entry,short,24601.25,0
119,exit,short,24606.75,-11.0
119,peak_skip,,24592.75,0
119,entry,short,24560.5,0
119,exit,short,24562.75,-4.5
119,entry,short,24565.25,0
120,exit,short,24575.75,-21.0
120,entry,short,24522.25,0
120,exit,short,24513.25,18.0
120,peak_skip,,24554.25,0
120,peak_entry,long,24571.0,0
120,entry,long,24571.0,0
120,exit,long,24605.6,69.19999999999709
120,peak_entry,long,24648.75,0
120,entry,long,24648.75,0
120,exit,long,24647.75,-2.0
120,peak_entry,long,24647.5,0
120,entry,long,24647.5,0
120,exit,long,24641.0,-13.0
121,peak_entry,long,24648.5,0
121,entry,long,24648.5,0
121,exit,long,24643.75,-9.5
121,peak_entry,long,24695.25,0
121,entry,long,24695.25,0
121,exit,long,24705.8125,21.125
121,peak_entry,long,24705.5,0
121,entry,long,24705.5,0
121,exit,long,24703.75,-3.5
121,peak_entry,long,24699.75,0
121,entry,long,24699.75,0
121,exit,long,24698.0,-3.5
121,peak_entry,long,24725.0,0
121,entry,long,24725.0,0
121,exit,long,24727.25,4.5
121,peak_entry,long,24753.0,0
121,entry,long,24753.0,0
121,exit,long,24748.75,-8.5
121,peak_entry,long,24750.0,0
121,entry,long,24750.0,0
121,exit,long,24749.25,-1.5
121,skip,,24827.25,0
121,peak_entry,long,24850.25,0
121,entry,long,24850.25,0
121,exit,long,24817.25,-66.0
121,peak_entry,long,24800.25,0
121,entry,long,24800.25,0
121,exit,long,24809.8375,19.17500000000291
121,peak_entry,long,24827.0,0
121,entry,long,24827.0,0
121,exit,long,24842.8,31.599999999998545
121,entry,short,24841.5,0
121,exit,short,24831.0,21.0
121,entry,short,24806.5,0
121,exit,short,24814.25,-15.5
122,entry,short,24812.5,0
122,exit,short,24782.5,60.0
122,peak_entry,long,24755.5,0
122,entry,long,24755.5,0
122,exit,long,24760.5,10.0
122,peak_entry,long,24772.75,0
122,entry,long,24772.75,0
122,exit,long,24774.25,3.0
122,skip,,24920.25,0
123,entry,long,25152.5,0
123,exit,long,25159.0,13.0
123,skip,,25199.25,0
123,entry,long,25196.0,0
123,exit,long,25192.75,-6.5
123,entry,short,25186.25,0
124,exit,short,25185.75,1.0
124,entry,short,25185.5,0
124,exit,short,25168.5,34.0
124,entry,long,25160.5,0
124,exit,long,25132.25,-56.5
124,peak_skip,,25148.0,0
125,entry,short,25178.75,0
125,exit,short,25170.5,16.5
125,entry,short,25151.0,0
125,exit,short,25153.25,-4.5
125,entry,short,25160.25,0
125,exit,short,25086.5,147.5
125,peak_entry,long,25087.25,0
125,entry,long,25087.25,0
125,exit,long,25095.0,15.5
125,skip,,25083.75,0
125,entry,short,25091.25,0
125,exit,short,25086.75,9.0
126,entry,short,25091.5,0
126,exit,short,25088.75,5.5
126,peak_entry,short,25073.0,0
126,entry,short,25073.0,0
126,exit,short,25071.5,3.0
126,entry,long,25073.75,0
126,exit,long,25073.5,-0.5
126,entry,short,25047.75,0
126,exit,short,25044.5,6.5
126,peak_skip,,24991.75,0
126,peak_entry,long,24993.0,0
126,entry,long,24993.0,0
126,exit,long,24996.75,7.5
126,peak_entry,long,25006.75,0
126,entry,long,25006.75,0
126,exit,long,25054.75,96.0
126,entry,short,25077.0,0
126,exit,short,25076.25,1.5
127,peak_entry,long,25081.75,0
127,entry,long,25081.75,0
127,exit,long,25085.25,7.0
127,entry,short,25075.75,0
127,exit,short,25062.5,26.5
127,entry,short,25064.25,0
127,exit,short,25061.0,6.5
127,entry,short,24997.5,0
127,exit,short,25020.25,-45.5
127,peak_entry,long,25141.0,0
127,entry,long,25141.0,0
127,exit,long,25134.75,-12.5
127,peak_skip,,25125.75,0
127,peak_entry,long,25100.0,0
127,entry,long,25100.0,0
127,exit,long,25099.75,-0.5
127,peak_entry,long,25095.5,0
127,entry,long,25095.5,0
127,exit,long,25117.7,44.400000000001455
128,entry,short,25109.5,0
128,exit,short,25109.25,0.5
128,peak_entry,long,25108.75,0
128,entry,long,25108.75,0
128,exit,long,25101.0,-15.5
128,peak_entry,long,25085.0,0
128,entry,long,25085.0,0
128,exit,long,25081.75,-6.5
128,peak_entry,long,25125.25,0
128,entry,long,25125.25,0
128,exit,long,25124.0,-2.5
128,entry,short,25098.0,0
128,exit,short,25094.25,7.5
128,entry,short,25077.75,0
128,exit,short,25076.5,2.5
128,skip,,25185.5,0
129,peak_skip,,24856.5,0
130,peak_entry,long,25032.25,0
130,entry,long,25032.25,0
130,exit,long,25032.0,-0.5
130,entry,long,25032.25,0
130,exit,long,25041.75,19.0
130,peak_skip,,25088.75,0
131,entry,short,25064.0,0
131,exit,short,25065.0,-2.0
131,peak_skip,,25109.25,0
132,peak_entry,long,25116.5,0
132,entry,long,25116.5,0
132,exit,long,25114.0,-5.0
132,peak_entry,long,25123.25,0
132,entry,long,25123.25,0
132,exit,long,25130.5,14.5
132,peak_entry,long,25105.75,0
132,entry,long,25105.75,0
132,exit,long,25110.0,8.5
132,entry,long,25106.75,0
132,exit,long,25112.5,11.5
132,peak_entry,long,25111.5,0
132,entry,long,25111.5,0
132,exit,long,25108.75,-5.5
132,peak_entry,long,25105.25,0
132,entry,long,25105.25,0
132,exit,long,25106.0,1.5
132,entry,long,25099.0,0
132,exit,long,25097.75,-2.5
132,peak_entry,long,25129.25,0
132,entry,long,25129.25,0
132,exit,long,25130.25,2.0
132,peak_entry,long,25133.0,0
132,entry,long,25133.0,0
132,exit,long,25132.0,-2.0
132,skip,,25098.25,0
133,peak_entry,long,24937.25,0
133,entry,long,24937.25,0
133,exit,long,24936.75,-1.0
133,peak_entry,long,24919.0,0
133,entry,long,24919.0,0
133,exit,long,24917.75,-2.5
134,peak_skip,,24888.75,0
135,skip,,24873.0,0
135,peak_entry,long,24835.5,0
135,entry,long,24835.5,0
135,exit,long,24835.0,-1.0
135,peak_entry,long,24646.75,0
135,entry,long,24646.75,0
135,exit,long,24635.75,-22.0
136,peak_skip,,24632.5,0
137,skip,,24766.0,0
138,peak_skip,,24646.25,0
139,peak_skip,,24900.75,0
139,peak_entry,long,24830.0,0
139,entry,long,24830.0,0
139,exit,long,24861.75,63.5
139,peak_entry,long,24983.25,0
139,entry,long,24983.25,0
139,exit,long,25010.85,55.19999999999709
139,peak_entry,long,24989.0,0
139,entry,long,24989.0,0
139,exit,long,24999.4,20.80000000000291
139,peak_entry,long,24977.0,0
139,entry,long,24977.0,0
139,exit,long,24993.5,33.0
139,peak_entry,long,24949.5,0
139,entry,long,24949.5,0
139,exit,long,24950.0,1.0
139,peak_entry,long,24922.0,0
139,entry,long,24922.0,0
139,exit,long,24887.5,-69.0
139,peak_entry,long,24705.25,0
139,entry,long,24705.25,0
139,exit,long,24719.65,28.80000000000291
139,peak_entry,long,24727.5,0
139,entry,long,24727.5,0
139,exit,long,24734.325,13.650000000001455
139,peak_entry,long,24744.0,0
139,entry,long,24744.0,0
139,exit,long,24684.0,-120.0
139,peak_entry,long,24686.25,0
139,entry,long,24686.25,0
139,exit,long,24681.0,-10.5
139,peak_entry,short,24617.5,0
139,entry,short,24617.5,0
139,exit,short,24625.25,-15.5
139,peak_entry,long,24636.75,0
139,entry,long,24636.75,0
139,exit,long,24632.25,-9.0
139,peak_entry,long,24664.0,0
139,entry,long,24664.0,0
139,exit,long,24655.0,-18.0
139,peak_entry,long,24660.5,0
139,entry,long,24660.5,0
139,exit,long,24665.5,10.0
139,peak_entry,long,24657.5,0
139,entry,long,24657.5,0
139,exit,long,24668.3,21.599999999998545
139,peak_entry,long,24666.5,0
139,entry,long,24666.5,0
139,exit,long,24685.0,37.0
140,peak_skip,,24644.25,0
140,peak_entry,long,24598.25,0
140,entry,long,24598.25,0
140,exit,long,24582.0,-32.5
140,peak_entry,long,24600.75,0
140,entry,long,24600.75,0
140,exit,long,24616.0,30.5
140,peak_entry,long,24667.0,0
140,entry,long,24667.0,0
140,exit,long,24660.0,-14.0
140,peak_entry,long,24637.0,0
140,entry,long,24637.0,0
140,exit,long,24637.75,1.5
140,peak_entry,long,24631.0,0
140,entry,long,24631.0,0
140,exit,long,24634.0,6.0
140,peak_entry,long,24571.75,0
140,entry,long,24571.75,0
140,exit,long,24580.25,17.0
140,peak_entry,long,24591.25,0
140,entry,long,24591.25,0
140,exit,long,24597.5,12.5
140,peak_entry,long,24597.5,0
140,entry,long,24597.5,0
140,exit,long,24608.0,21.0
140,peak_entry,long,24586.25,0
140,entry,long,24586.25,0
140,exit,long,24590.0,7.5
140,peak_entry,long,24720.0,0
140,entry,long,24720.0,0
140,exit,long,24719.5,-1.0
140,entry,long,24709.5,0
140,exit,long,24709.5,0.0
140,peak_entry,long,24708.5,0
140,entry,long,24708.5,0
140,exit,long,24724.25,31.5
141,peak_skip,,24720.75,0
141,entry,long,24697.25,0
141,exit,long,24703.25,12.0
141,peak_entry,long,24728.75,0
141,entry,long,24728.75,0
141,exit,long,24728.5,-0.5
141,peak_entry,long,24744.75,0
141,entry,long,24744.75,0
141,exit,long,24747.75,6.0
141,peak_entry,long,24749.0,0
141,entry,long,24749.0,0
141,exit,long,24747.5,-3.0
141,peak_entry,long,24748.75,0
141,entry,long,24748.75,0
141,exit,long,24749.5,1.5
141,peak_entry,long,24765.75,0
141,entry,long,24765.75,0
141,exit,long,24771.0,10.5
141,peak_entry,long,24758.5,0
141,entry,long,24758.5,0
141,exit,long,24759.0,1.0
142,peak_skip,,24754.75,0
142,peak_entry,long,24734.5,0
142,entry,long,24734.5,0
142,exit,long,24732.0,-5.0
142,peak_entry,long,24714.25,0
142,entry,long,24714.25,0
142,exit,long,24728.7125,28.92500000000291
143,skip,,24885.25,0
143,peak_entry,long,24914.25,0
143,entry,long,24914.25,0
143,exit,long,24910.75,-7.0
143,peak_entry,long,24898.0,0
143,entry,long,24898.0,0
143,exit,long,24862.5,-71.0
143,peak_entry,long,24943.75,0
143,entry,long,24943.75,0
143,exit,long,24934.0,-19.5
143,peak_entry,long,24900.75,0
143,entry,long,24900.75,0
143,exit,long,24910.35,19.19999999999709
143,peak_entry,long,24891.0,0
143,entry,long,24891.0,0
143,exit,long,24900.0,18.0
143,entry,long,24918.5,0
143,exit,long,24923.5,10.0
143,peak_entry,long,24918.75,0
143,entry,long,24918.75,0
143,exit,long,24921.5,5.5
143,peak_entry,long,24940.25,0
143,entry,long,24940.25,0
143,exit,long,24934.75,-11.0
143,peak_entry,long,24934.0,0
143,entry,long,24934.0,0
143,exit,long,24934.25,0.5
143,peak_entry,long,24934.25,0
143,entry,long,24934.25,0
143,exit,long,24926.0,-16.5
143,peak_entry,long,24927.25,0
143,entry,long,24927.25,0
143,exit,long,24927.5,0.5
144,peak_skip,,24939.5,0
144,peak_entry,long,24882.0,0
144,entry,long,24882.0,0
144,exit,long,24881.75,-0.5
144,peak_entry,long,24871.5,0
144,entry,long,24871.5,0
144,exit,long,24870.5,-2.0
144,peak_entry,long,24844.0,0
144,entry,long,24844.0,0
144,exit,long,24842.5,-3.0
145,peak_skip,,24802.25,0
145,entry,short,24795.0,0
145,exit,short,24788.5,13.0
145,peak_entry,long,24804.75,0
145,entry,long,24804.75,0
145,exit,long,24805.25,1.0
145,peak_entry,long,24831.0,0
145,entry,long,24831.0,0
145,exit,long,24831.25,0.5
145,peak_entry,long,24828.25,0
145,entry,long,24828.25,0
145,exit,long,24822.0,-12.5
145,peak_entry,long,24820.75,0
145,entry,long,24820.75,0
145,exit,long,24809.25,-23.0
145,entry,long,24809.25,0
145,exit,long,24814.25,10.0
145,peak_entry,long,24799.5,0
145,entry,long,24799.5,0
145,exit,long,24797.25,-4.5
