idx,price
0,21061.75
1,25518.25
2,25367.0
3,25296.5
4,25461.25
5,25847.25
6,25929.0
7,25940.75
8,25960.5
9,26000.25
10,25987.5
11,25577.5
12,25417.75
13,25437.75
14,25474.25
15,25428.25
16,25348.25
17,24863.75
18,25083.0
19,24944.5
20,25076.25
21,24830.0
22,24806.0
23,24334.0
24,24510.75
25,24560.5
26,24779.75
27,24987.75
28,25128.0
29,25248.5
30,25166.5
31,25020.25
32,25356.0
33,25374.75
34,25362.25
35,25377.75
36,25324.5
37,25318.0
38,25358.0
39,25435.25
40,25291.75
41,25311.5
42,25286.75
43,25183.25
44,25071.0
45,25320.0
46,25267.5
47,25334.5
48,25355.25
49,25369.75
50,24869.5
51,24828.0
52,24785.25
53,24727.0
54,24718.25
55,24884.0
56,24787.0
57,24830.0
58,24914.5
59,24867.5
60,24755.0
61,24674.5
62,24634.5
63,24614.0
64,24753.5
65,24767.75
66,24722.5
67,24823.25
68,24936.0
69,24830.25
70,25077.25
71,24963.0
72,24979.0
73,25020.5
74,24873.25
75,24823.75
76,24851.75
77,24906.0
78,24915.25
79,24829.25
80,25007.75
81,24942.25
82,24841.5
83,24879.5
84,24928.25
85,24805.75
86,24784.0
87,24885.0
88,24846.5
89,24921.0
90,25011.5
91,25094.5
92,25044.5
93,25096.25
94,25329.75
95,25393.0
96,25300.75
97,25339.5
98,25349.75
99,24912.25
100,25066.0
101,24999.0
102,25027.5
103,25061.0
104,24824.25
105,24917.25
106,24707.75
107,24830.0
108,24735.75
109,24679.0
110,24629.5
111,25046.25
112,24982.5
113,24842.75
114,24778.0
115,24507.0
116,24554.0
117,24653.25
118,24738.0
119,24652.5
120,24570.25
121,24663.25
122,24813.25
123,25128.25
124,25188.5
125,25206.25
126,25036.75
127,25089.5
128,25140.25
129,25108.75
130,24855.75
131,25089.75
132,25109.5
133,25099.75
134,24884.25
135,24855.25
136,24674.0
137,24307.75
138,24636.75
139,24850.0
140,24614.0
141,24719.75
142,24778.75
143,24873.75
144,24947.0
145,24821.0
