idx,action,side,price,pnl
80,entry,short,24785.5,0
80,exit,short,24776.25,18.5
80,entry,short,24758.75,0
80,exit,short,24758.5,0.5
80,entry,short,24742.0,0
80,exit,short,24741.5,1.0
80,entry,short,24871.75,0
80,exit,short,24869.75,4.0
80,entry,short,24859.75,0
80,exit,short,24858.0,3.5
80,entry,short,24828.0,0
80,exit,short,24814.5,27.0
81,peak_skip,,24799.5,0
81,entry,short,24610.25,0
81,exit,short,24597.0875,26.32499999999709
81,entry,short,24554.5,0
81,exit,short,24542.0,25.0
82,peak_skip,,24577.5,0
82,peak_entry,long,24569.0,0
82,entry,long,24569.0,0
82,exit,long,24567.25,-3.5
82,peak_entry,long,24572.0,0
82,entry,long,24572.0,0
82,exit,long,24557.5,-29.0
82,entry,short,24625.5,0
82,exit,short,24621.5,8.0
82,entry,short,24662.5,0
82,exit,short,24657.75,9.5
83,peak_skip,,24636.5,0
84,skip,,25024.5,0
84,entry,long,25093.25,0
84,exit,long,25080.5,-25.5
84,entry,short,25073.25,0
84,exit,short,25069.0,8.5
84,entry,short,25067.5,0
84,exit,short,25045.75,43.5
84,entry,short,25045.75,0
84,exit,short,25042.0,7.5
84,entry,short,24992.25,0
84,exit,short,24980.5,23.5
84,entry,short,24986.5,0
84,exit,short,24995.75,-18.5
85,peak_skip,,24976.75,0
85,entry,short,24961.25,0
85,exit,short,24963.75,-5.0
85,entry,short,24850.75,0
85,exit,short,24844.75,12.0
85,entry,long,24834.5,0
85,exit,long,24830.0,-9.0
85,peak_entry,short,24820.0,0
85,entry,short,24820.0,0
85,exit,short,24823.25,-6.5
86,peak_skip,,24822.0,0
86,entry,short,24807.75,0
86,exit,short,24800.75,14.0
86,entry,short,24790.75,0
86,exit,short,24778.0,25.5
86,entry,long,24768.5,0
86,exit,long,24768.75,0.5
86,entry,short,24785.0,0
86,exit,short,24784.25,1.5
86,entry,long,24735.5,0
86,exit,long,24733.75,-3.5
86,peak_entry,long,24733.75,0
86,entry,long,24733.75,0
86,exit,long,24732.5,-2.5
86,entry,long,24686.25,0
86,exit,long,24680.75,-11.0
86,entry,short,24664.0,0
86,exit,short,24636.25,55.5
86,peak_entry,short,24538.5,0
86,entry,short,24538.5,0
86,exit,short,24541.25,-5.5
87,skip,,24412.5,0
87,peak_entry,long,24460.5,0
87,entry,long,24460.5,0
87,exit,long,24460.75,0.5
87,peak_entry,long,24474.5,0
87,entry,long,24474.5,0
87,exit,long,24463.0,-23.0
87,peak_entry,long,24462.25,0
87,entry,long,24462.25,0
87,exit,long,24469.725,14.94999999999709
87,peak_entry,long,24484.0,0
87,entry,long,24484.0,0
87,exit,long,24492.6,17.19999999999709
87,peak_entry,long,24480.5,0
87,entry,long,24480.5,0
87,exit,long,24492.0,23.0
87,peak_entry,long,24567.5,0
87,entry,long,24567.5,0
87,exit,long,24567.0,-1.0
87,entry,long,24559.25,0
87,exit,long,24570.0,21.5
87,entry,short,24555.75,0
87,exit,short,24563.75,-16.0
87,entry,short,24492.0,0
87,exit,short,24486.25,11.5
87,entry,short,24488.75,0
87,exit,short,24503.5,-29.5
88,peak_skip,,24430.0,0
88,entry,long,24669.0,0
88,exit,long,24679.5,21.0
88,entry,short,24654.0,0
88,exit,short,24635.0,38.0
89,peak_skip,,24767.75,0
89,peak_entry,long,24737.75,0
89,entry,long,24737.75,0
89,exit,long,24734.0,-7.5
89,entry,short,24737.25,0
89,exit,short,24736.0,2.5
89,entry,short,24676.5,0
89,exit,short,24667.0,19.0
90,peak_skip,,24646.0,0
90,entry,short,24646.25,0
90,exit,short,24629.25,34.0
90,entry,long,24624.5,0
90,exit,long,24627.75,6.5
90,entry,short,24628.25,0
90,exit,short,24598.0,60.5
90,entry,short,24601.25,0
90,exit,short,24606.75,-11.0
90,entry,short,24560.5,0
90,exit,short,24562.75,-4.5
90,entry,short,24565.25,0
90,exit,short,24575.75,-21.0
91,entry,short,24522.25,0
91,exit,short,24513.25,18.0
91,peak_skip,,24572.0,0
91,peak_entry,long,24571.0,0
91,entry,long,24571.0,0
91,exit,long,24605.6,69.19999999999709
91,peak_entry,long,24648.75,0
91,entry,long,24648.75,0
91,exit,long,24647.75,-2.0
91,peak_entry,long,24647.5,0
91,entry,long,24647.5,0
91,exit,long,24641.0,-13.0
91,peak_entry,long,24648.5,0
91,entry,long,24648.5,0
91,exit,long,24643.75,-9.5
91,peak_entry,long,24695.25,0
91,entry,long,24695.25,0
91,exit,long,24705.8125,21.125
91,peak_entry,long,24705.5,0
91,entry,long,24705.5,0
91,exit,long,24703.75,-3.5
91,peak_entry,long,24699.75,0
91,entry,long,24699.75,0
91,exit,long,24698.0,-3.5
91,peak_entry,long,24725.0,0
91,entry,long,24725.0,0
91,exit,long,24727.25,4.5
91,peak_entry,long,24753.0,0
91,entry,long,24753.0,0
91,exit,long,24748.75,-8.5
91,peak_entry,long,24750.0,0
91,entry,long,24750.0,0
91,exit,long,24749.25,-1.5
91,peak_entry,long,24850.25,0
91,entry,long,24850.25,0
91,exit,long,24817.25,-66.0
91,peak_entry,long,24800.25,0
91,entry,long,24800.25,0
91,exit,long,24809.8375,19.17500000000291
92,peak_entry,long,24827.0,0
92,entry,long,24827.0,0
92,exit,long,24842.8,31.599999999998545
92,entry,short,24841.5,0
92,exit,short,24831.0,21.0
92,peak_skip,,24836.0,0
92,entry,short,24806.5,0
92,exit,short,24814.25,-15.5
92,entry,short,24812.5,0
92,exit,short,24782.5,60.0
92,peak_entry,long,24755.5,0
92,entry,long,24755.5,0
92,exit,long,24760.5,10.0
92,peak_entry,long,24772.75,0
92,entry,long,24772.75,0
92,exit,long,24774.25,3.0
93,entry,long,25152.5,0
93,exit,long,25159.0,13.0
93,peak_skip,,25146.0,0
93,entry,long,25196.0,0
93,exit,long,25192.75,-6.5
93,entry,short,25186.25,0
93,exit,short,25185.75,1.0
93,entry,short,25185.5,0
93,exit,short,25168.5,34.0
93,entry,long,25160.5,0
94,exit,long,25132.25,-56.5
94,peak_skip,,25156.25,0
94,entry,short,25178.75,0
94,exit,short,25170.5,16.5
94,entry,short,25151.0,0
94,exit,short,25153.25,-4.5
94,entry,short,25160.25,0
94,exit,short,25086.5,147.5
95,peak_entry,long,25087.25,0
95,entry,long,25087.25,0
95,exit,long,25095.0,15.5
95,entry,short,25091.25,0
95,exit,short,25086.75,9.0
95,peak_skip,,25050.25,0
95,entry,short,25091.5,0
95,exit,short,25088.75,5.5
95,peak_entry,short,25073.0,0
95,entry,short,25073.0,0
95,exit,short,25071.5,3.0
95,entry,long,25073.75,0
95,exit,long,25073.5,-0.5
95,entry,short,25047.75,0
95,exit,short,25044.5,6.5
95,peak_entry,long,24993.0,0
95,entry,long,24993.0,0
95,exit,long,24996.75,7.5
95,peak_entry,long,25006.75,0
95,entry,long,25006.75,0
95,exit,long,25054.75,96.0
95,entry,short,25077.0,0
95,exit,short,25076.25,1.5
96,peak_entry,long,25081.75,0
96,entry,long,25081.75,0
96,exit,long,25085.25,7.0
96,entry,short,25075.75,0
96,exit,short,25062.5,26.5
96,entry,short,25064.25,0
96,exit,short,25061.0,6.5
96,peak_skip,,25000.25,0
96,entry,short,24997.5,0
96,exit,short,25020.25,-45.5
96,peak_entry,long,25141.0,0
96,entry,long,25141.0,0
96,exit,long,25134.75,-12.5
96,peak_entry,long,25100.0,0
96,entry,long,25100.0,0
96,exit,long,25099.75,-0.5
96,peak_entry,long,25095.5,0
96,entry,long,25095.5,0
96,exit,long,25117.7,44.400000000001455
96,entry,short,25109.5,0
96,exit,short,25109.25,0.5
97,peak_entry,long,25108.75,0
97,entry,long,25108.75,0
97,exit,long,25101.0,-15.5
97,peak_entry,long,25085.0,0
97,entry,long,25085.0,0
97,exit,long,25081.75,-6.5
97,peak_entry,long,25125.25,0
97,entry,long,25125.25,0
97,exit,long,25124.0,-2.5
97,entry,short,25098.0,0
97,exit,short,25094.25,7.5
97,skip,,25094.25,0
97,entry,short,25077.75,0
97,exit,short,25076.5,2.5
98,peak_skip,,24875.75,0
98,peak_entry,long,25032.25,0
98,entry,long,25032.25,0
98,exit,long,25032.0,-0.5
99,entry,long,25032.25,0
99,exit,long,25041.75,19.0
99,peak_skip,,25083.75,0
99,entry,short,25064.0,0
99,exit,short,25065.0,-2.0
100,peak_skip,,25109.25,0
100,peak_entry,long,25116.5,0
100,entry,long,25116.5,0
100,exit,long,25114.0,-5.0
100,peak_entry,long,25123.25,0
100,entry,long,25123.25,0
100,exit,long,25130.5,14.5
100,peak_entry,long,25105.75,0
100,entry,long,25105.75,0
100,exit,long,25110.0,8.5
100,entry,long,25106.75,0
100,exit,long,25112.5,11.5
100,peak_entry,long,25111.5,0
100,entry,long,25111.5,0
100,exit,long,25108.75,-5.5
100,peak_entry,long,25105.25,0
100,entry,long,25105.25,0
100,exit,long,25106.0,1.5
100,entry,long,25099.0,0
100,exit,long,25097.75,-2.5
100,peak_entry,long,25129.25,0
100,entry,long,25129.25,0
100,exit,long,25130.25,2.0
100,peak_entry,long,25133.0,0
100,entry,long,25133.0,0
100,exit,long,25132.0,-2.0
101,peak_skip,,25050.75,0
101,peak_entry,long,24937.25,0
101,entry,long,24937.25,0
101,exit,long,24936.75,-1.0
101,peak_entry,long,24919.0,0
101,entry,long,24919.0,0
101,exit,long,24917.75,-2.5
102,skip,,24847.5,0
103,peak_entry,long,24835.5,0
103,entry,long,24835.5,0
103,exit,long,24835.0,-1.0
103,skip,,24787.5,0
103,peak_entry,long,24646.75,0
103,entry,long,24646.75,0
103,exit,long,24635.75,-22.0
104,peak_skip,,24275.0,0
105,peak_skip,,24700.0,0
106,peak_skip,,24864.5,0
106,peak_entry,long,24830.0,0
106,entry,long,24830.0,0
106,exit,long,24861.75,63.5
106,peak_entry,long,24983.25,0
106,entry,long,24983.25,0
106,exit,long,25010.85,55.19999999999709
106,peak_entry,long,24989.0,0
106,entry,long,24989.0,0
106,exit,long,24999.4,20.80000000000291
106,peak_entry,long,24977.0,0
106,entry,long,24977.0,0
106,exit,long,24993.5,33.0
106,peak_entry,long,24949.5,0
106,entry,long,24949.5,0
106,exit,long,24950.0,1.0
106,peak_entry,long,24922.0,0
106,entry,long,24922.0,0
106,exit,long,24887.5,-69.0
106,peak_entry,long,24705.25,0
106,entry,long,24705.25,0
106,exit,long,24719.65,28.80000000000291
106,peak_entry,long,24727.5,0
106,entry,long,24727.5,0
106,exit,long,24734.325,13.650000000001455
106,peak_entry,long,24744.0,0
106,entry,long,24744.0,0
106,exit,long,24684.0,-120.0
106,peak_entry,long,24686.25,0
106,entry,long,24686.25,0
106,exit,long,24681.0,-10.5
106,peak_entry,short,24617.5,0
106,entry,short,24617.5,0
106,exit,short,24625.25,-15.5
106,peak_entry,long,24636.75,0
106,entry,long,24636.75,0
106,exit,long,24632.25,-9.0
106,peak_entry,long,24664.0,0
106,entry,long,24664.0,0
106,exit,long,24655.0,-18.0
106,peak_entry,long,24660.5,0
106,entry,long,24660.5,0
106,exit,long,24665.5,10.0
106,peak_entry,long,24657.5,0
106,entry,long,24657.5,0
106,exit,long,24668.3,21.599999999998545
106,peak_entry,long,24666.5,0
106,entry,long,24666.5,0
106,exit,long,24685.0,37.0
107,peak_entry,long,24598.25,0
107,entry,long,24598.25,0
107,exit,long,24582.0,-32.5
107,peak_entry,long,24600.75,0
107,entry,long,24600.75,0
107,exit,long,24616.0,30.5
107,peak_skip,,24660.25,0
107,peak_entry,long,24667.0,0
107,entry,long,24667.0,0
107,exit,long,24660.0,-14.0
107,peak_entry,long,24637.0,0
107,entry,long,24637.0,0
107,exit,long,24637.75,1.5
107,peak_entry,long,24631.0,0
107,entry,long,24631.0,0
107,exit,long,24634.0,6.0
107,peak_entry,long,24571.75,0
107,entry,long,24571.75,0
107,exit,long,24580.25,17.0
107,peak_entry,long,24591.25,0
107,entry,long,24591.25,0
107,exit,long,24597.5,12.5
107,peak_entry,long,24597.5,0
107,entry,long,24597.5,0
107,exit,long,24608.0,21.0
107,peak_entry,long,24586.25,0
107,entry,long,24586.25,0
107,exit,long,24590.0,7.5
107,peak_entry,long,24720.0,0
107,entry,long,24720.0,0
107,exit,long,24719.5,-1.0
107,entry,long,24709.5,0
107,exit,long,24709.5,0.0
107,peak_entry,long,24708.5,0
107,entry,long,24708.5,0
107,exit,long,24724.25,31.5
108,entry,long,24697.25,0
108,exit,long,24703.25,12.0
108,peak_skip,,24706.5,0
108,peak_entry,long,24728.75,0
108,entry,long,24728.75,0
108,exit,long,24728.5,-0.5
108,peak_entry,long,24744.75,0
108,entry,long,24744.75,0
108,exit,long,24747.75,6.0
108,peak_entry,long,24749.0,0
108,entry,long,24749.0,0
108,exit,long,24747.5,-3.0
108,peak_entry,long,24748.75,0
108,entry,long,24748.75,0
108,exit,long,24749.5,1.5
108,peak_entry,long,24765.75,0
108,entry,long,24765.75,0
108,exit,long,24771.0,10.5
108,peak_entry,long,24758.5,0
108,entry,long,24758.5,0
108,exit,long,24759.0,1.0
109,peak_entry,long,24734.5,0
109,entry,long,24734.5,0
109,exit,long,24732.0,-5.0
109,skip,,24733.25,0
109,peak_entry,long,24714.25,0
109,entry,long,24714.25,0
109,exit,long,24728.7125,28.92500000000291
110,peak_entry,long,24914.25,0
110,entry,long,24914.25,0
110,exit,long,24910.75,-7.0
110,peak_entry,long,24898.0,0
110,entry,long,24898.0,0
110,exit,long,24862.5,-71.0
110,peak_skip,,24886.75,0
110,peak_entry,long,24943.75,0
110,entry,long,24943.75,0
110,exit,long,24934.0,-19.5
110,peak_entry,long,24900.75,0
110,entry,long,24900.75,0
110,exit,long,24910.35,19.19999999999709
110,peak_entry,long,24891.0,0
110,entry,long,24891.0,0
110,exit,long,24900.0,18.0
110,entry,long,24918.5,0
110,exit,long,24923.5,10.0
110,peak_entry,long,24918.75,0
110,entry,long,24918.75,0
110,exit,long,24921.5,5.5
110,peak_entry,long,24940.25,0
110,entry,long,24940.25,0
110,exit,long,24934.75,-11.0
110,peak_entry,long,24934.0,0
110,entry,long,24934.0,0
110,exit,long,24934.25,0.5
110,peak_entry,long,24934.25,0
110,entry,long,24934.25,0
110,exit,long,24926.0,-16.5
110,peak_entry,long,24927.25,0
110,entry,long,24927.25,0
110,exit,long,24927.5,0.5
110,peak_entry,long,24882.0,0
110,entry,long,24882.0,0
110,exit,long,24881.75,-0.5
110,peak_entry,long,24871.5,0
110,entry,long,24871.5,0
110,exit,long,24870.5,-2.0
110,peak_entry,long,24844.0,0
110,entry,long,24844.0,0
110,exit,long,24842.5,-3.0
111,skip,,24820.25,0
111,entry,short,24795.0,0
111,exit,short,24788.5,13.0
111,peak_entry,long,24804.75,0
111,entry,long,24804.75,0
111,exit,long,24805.25,1.0
112,peak_entry,long,24831.0,0
112,entry,long,24831.0,0
112,exit,long,24831.25,0.5
112,peak_entry,long,24828.25,0
112,entry,long,24828.25,0
112,exit,long,24822.0,-12.5
112,peak_entry,long,24820.75,0
112,entry,long,24820.75,0
112,exit,long,24809.25,-23.0
112,entry,long,24809.25,0
112,exit,long,24814.25,10.0
112,peak_entry,long,24799.5,0
112,entry,long,24799.5,0
112,exit,long,24797.25,-4.5
