idx,action,side,price,pnl
0,peak_entry,long,21272.25,0
0,entry,long,21272.25,0
0,exit,long,21278.25,12.0
0,peak_skip,,21292.0,0
0,peak_entry,long,21299.5,0
0,entry,long,21299.5,0
0,exit,long,21313.75,28.5
0,peak_entry,long,21304.0,0
0,entry,long,21304.0,0
0,exit,long,21303.5,-1.0
0,peak_entry,long,21290.0,0
0,entry,long,21290.0,0
0,exit,long,21293.75,7.5
0,peak_entry,long,21284.75,0
0,entry,long,21284.75,0
0,exit,long,21288.5,7.5
1,skip,,21264.75,0
1,entry,short,21279.5,0
1,exit,short,21276.0,7.0
1,entry,short,21271.0,0
1,exit,short,21272.75,-3.5
1,entry,short,21271.5,0
1,exit,short,21279.5,-16.0
1,peak_entry,long,21286.5,0
1,entry,long,21286.5,0
1,exit,long,21286.0,-1.0
2,peak_entry,long,21364.5,0
2,entry,long,21364.5,0
2,exit,long,21356.0,-17.0
2,peak_skip,,21355.0,0
2,peak_entry,long,21338.25,0
2,entry,long,21338.25,0
2,exit,long,21342.5,8.5
2,entry,long,21322.5,0
2,exit,long,21327.25,9.5
3,skip,,20970.25,0
3,peak_entry,long,21070.5,0
3,entry,long,21070.5,0
3,exit,long,21068.75,-3.5
3,peak_entry,long,21121.75,0
3,entry,long,21121.75,0
3,exit,long,21126.0,8.5
3,peak_entry,long,21083.5,0
3,entry,long,21083.5,0
3,exit,long,21040.0,-87.0
3,peak_entry,long,21018.5,0
3,entry,long,21018.5,0
3,exit,long,21008.25,-20.5
5,skip,,25518.25,0
5,peak_entry,long,25444.0,0
5,entry,long,25444.0,0
8,peak_skip,,25887.0,0
9,peak_entry,long,25920.75,0
9,entry,long,25920.75,0
11,exit,long,25821.25,-199.0
11,peak_entry,long,25821.25,0
11,entry,long,25821.25,0
12,exit,long,25268.0,-1106.5
13,peak_skip,,25430.75,0
13,peak_entry,long,25430.25,0
13,entry,long,25430.25,0
15,exit,long,25272.0,-316.5
15,peak_skip,,25272.0,0
15,peak_entry,long,25261.25,0
15,entry,long,25261.25,0
16,exit,long,24857.5,-807.5
16,peak_skip,,25050.5,0
17,peak_entry,long,25167.25,0
17,entry,long,25167.25,0
17,exit,long,25119.25,-96.0
17,peak_entry,long,25013.0,0
17,entry,long,25013.0,0
20,peak_skip,,24333.0,0
20,peak_entry,long,24297.75,0
20,entry,long,24297.75,0
24,peak_skip,,25209.5,0
24,peak_entry,long,25245.25,0
24,entry,long,25245.25,0
27,peak_skip,,25107.5,0
27,entry,short,25180.25,0
27,exit,short,25185.0,-9.5
27,peak_entry,long,25226.75,0
27,entry,long,25226.75,0
31,peak_skip,,25388.5,0
31,peak_entry,long,25377.25,0
31,entry,long,25377.25,0
35,peak_skip,,25311.25,0
35,peak_entry,long,25255.25,0
35,entry,long,25255.25,0
38,peak_skip,,25193.0,0
39,peak_entry,short,25183.5,0
39,entry,short,25183.5,0
42,peak_skip,,24735.75,0
42,peak_entry,short,24730.75,0
42,entry,short,24730.75,0
46,peak_skip,,24775.75,0
46,peak_entry,long,24733.75,0
46,entry,long,24733.75,0
48,exit,long,24524.5,-418.5
48,peak_skip,,24524.5,0
49,peak_entry,long,24581.25,0
49,entry,long,24581.25,0
49,peak_entry,long,24528.25,0
49,entry,long,24528.25,0
53,peak_skip,,24946.0,0
53,peak_entry,long,25035.0,0
53,entry,long,25035.0,0
56,peak_entry,short,24868.5,0
56,entry,short,24868.5,0
60,peak_skip,,24959.5,0
60,peak_entry,short,24955.25,0
60,entry,short,24955.25,0
63,peak_skip,,24920.75,0
63,peak_entry,long,24919.75,0
63,entry,long,24919.75,0
67,skip,,24850.25,0
67,entry,short,24832.0,0
67,exit,short,24865.0,-66.0
67,peak_entry,short,24864.25,0
67,entry,short,24864.25,0
71,peak_skip,,25353.25,0
71,peak_entry,long,25334.75,0
71,entry,long,25334.75,0
74,peak_skip,,25195.75,0
74,peak_entry,long,24922.75,0
74,entry,long,24922.75,0
78,peak_skip,,24893.25,0
78,peak_entry,long,24975.5,0
78,entry,long,24975.5,0
80,peak_skip,,24707.75,0
