p10,p25,p50,p75,p90,predicted_dir,actual_dir,actual_signed_mfe,consensus,ci_width
-130.1,-60.75,6.25,59.75,108.10000000000005,LONG,LONG,82.5,0.5111111111111111,120.5
-170.6,-62.75,1.25,50.0,122.1,LONG,LONG,9.5,0.5111111111111111,112.75
-189.55,-52.0,11.5,64.75,98.0,LONG,SHORT,-39.75,0.5555555555555556,116.75
-143.3,-60.75,8.75,62.75,122.1,LONG,SHORT,-58.75,0.5333333333333333,123.5
-174.14999999999998,-60.75,7.5,82.0,122.1,LONG,SHORT,-71.5,0.5555555555555556,142.75
-100.0,-65.5,-0.25,103.5,143.4,SHORT,SHORT,-65.75,0.5111111111111111,169.0
-117.8,-71.5,3.5,91.25,143.70000000000002,LONG,SHORT,-6.25,0.5111111111111111,162.75
-185.9,-123.5,-60.75,30.25,109.40000000000005,SHORT,SHORT,-71.75,0.6444444444444444,153.75
-182.7,-121.75,-15.0,37.5,98.5,SHORT,SHORT,-94.25,0.5555555555555556,159.25
-148.3,-72.75,6.25,59.75,115.90000000000002,LONG,SHORT,-117.25,0.5111111111111111,132.5
-182.7,-85.75,7.5,68.5,122.1,LONG,SHORT,-105.75,0.5333333333333333,154.25
-208.29999999999998,-62.75,11.75,65.75,138.40000000000003,LONG,SHORT,-84.25,0.5777777777777777,128.5
-189.55,-86.0,7.5,62.25,132.70000000000002,LONG,SHORT,-167.75,0.5333333333333333,148.25
-182.7,-85.75,-4.0,64.75,101.35000000000001,SHORT,SHORT,-130.75,0.5111111111111111,150.5
-171.6,-72.0,-6.5,70.0,122.1,SHORT,SHORT,-132.25,0.5333333333333333,142.0
-117.94999999999999,-72.0,-0.25,59.75,138.40000000000003,SHORT,SHORT,-126.25,0.5111111111111111,131.75
-102.9,-52.0,-0.25,59.75,101.35000000000001,SHORT,SHORT,-252.25,0.5111111111111111,111.75
-132.0,-80.5,-0.25,81.75,147.55,SHORT,SHORT,-147.25,0.5111111111111111,162.25
-122.8,-85.75,-13.0,70.0,122.1,SHORT,SHORT,-17.75,0.5111111111111111,155.75
-170.14999999999998,-122.0,-65.5,59.75,132.70000000000002,SHORT,SHORT,-59.25,0.6444444444444444,181.75
-146.45,-93.25,-41.75,49.75,111.80000000000004,SHORT,LONG,156.5,0.6222222222222222,143.0
-209.35,-139.25,-80.5,81.75,146.3,SHORT,LONG,257.75,0.6666666666666667,221.0
-209.75,-145.5,-72.0,7.5,109.40000000000005,SHORT,LONG,102.75,0.7111111111111111,153.0
-147.75,-86.0,-14.25,62.25,118.70000000000002,SHORT,LONG,100.25,0.5555555555555556,148.25
-150.0,-90.25,-14.25,62.25,132.70000000000002,SHORT,SHORT,-17.25,0.5333333333333333,152.5
-101.64999999999999,-31.25,37.5,122.5,150.20000000000002,LONG,LONG,97.75,0.6222222222222222,153.75
-149.7,-72.0,7.5,88.0,155.90000000000003,LONG,LONG,160.75,0.5333333333333333,160.0
-143.29999999999998,-72.75,-0.25,91.25,158.10000000000002,SHORT,LONG,176.75,0.5111111111111111,164.0
-118.5,-85.75,-11.0,88.0,158.10000000000002,SHORT,LONG,117.75,0.5333333333333333,173.75
-147.5,-72.0,7.5,88.0,146.70000000000002,LONG,LONG,143.0,0.5111111111111111,160.0
-182.7,-81.75,-6.5,64.75,146.70000000000002,SHORT,LONG,146.5,0.5333333333333333,146.5
-105.75,-62.75,7.5,103.25,158.10000000000002,LONG,LONG,69.0,0.5111111111111111,166.0
-164.6,-72.0,7.5,62.75,134.50000000000003,LONG,LONG,35.5,0.5333333333333333,134.75
-124.99999999999999,-49.5,7.5,97.25,158.10000000000002,LONG,LONG,15.0,0.5555555555555556,146.75
-182.7,-85.75,-1.0,64.75,146.70000000000002,SHORT,LONG,27.5,0.5333333333333333,150.5
-143.29999999999998,-60.75,6.25,88.0,153.30000000000004,LONG,LONG,16.5,0.5111111111111111,148.75
-170.6,-41.75,7.5,41.5,101.30000000000001,LONG,SHORT,-71.0,0.5333333333333333,83.25
-108.65,-67.25,-9.25,64.75,117.50000000000003,SHORT,SHORT,-107.0,0.5333333333333333,132.0
-73.65,-20.5,7.5,62.75,114.80000000000003,LONG,SHORT,-123.75,0.5333333333333333,83.25
-101.75,-45.25,18.0,102.5,139.4,LONG,LONG,178.75,0.6,147.75
-259.5,-139.25,-20.5,91.25,175.70000000000005,SHORT,LONG,112.0,0.5555555555555556,230.5
-133.25,-67.25,-4.0,79.75,152.5,SHORT,LONG,96.25,0.5111111111111111,147.0
-189.55,-33.5,18.0,88.0,125.35000000000001,LONG,LONG,98.25,0.5333333333333333,121.5
-84.1,-31.0,26.5,103.5,150.5,LONG,LONG,141.25,0.5555555555555556,134.5
-176.85,-51.5,-0.25,64.75,105.95,SHORT,LONG,230.25,0.5111111111111111,116.25
-134.45,-39.25,15.75,76.0,142.70000000000002,LONG,LONG,31.75,0.5777777777777777,115.25
-84.3,-45.75,15.75,60.5,119.70000000000002,LONG,LONG,104.75,0.5777777777777777,106.25
-143.15,-45.25,18.0,83.5,132.70000000000002,LONG,LONG,107.25,0.5555555555555556,128.75
-141.79999999999998,-33.5,21.0,88.0,134.60000000000002,LONG,LONG,65.0,0.5777777777777777,121.5
-73.95,-32.5,20.0,76.25,134.50000000000003,LONG,LONG,81.75,0.5555555555555556,108.75
-132.79999999999998,-51.5,15.0,50.0,109.65,LONG,LONG,53.75,0.5111111111111111,101.5
-171.6,-33.5,21.0,82.0,105.95,LONG,LONG,47.75,0.6,115.5
-78.65,-30.0,26.5,55.25,110.00000000000001,LONG,LONG,49.75,0.6,85.25
-91.2,-49.5,7.5,68.5,107.4,LONG,LONG,59.75,0.5555555555555556,118.0
-83.64999999999999,-18.75,30.5,82.0,105.95,LONG,LONG,56.25,0.6444444444444445,100.75
-138.7,-33.5,30.25,84.75,109.65,LONG,LONG,27.75,0.6,118.25
-76.95,-32.5,21.0,68.0,91.90000000000002,LONG,SHORT,-39.25,0.5777777777777777,100.5
-76.55,-31.5,21.0,64.75,97.4,LONG,SHORT,-35.25,0.5555555555555556,96.25
-174.14999999999998,-18.25,30.25,88.0,113.65,LONG,SHORT,-17.25,0.6222222222222222,106.25
-98.89999999999999,-51.5,10.25,107.25,125.95,LONG,LONG,10.75,0.5333333333333333,158.75
-143.3,-60.75,10.25,82.0,125.2,LONG,LONG,15.0,0.5333333333333333,142.75
-147.5,-20.25,21.0,97.25,125.2,LONG,LONG,19.75,0.5777777777777777,117.5
-84.6,-24.5,26.5,60.5,118.00000000000001,LONG,LONG,41.75,0.5777777777777777,85.0
-118.69999999999999,-41.75,23.0,79.75,119.7,LONG,LONG,56.75,0.6,121.5
-121.89999999999998,-18.75,30.25,86.5,109.65,LONG,LONG,52.25,0.6222222222222222,105.25
-171.6,-41.75,30.25,86.5,109.65,LONG,LONG,43.75,0.6,128.25
-171.6,-33.5,16.0,77.25,102.30000000000001,LONG,LONG,61.25,0.5555555555555556,110.75
-143.3,-49.5,21.75,79.75,109.75,LONG,LONG,73.75,0.5555555555555556,129.25
-171.6,-41.75,21.0,82.0,109.75,LONG,LONG,75.25,0.5777777777777777,123.75
-171.6,-41.75,25.5,75.0,98.0,LONG,LONG,56.0,0.5555555555555556,116.75
-171.6,-20.25,21.0,82.0,102.30000000000001,LONG,LONG,62.5,0.6,102.25
-171.6,-33.5,30.5,83.5,105.95,LONG,LONG,67.5,0.6444444444444445,117.0
-171.6,-33.5,27.25,82.0,102.30000000000001,LONG,LONG,64.5,0.6222222222222222,115.5
-141.79999999999998,-31.25,33.5,88.0,120.30000000000001,LONG,LONG,61.5,0.6444444444444445,119.25
-171.6,-41.75,25.0,77.25,105.95,LONG,LONG,26.5,0.5777777777777777,119.0
-163.29999999999998,-24.5,22.25,52.0,87.4,LONG,LONG,12.5,0.6444444444444445,76.5
-192.25,-41.75,21.0,68.5,98.0,LONG,LONG,28.5,0.6,110.25
-171.6,-41.75,20.0,82.0,105.95,LONG,SHORT,-34.0,0.5555555555555556,123.75
-138.7,-78.0,-0.5,37.5,76.75,SHORT,SHORT,-33.0,0.5111111111111111,115.5
-192.25,-80.5,8.75,68.5,98.75,LONG,SHORT,-19.0,0.5333333333333333,149.0
-123.09999999999998,-32.5,15.75,68.5,125.2,LONG,SHORT,-26.0,0.5333333333333333,101.0
-189.55,-60.75,7.5,97.25,132.70000000000002,LONG,LONG,15.25,0.5333333333333333,158.0
-171.6,-51.5,6.25,64.75,105.95,LONG,LONG,5.75,0.5111111111111111,116.25
-192.25,-79.25,-13.0,41.5,98.75,SHORT,LONG,20.25,0.5777777777777777,120.75
-147.5,-72.75,23.0,97.25,119.7,LONG,LONG,60.75,0.5777777777777777,170.0
-128.45,-72.0,-0.25,55.25,128.95000000000002,SHORT,LONG,24.25,0.5111111111111111,127.25
-193.95,-87.75,-11.0,64.75,116.7,SHORT,SHORT,-4.0,0.5333333333333333,152.5
-120.35,-45.75,6.75,55.25,101.35000000000001,LONG,LONG,2.25,0.5111111111111111,101.0
-193.95,-60.75,29.25,79.75,117.40000000000002,LONG,LONG,3.75,0.5555555555555556,140.5
-205.95,-109.25,-13.5,88.0,116.50000000000003,SHORT,LONG,12.25,0.5555555555555556,197.25
-189.55,-45.75,32.25,97.25,125.2,LONG,SHORT,-12.0,0.6,143.0
-171.6,-72.0,21.0,88.0,109.75,LONG,LONG,12.5,0.5555555555555556,160.0
-171.6,-52.0,15.0,77.25,105.95,LONG,LONG,59.25,0.5333333333333333,129.25
-189.55,-81.75,30.25,70.0,105.95,LONG,LONG,85.0,0.6222222222222222,151.75
-143.3,-81.75,8.75,65.75,98.0,LONG,LONG,82.0,0.5111111111111111,147.5
-193.95,-85.75,33.5,82.0,102.30000000000001,LONG,LONG,88.5,0.6222222222222222,167.75
-193.95,-81.75,21.0,86.5,109.65,LONG,LONG,97.5,0.5333333333333333,168.25
-189.55,-41.75,30.5,97.25,105.95,LONG,LONG,122.5,0.6222222222222222,139.0
-171.6,-60.75,25.5,77.25,117.40000000000002,LONG,LONG,127.0,0.5777777777777777,138.0
-193.95,-81.75,-0.25,99.75,125.2,SHORT,LONG,130.0,0.5111111111111111,181.5
-193.95,-109.25,11.75,82.0,108.35000000000001,LONG,LONG,150.5,0.5333333333333333,191.25
-147.5,-81.75,-6.5,83.5,119.7,SHORT,LONG,148.5,0.5333333333333333,165.25
-189.55,-122.0,-16.5,41.5,108.35000000000001,SHORT,LONG,144.5,0.5777777777777777,163.5
-174.14999999999998,-81.75,27.0,99.75,142.70000000000002,LONG,LONG,155.5,0.5555555555555556,181.5
-189.55,-81.75,-15.0,30.5,69.90000000000002,SHORT,LONG,133.0,0.5333333333333333,112.25
-170.45,-71.75,7.5,73.75,120.30000000000001,LONG,LONG,193.0,0.5333333333333333,145.5
-147.5,-84.0,7.5,88.0,127.85,LONG,LONG,182.0,0.5555555555555556,172.0
-110.45,-80.5,-0.25,64.75,92.15000000000002,SHORT,LONG,57.25,0.5111111111111111,145.25
-149.0,-90.25,-15.0,33.5,75.65000000000002,SHORT,SHORT,-49.5,0.5555555555555556,123.75
-150.0,-78.0,-4.0,64.75,133.45000000000002,SHORT,SHORT,-158.0,0.5111111111111111,142.75
-147.5,-18.25,20.0,64.75,102.95,LONG,SHORT,-156.0,0.5777777777777777,83.0
-97.74999999999999,-30.0,18.0,64.75,124.80000000000001,LONG,SHORT,-233.0,0.6,94.75
-109.25,-31.25,11.75,68.5,146.70000000000002,LONG,SHORT,-323.75,0.5777777777777777,99.75
-131.75,-62.75,7.5,59.75,122.00000000000001,LONG,SHORT,-389.5,0.5333333333333333,122.5
-77.1,-16.5,7.5,50.0,133.90000000000006,LONG,SHORT,-354.5,0.5555555555555556,66.5
-111.65,-60.75,-1.0,64.75,143.4,SHORT,SHORT,-316.25,0.5333333333333333,125.5
-119.39999999999999,-60.75,-13.0,70.0,149.3,SHORT,SHORT,-331.25,0.5777777777777777,130.75
-90.35,-25.75,11.75,97.25,158.10000000000002,LONG,SHORT,-350.25,0.5555555555555556,123.0
-102.85,-60.75,6.25,88.0,158.10000000000002,LONG,SHORT,-397.25,0.5111111111111111,148.75
-111.65,-52.0,7.5,62.75,122.1,LONG,SHORT,-359.75,0.5333333333333333,114.75
-143.29999999999998,-52.0,-0.25,59.75,125.2,SHORT,SHORT,-369.75,0.5111111111111111,111.75
