p10,p25,p50,p75,p90,predicted_dir,actual_dir,actual_signed_mfe,consensus,ci_width
-157.225,-82.6875,14.25,81.1875,136.625,LONG,LONG,137.25,0.54,163.875
-155.875,-48.125,20.125,62.875,96.77500000000002,LONG,LONG,115.0,0.6,111.0
-150.1,-52.625,9.375,85.375,116.22500000000002,LONG,LONG,48.25,0.56,138.0
-85.64999999999999,-31.625,20.75,53.3125,102.825,LONG,LONG,36.75,0.58,84.9375
-198.7,-67.125,34.25,59.0,99.45,LONG,LONG,76.75,0.6,126.125
-211.925,-20.875,31.0,69.875,107.32500000000002,LONG,LONG,100.0,0.64,90.75
-119.12499999999999,-46.125,14.75,66.375,103.125,LONG,LONG,76.5,0.6,112.5
-144.64999999999998,-25.8125,20.375,84.375,117.87500000000004,LONG,LONG,75.0,0.62,110.1875
-195.45,-38.0625,13.875,51.4375,92.95000000000002,LONG,LONG,76.5,0.56,89.5
-144.64999999999998,-26.5625,28.625,84.75,114.85,LONG,LONG,68.75,0.64,111.3125
-48.35,-4.8125,24.25,51.875,74.72500000000001,LONG,LONG,46.25,0.72,56.6875
-34.04999999999998,-1.625,21.125,50.3125,85.72500000000001,LONG,LONG,91.25,0.72,51.9375
-107.375,-24.8125,27.75,57.25,80.9,LONG,LONG,99.75,0.6,82.0625
-52.499999999999986,-16.75,17.75,60.875,78.6,LONG,LONG,100.0,0.68,77.625
-44.575,-23.0,12.0,29.4375,63.875000000000014,LONG,LONG,112.25,0.58,52.4375
-48.37499999999999,-27.75,14.5,33.3125,68.325,LONG,LONG,93.0,0.62,61.0625
-59.699999999999996,-6.6875,15.375,29.5625,58.72500000000001,LONG,LONG,103.5,0.64,36.25
-42.25,-23.625,15.5,37.0625,78.05,LONG,LONG,87.25,0.64,60.6875
-71.425,-21.5,6.625,26.5,58.72500000000001,LONG,LONG,61.5,0.6,48.0
-46.54999999999999,-25.6875,4.75,32.1875,62.725000000000016,LONG,LONG,91.25,0.54,57.875
-44.575,-24.1875,-1.375,33.6875,63.075,SHORT,LONG,107.75,0.52,57.875
-90.19999999999999,-22.8125,12.125,39.25,64.97500000000002,LONG,LONG,119.5,0.58,62.0625
-44.575,-10.875,14.125,34.0625,63.525000000000006,LONG,LONG,98.25,0.58,44.9375
-42.425,-18.0625,9.5,25.25,46.97500000000002,LONG,LONG,73.75,0.64,43.3125
-36.9,-24.1875,2.25,31.5,43.95000000000002,LONG,LONG,84.25,0.52,55.6875
-71.89999999999999,-31.5625,-12.0,30.75,61.10000000000001,SHORT,LONG,54.5,0.6,62.3125
-94.3,-27.75,-3.5,33.4375,51.825,SHORT,LONG,60.25,0.52,61.1875
-95.89999999999998,-28.25,-7.375,25.6875,49.025,SHORT,LONG,1.5,0.56,53.9375
-137.95,-57.3125,-13.625,21.5625,47.650000000000006,SHORT,SHORT,-5.0,0.56,78.875
-124.25,-34.125,-8.0,27.375,41.275000000000006,SHORT,LONG,6.5,0.5800000000000001,61.5
-86.65,-36.375,14.5,32.0,56.825,LONG,SHORT,-16.5,0.6,68.375
-52.325,-28.5625,-2.875,26.0,34.87500000000001,SHORT,SHORT,-13.5,0.52,54.5625
-49.325,-10.9375,16.875,31.625,42.500000000000014,LONG,SHORT,-21.5,0.64,42.5625
-42.25,-22.0625,12.125,31.8125,40.5,LONG,SHORT,-31.0,0.62,53.875
-43.0,-17.6875,9.875,32.9375,41.000000000000014,LONG,SHORT,-53.5,0.56,50.625
-68.625,-26.125,-3.875,26.5,80.775,SHORT,SHORT,-76.5,0.56,52.625
-36.05,-24.0,7.25,25.1875,38.7,LONG,SHORT,-79.25,0.54,49.1875
-31.9,-24.5625,-1.125,24.5,40.35,SHORT,SHORT,-71.5,0.52,49.0625
-87.47499999999998,-27.0625,6.5,31.375,45.20000000000001,LONG,SHORT,-57.0,0.58,58.4375
-42.02499999999999,-23.1875,15.0,31.0625,41.975000000000016,LONG,SHORT,-56.0,0.64,54.25
-147.05,-36.1875,0.125,34.0,42.975,LONG,SHORT,-54.5,0.5,70.1875
-55.44999999999998,-27.375,14.375,32.1875,43.32500000000002,LONG,SHORT,-49.5,0.62,59.5625
-180.92499999999998,-51.6875,-8.875,21.6875,39.275000000000006,SHORT,SHORT,-8.75,0.6,73.375
-82.0,-20.0,8.75,45.6875,100.87500000000001,LONG,SHORT,-19.0,0.6,65.6875
-234.75,-83.0625,-14.375,33.9375,56.55000000000001,SHORT,LONG,12.75,0.56,117.0
-183.37499999999997,-44.75,-18.5,1.25,67.07500000000005,SHORT,LONG,8.75,0.74,46.0
-231.9,-56.875,-21.625,15.875,39.97500000000002,SHORT,LONG,17.75,0.6599999999999999,72.75
-156.625,-53.4375,-18.5,14.0,41.025000000000034,SHORT,LONG,12.75,0.6599999999999999,67.4375
-156.625,-41.3125,-3.375,22.25,40.92500000000001,SHORT,LONG,31.75,0.5,63.5625
-147.05,-49.625,-9.875,24.9375,41.85,SHORT,LONG,57.75,0.5800000000000001,74.5625
-182.24999999999997,-32.125,-5.5,24.4375,49.90000000000001,SHORT,LONG,43.75,0.5800000000000001,56.5625
-183.37499999999997,-36.75,1.25,23.75,40.35,LONG,LONG,41.25,0.52,60.5
-209.7,-46.5625,-6.0,31.9375,110.37500000000001,SHORT,LONG,28.75,0.54,78.5
-209.7,-38.9375,-11.25,34.6875,110.60000000000001,SHORT,LONG,37.25,0.6,73.625
-78.37499999999999,-35.6875,-1.0,30.9375,50.125000000000014,SHORT,LONG,30.25,0.52,66.625
-68.7,-45.5,-20.25,24.4375,38.025,SHORT,LONG,8.0,0.6,69.9375
-79.19999999999999,-36.625,-11.625,19.25,37.525000000000006,SHORT,SHORT,-4.5,0.62,55.875
-46.7,-27.8125,-0.75,25.0,40.45,SHORT,SHORT,-18.5,0.52,52.8125
-55.199999999999996,-22.1875,-6.5,23.5,40.35000000000001,SHORT,SHORT,-32.0,0.6,45.6875
-46.85,-29.875,-1.375,25.1875,38.025,SHORT,SHORT,-53.0,0.52,55.0625
-96.425,-36.9375,-6.75,25.625,40.30000000000001,SHORT,SHORT,-44.0,0.56,62.5625
-87.79999999999998,-34.4375,7.875,28.25,52.975000000000016,LONG,SHORT,-48.5,0.54,62.6875
-48.35,-31.1875,-2.0,22.0625,52.825,SHORT,SHORT,-69.0,0.52,53.25
-48.35,-31.5,1.875,25.75,48.35,LONG,SHORT,-43.25,0.54,57.25
-51.025,-22.75,1.75,23.75,43.77500000000001,LONG,SHORT,-55.5,0.52,46.5
-48.3,-31.5625,10.625,35.875,56.425000000000004,LONG,SHORT,-31.0,0.62,67.4375
-108.79999999999998,-44.75,-7.0,29.875,53.87500000000001,SHORT,SHORT,-49.0,0.54,74.625
-48.775,-30.875,-1.0,29.4375,56.45,SHORT,SHORT,-27.25,0.5,60.3125
-111.14999999999999,-40.625,1.125,30.1875,43.8,LONG,SHORT,-34.75,0.5,70.8125
-53.8,-32.4375,1.875,31.25,43.52500000000002,LONG,SHORT,-36.75,0.52,63.6875
-46.75,-20.8125,1.125,36.8125,60.925000000000004,LONG,SHORT,-10.0,0.52,57.625
-67.525,-37.9375,-7.875,37.25,70.625,SHORT,SHORT,-19.5,0.5800000000000001,75.1875
-82.425,-47.5,-6.5,32.25,60.800000000000004,SHORT,LONG,28.0,0.52,79.75
-72.6,-38.9375,-9.375,29.75,51.05000000000002,SHORT,LONG,35.0,0.6,68.6875
-161.99999999999997,-43.9375,-3.0,30.1875,65.25000000000003,SHORT,SHORT,-4.75,0.54,74.125
-124.5,-57.75,-8.0,16.6875,48.375,SHORT,LONG,1.25,0.6,74.4375
-78.925,-34.0625,-15.75,23.25,45.050000000000026,SHORT,SHORT,-60.0,0.6,57.3125
-68.725,-48.625,-6.375,33.4375,55.72500000000004,SHORT,SHORT,-49.75,0.52,82.0625
-68.64999999999999,-47.3125,-16.75,13.5,46.775,SHORT,SHORT,-65.25,0.6599999999999999,60.8125
-62.27499999999999,-47.25,-13.125,19.8125,33.75,SHORT,SHORT,-32.5,0.56,67.0625
-54.0,-31.25,-8.125,34.125,66.47500000000001,SHORT,SHORT,-76.75,0.52,65.375
-57.55,-25.375,-2.75,20.375,38.325,SHORT,SHORT,-101.75,0.52,45.75
-106.3,-54.1875,-17.375,30.75,59.525,SHORT,SHORT,-111.25,0.6,84.9375
-82.825,-50.5625,-15.25,21.375,51.875,SHORT,SHORT,-134.75,0.6599999999999999,71.9375
-82.45,-55.0625,-19.625,20.5,39.150000000000006,SHORT,SHORT,-114.75,0.6,75.5625
-84.02499999999999,-39.4375,-2.625,27.4375,55.35000000000003,SHORT,SHORT,-96.25,0.54,66.875
-87.225,-40.8125,-8.375,33.375,66.25,SHORT,SHORT,-97.25,0.56,74.1875
-220.2,-70.8125,-19.875,13.0625,26.10000000000001,SHORT,SHORT,-121.75,0.7,83.875
-100.625,-50.75,-18.375,12.0625,37.02500000000001,SHORT,SHORT,-123.75,0.7,62.8125
-82.0,-49.3125,-9.625,34.1875,114.37500000000007,SHORT,SHORT,-133.75,0.56,83.5
-94.19999999999999,-45.9375,1.875,23.75,53.60000000000001,LONG,SHORT,-103.0,0.52,69.6875
-164.0,-61.1875,-10.5,29.9375,54.77500000000001,SHORT,SHORT,-152.5,0.54,91.125
-171.4,-69.75,20.125,54.4375,77.52500000000003,LONG,SHORT,-74.0,0.58,124.1875
-124.55,-56.3125,11.625,48.1875,100.0,LONG,SHORT,-108.0,0.56,104.5
-181.65,-95.5625,-8.75,51.75,100.575,SHORT,SHORT,-105.5,0.54,147.3125
-190.35,-153.1875,-14.75,39.0625,92.12500000000001,SHORT,SHORT,-68.25,0.5800000000000001,192.25
-154.075,-72.3125,5.125,67.1875,122.075,LONG,LONG,30.25,0.52,139.5
-166.275,-99.8125,-29.125,29.9375,87.125,SHORT,SHORT,-65.75,0.64,129.75
-187.29999999999998,-104.4375,10.75,37.1875,75.67500000000001,LONG,SHORT,-79.25,0.56,141.625
-174.0,-104.4375,-7.125,37.9375,68.92500000000003,SHORT,SHORT,-19.75,0.52,142.375
-166.275,-92.5625,-13.875,46.625,76.625,SHORT,LONG,11.5,0.54,139.1875
-243.975,-149.875,-17.25,29.0,60.70000000000001,SHORT,SHORT,-69.5,0.56,178.875
-191.17499999999998,-127.4375,2.125,38.5,67.82500000000002,LONG,SHORT,-71.5,0.5,165.9375
-147.875,-67.25,15.0,42.6875,67.82500000000002,LONG,SHORT,-49.5,0.54,109.9375
-126.27499999999999,-37.1875,4.0,35.5,46.92500000000001,LONG,SHORT,-19.5,0.54,72.6875
-154.575,-48.3125,-5.625,43.25,69.0,SHORT,LONG,53.0,0.52,91.5625
-166.0,-97.0,-14.75,49.5625,91.37500000000004,SHORT,LONG,67.25,0.54,146.5625
-169.2,-126.5625,-15.125,38.3125,64.62500000000001,SHORT,LONG,116.75,0.52,164.875
-174.9,-128.75,-33.0,46.375,63.92500000000001,SHORT,LONG,104.5,0.54,175.125
-174.45,-131.6875,-31.0,32.1875,58.650000000000006,SHORT,LONG,73.0,0.56,163.875
-155.7,-100.0625,-25.875,34.3125,45.57500000000001,SHORT,LONG,111.75,0.5800000000000001,134.375
-149.02499999999998,-73.5,8.125,38.25,53.45,LONG,LONG,102.75,0.54,111.75
-73.27499999999998,-32.5625,8.875,39.3125,54.20000000000002,LONG,LONG,96.25,0.52,71.875
-122.25,-24.5625,16.125,43.3125,60.425000000000004,LONG,LONG,99.25,0.6,67.875
-162.89999999999998,-21.25,16.125,38.5,53.025,LONG,LONG,90.75,0.64,59.75
-191.17499999999998,-81.375,5.25,40.125,54.875,LONG,LONG,78.75,0.54,121.5
-168.42499999999998,-22.125,18.375,43.3125,57.925000000000004,LONG,LONG,65.25,0.62,65.4375
-175.02499999999998,-33.1875,6.5,43.375,76.52500000000002,LONG,LONG,28.0,0.58,76.5625
-117.45,-35.5625,10.875,37.5,91.10000000000001,LONG,LONG,47.0,0.56,73.0625
-155.17499999999998,-26.75,24.375,51.0,76.12500000000003,LONG,LONG,65.5,0.56,77.75
-128.45,-31.375,14.5,36.25,75.72500000000001,LONG,LONG,59.5,0.6,67.625
-178.65,-27.75,11.25,30.4375,47.425000000000004,LONG,LONG,65.0,0.6,58.1875
-68.27499999999999,-38.5,12.125,33.75,66.72500000000001,LONG,LONG,55.5,0.56,72.25
-60.87499999999996,-37.4375,14.5,37.125,54.8,LONG,LONG,54.5,0.6,74.5625
-98.05,-38.8125,0.625,33.0,46.875,LONG,LONG,23.5,0.5,71.8125
-111.05,-39.0625,-2.375,38.9375,78.025,SHORT,LONG,25.5,0.52,78.0
-83.44999999999996,-36.5625,9.0,43.375,67.525,LONG,LONG,39.5,0.58,79.9375
-62.574999999999996,-33.0625,2.625,30.25,48.8,LONG,LONG,32.0,0.58,63.3125
-49.125,-13.0625,11.5,33.4375,53.300000000000004,LONG,LONG,38.0,0.62,46.5
-104.35,-47.4375,5.875,39.6875,64.25,LONG,SHORT,-4.5,0.52,87.125
-71.425,-34.0625,-2.0,24.5625,54.975,SHORT,LONG,11.5,0.52,58.625
-73.02499999999999,-32.25,1.75,19.8125,49.72500000000001,LONG,LONG,15.5,0.52,52.0625
-54.099999999999994,-29.75,4.0,21.0,44.75,LONG,LONG,15.5,0.58,50.75
-48.3,-18.875,9.25,21.1875,38.275000000000006,LONG,SHORT,-17.75,0.58,40.0625
-49.599999999999994,-28.125,-0.375,19.25,38.250000000000014,SHORT,SHORT,-18.25,0.5,47.375
-97.0,-48.0625,-8.5,39.9375,64.97500000000001,SHORT,SHORT,-43.75,0.56,88.0
-73.6,-41.875,-12.875,17.5,39.60000000000001,SHORT,SHORT,-37.75,0.5800000000000001,59.375
-70.125,-34.1875,-15.625,12.3125,41.6,SHORT,SHORT,-51.75,0.62,46.5
-77.55,-35.4375,-12.875,23.6875,58.75,SHORT,SHORT,-39.75,0.6,59.125
-75.57499999999999,-35.9375,-11.625,17.0625,42.07500000000002,SHORT,SHORT,-46.25,0.5800000000000001,53.0
-65.925,-43.0625,-5.25,19.5625,30.6,SHORT,SHORT,-51.25,0.54,62.625
-67.025,-45.1875,-9.375,24.9375,61.025000000000006,SHORT,SHORT,-27.25,0.54,70.125
-79.075,-47.0625,-16.375,21.25,41.850000000000016,SHORT,SHORT,-15.25,0.56,68.3125
-57.099999999999994,-12.5,18.125,37.75,78.97500000000001,LONG,SHORT,-3.25,0.7,50.25
-79.25,-30.4375,18.0,54.9375,94.72500000000001,LONG,SHORT,-0.75,0.64,85.375
-75.575,-33.0,11.375,47.375,65.37500000000003,LONG,LONG,15.25,0.62,80.375
-61.1,-37.9375,5.0,37.375,105.45000000000002,LONG,LONG,4.25,0.54,75.3125
-58.8,-31.875,8.0,28.6875,121.25,LONG,LONG,0.75,0.58,60.5625
-54.55,-20.25,12.5,28.6875,84.37500000000001,LONG,LONG,9.75,0.54,48.9375
-68.225,-38.375,-7.875,22.8125,54.10000000000001,SHORT,LONG,35.25,0.52,61.1875
-48.875,-22.5625,-0.75,50.125,86.57500000000002,SHORT,LONG,19.25,0.52,72.6875
-68.35,-38.625,6.375,31.0625,105.00000000000003,LONG,LONG,10.25,0.54,69.6875
-80.475,-30.6875,16.75,31.6875,53.52500000000009,LONG,SHORT,-22.0,0.62,62.375
-56.724999999999994,-31.5,21.25,41.25,102.50000000000001,LONG,SHORT,-61.75,0.66,72.75
-86.27499999999999,-38.5,3.875,38.0625,82.575,LONG,SHORT,-97.25,0.52,76.5625
-69.325,-26.9375,15.5,39.5625,78.1,LONG,SHORT,-81.75,0.62,66.5
-71.975,-36.8125,2.25,35.8125,96.92500000000001,LONG,SHORT,-51.5,0.52,72.625
-51.925,-38.3125,-2.625,36.0,80.52500000000002,SHORT,SHORT,-14.0,0.56,74.3125
-79.075,-32.625,20.375,54.5,92.50000000000001,LONG,SHORT,-28.0,0.56,87.125
-96.25,-23.8125,20.0,37.75,61.650000000000034,LONG,SHORT,-41.5,0.64,61.5625
-78.925,-35.4375,20.375,36.8125,67.72500000000002,LONG,SHORT,-40.0,0.6,72.25
-48.074999999999996,-20.25,14.75,32.125,58.400000000000034,LONG,SHORT,-43.5,0.52,52.375
-108.7,-45.5,-1.375,31.0,83.07500000000002,SHORT,SHORT,-73.5,0.52,76.5
-55.949999999999996,-44.0,-18.5,30.8125,47.0,SHORT,SHORT,-63.0,0.5800000000000001,74.8125
-84.575,-46.375,-7.375,23.3125,90.50000000000006,SHORT,SHORT,-78.0,0.52,69.6875
-86.825,-50.3125,-2.5,26.1875,47.72500000000001,SHORT,SHORT,-82.25,0.5,76.5
-138.2,-35.1875,14.125,42.0,101.90000000000002,LONG,SHORT,-37.5,0.58,77.1875
-58.225,-40.625,-12.25,30.3125,66.45,SHORT,SHORT,-19.0,0.56,70.9375
-78.15,-33.5,7.0,36.25,82.15,LONG,LONG,51.75,0.54,69.75
-56.574999999999996,-32.0625,4.75,36.4375,64.22500000000001,LONG,LONG,130.25,0.54,68.5
-101.725,-60.875,-1.625,35.3125,89.825,SHORT,LONG,96.25,0.54,96.1875
-104.49999999999999,-55.1875,-12.75,31.0625,105.00000000000003,SHORT,LONG,90.25,0.54,86.25
-62.675,-27.125,10.75,26.6875,53.95,LONG,LONG,80.5,0.58,53.8125
-97.425,-39.875,18.25,42.25,78.1,LONG,SHORT,-84.75,0.64,82.125
-86.825,-57.875,11.875,43.5,81.35,LONG,SHORT,-252.25,0.58,101.375
-54.275,-29.0,12.625,46.125,105.45000000000002,LONG,SHORT,-432.0,0.62,75.125
-85.3,-24.625,31.625,48.6875,68.10000000000002,LONG,SHORT,-569.75,0.62,73.3125
-82.175,-31.0625,20.625,47.0,101.10000000000001,LONG,SHORT,-587.75,0.6,78.0625
-122.44999999999999,-22.9375,29.5,53.1875,109.5,LONG,SHORT,-603.25,0.64,76.125
-71.77499999999999,-45.875,2.375,40.4375,82.67500000000001,LONG,SHORT,-594.25,0.52,86.3125
-82.7,-36.0625,15.5,52.125,88.50000000000003,LONG,SHORT,-534.25,0.56,88.1875
-59.05,-29.1875,7.0,40.5625,81.97500000000001,LONG,SHORT,-560.5,0.6,69.75
-70.2,-39.625,16.5,44.4375,81.35,LONG,SHORT,-631.5,0.54,84.0625
-58.125,-20.9375,16.125,36.1875,83.5,LONG,SHORT,-634.5,0.62,57.125
-156.15,-70.375,-2.25,67.6875,136.125,SHORT,SHORT,-744.5,0.52,138.0625
-84.27499999999999,-15.5,14.0,55.375,97.05000000000001,LONG,SHORT,-736.25,0.62,70.875
-135.5,-57.25,14.125,56.5,102.45,LONG,SHORT,-696.25,0.54,113.75
-73.19999999999999,-47.0625,1.5,57.9375,97.575,LONG,SHORT,-709.25,0.5,105.0
-91.99999999999997,-38.0,14.875,46.4375,70.67500000000003,LONG,SHORT,-719.75,0.58,84.4375
-159.52499999999998,-48.1875,11.75,57.0625,86.60000000000001,LONG,SHORT,-621.0,0.56,105.25
-246.39999999999998,-155.4375,2.25,85.25,137.85000000000002,LONG,SHORT,-493.0,0.52,240.6875
-160.7,-74.625,-11.625,68.5625,148.225,SHORT,SHORT,-224.25,0.56,143.1875
-160.375,-66.625,24.625,109.1875,176.45000000000002,LONG,SHORT,-367.25,0.58,175.8125
-129.6,-81.9375,6.0,88.0,175.37500000000009,LONG,SHORT,-421.75,0.52,169.9375
-102.925,-48.0,-4.125,50.0,187.0,SHORT,SHORT,-401.25,0.52,98.0
-101.225,-48.0,-5.875,50.375,120.35000000000002,SHORT,SHORT,-357.75,0.54,98.375
-74.64999999999999,-45.25,-11.0,43.0625,120.15000000000002,SHORT,SHORT,-326.5,0.6,88.3125
-98.225,-47.4375,-12.0,33.0,73.62500000000003,SHORT,SHORT,-406.5,0.56,80.4375
-121.55,-59.5,-22.375,12.875,44.225,SHORT,SHORT,-336.5,0.6799999999999999,72.375
-97.325,-59.125,-20.375,23.125,52.1,SHORT,SHORT,-516.5,0.64,82.25
-81.975,-60.375,-20.75,6.5625,43.325,SHORT,SHORT,-505.0,0.6799999999999999,66.9375
-68.175,-37.125,-6.875,31.5,49.0,SHORT,SHORT,-449.5,0.54,68.625
-74.95,-45.25,-21.125,7.875,43.550000000000004,SHORT,SHORT,-466.0,0.6799999999999999,53.125
-66.6,-39.5,-15.625,31.625,86.22500000000001,SHORT,SHORT,-424.0,0.5800000000000001,71.125
-74.65,-49.3125,-19.5,28.0,46.5,SHORT,SHORT,-331.5,0.6,77.3125
-81.025,-48.5,-20.75,10.8125,43.325,SHORT,SHORT,-224.0,0.64,59.3125
-97.225,-62.5,-8.0,46.625,86.75000000000001,SHORT,SHORT,-187.5,0.52,109.125
-66.075,-47.4375,-21.875,16.875,46.375,SHORT,SHORT,-97.5,0.64,64.3125
-100.77499999999999,-62.0625,-23.375,19.3125,59.35000000000001,SHORT,SHORT,-101.25,0.64,81.375
-101.125,-64.1875,-24.875,21.75,53.67500000000001,SHORT,LONG,189.0,0.62,85.9375
-81.175,-45.125,-17.375,33.5,60.60000000000001,SHORT,LONG,123.0,0.5800000000000001,78.625
-93.95,-45.25,-7.625,36.0625,60.375000000000014,SHORT,LONG,119.5,0.56,81.3125
-93.45,-60.375,-19.625,26.25,60.375000000000014,SHORT,LONG,173.5,0.62,86.625
-87.27499999999998,-59.125,-11.375,61.5625,92.80000000000004,SHORT,LONG,1021.5,0.56,120.6875
-195.375,-77.4375,-1.25,53.125,196.85000000000002,SHORT,LONG,134.75,0.5,130.5625
-232.25,-141.8125,-36.625,13.0625,59.625000000000014,SHORT,LONG,126.25,0.6799999999999999,154.875
-242.64999999999998,-184.9375,-26.0,13.4375,43.325,SHORT,LONG,119.25,0.6,198.375
-249.5,-155.25,-41.5,40.5,77.25000000000001,SHORT,LONG,127.75,0.5800000000000001,195.75
-270.775,-172.0625,-58.875,26.3125,57.6,SHORT,LONG,120.5,0.5800000000000001,198.375
-240.3,-91.5625,-9.75,46.625,64.00000000000001,SHORT,LONG,106.5,0.52,138.1875
-249.45,-193.6875,-43.0,19.0,45.025000000000006,SHORT,LONG,107.5,0.5800000000000001,212.6875
-249.5,-206.125,-49.25,35.125,55.12500000000001,SHORT,LONG,40.25,0.62,241.25
-102.07499999999999,-25.0625,12.125,39.375,67.275,LONG,LONG,53.5,0.58,64.4375
-126.475,-24.8125,27.125,46.25,73.15,LONG,LONG,43.0,0.6,71.0625
-83.69999999999999,-25.0625,15.875,54.75,77.875,LONG,SHORT,-1.5,0.58,79.8125
-96.25,-23.0625,30.75,49.125,81.25000000000001,LONG,SHORT,-35.5,0.6,72.1875
-117.37499999999999,-36.9375,16.0,40.5625,67.85000000000002,LONG,SHORT,-30.5,0.52,77.5
-47.675,-25.125,31.0,49.125,81.05000000000001,LONG,SHORT,-61.0,0.64,74.25
-59.62499999999999,-16.0,20.125,48.5,72.4,LONG,SHORT,-75.0,0.66,64.5
-42.324999999999996,-14.0,27.375,53.75,95.025,LONG,SHORT,-86.25,0.68,67.75
-105.525,-37.625,1.75,46.25,80.575,LONG,SHORT,-66.75,0.5,83.875
-62.99999999999999,-10.5625,29.75,52.25,80.05,LONG,SHORT,-79.25,0.64,62.8125
-58.375,-23.1875,29.75,56.0,92.72500000000001,LONG,SHORT,-60.5,0.66,79.1875
-83.52499999999999,-15.6875,38.25,65.5625,92.72500000000001,LONG,LONG,3.25,0.7,81.25
-330.975,-71.4375,0.875,61.3125,88.52500000000002,LONG,SHORT,-11.0,0.5,132.75
-106.35,-34.9375,7.375,54.5,115.35000000000002,LONG,LONG,60.0,0.62,89.4375
-350.125,-53.625,-0.625,35.875,58.87500000000001,SHORT,LONG,116.25,0.52,89.5
-204.375,-53.0625,6.625,45.8125,79.775,LONG,LONG,164.5,0.54,98.875
-76.89999999999999,-49.0625,1.75,36.0625,63.05000000000001,LONG,LONG,143.75,0.52,85.125
-162.475,-50.5,8.0,40.6875,72.2,LONG,LONG,135.75,0.54,91.1875
-62.09999999999999,-25.75,20.0,39.5,50.70000000000002,LONG,LONG,135.75,0.64,65.25
-57.19999999999999,-15.375,22.625,48.5,124.72500000000001,LONG,LONG,95.25,0.66,63.875
-77.225,-35.6875,17.625,48.6875,92.575,LONG,LONG,86.75,0.56,84.375
-83.75,-33.9375,26.875,53.5,111.22500000000002,LONG,LONG,81.25,0.64,87.4375
-60.824999999999996,-25.375,22.75,53.75,96.20000000000002,LONG,LONG,88.75,0.6,79.125
-76.1,-37.125,-1.375,45.375,74.275,SHORT,LONG,59.25,0.5,82.5
-83.775,-31.9375,6.5,55.3125,133.25,LONG,LONG,143.25,0.56,87.25
-122.02499999999996,-46.25,2.625,50.125,102.625,LONG,LONG,131.25,0.52,96.375
-116.54999999999998,-45.6875,12.0,63.75,128.10000000000005,LONG,LONG,103.5,0.54,109.4375
-84.225,-38.25,12.625,57.5,132.375,LONG,LONG,69.5,0.52,95.75
-83.39999999999999,-25.75,24.375,67.1875,153.97500000000002,LONG,SHORT,-106.25,0.66,92.9375
-93.32499999999999,-44.375,1.625,41.0,65.47500000000004,LONG,SHORT,-187.25,0.52,85.375
-84.82499999999999,-32.5625,6.875,38.625,61.925000000000004,LONG,SHORT,-176.25,0.52,71.1875
-69.775,-47.25,-11.25,34.6875,58.800000000000004,SHORT,SHORT,-167.0,0.62,81.9375
-116.14999999999999,-65.9375,-25.75,36.5625,83.57500000000003,SHORT,SHORT,-136.0,0.62,102.5
