concept,tf,tf_idx,regime_2d,n,feat_mean,feat_std,corr_concurrent_signed,corr_lookback_return,corr_forward_return
price_velocity_1b,5m,3,DOWN_SMOOTH,4662,-1.9372586872586872,23.592200938521128,0.42899550792339786,0.2715660798461943,0.012610461798852253
price_velocity_1b,5m,3,DOWN_CHOPPY,2988,-1.0056894243641232,17.872492974224855,0.41384597904952525,0.24672257277251844,-0.015694441721598295
price_velocity_1b,5m,3,FLAT_SMOOTH,9892,-0.00419530934088152,17.65814168425063,0.42007687046476483,0.2872461720906028,-0.026927235656438123
price_velocity_1b,5m,3,FLAT_CHOPPY,18315,-0.049726999726999725,18.912050238039107,0.46678880913730864,0.291666333468281,0.009913003677182713
price_velocity_1b,15m,4,UP_SMOOTH,7146,4.857892527287993,34.7680424700419,0.5526770833748712,0.557130513593825,0.06732335585298424
price_velocity_1b,15m,4,UP_CHOPPY,3924,2.972986748216106,45.43639525098238,0.5505623158130352,0.3732384808239774,-0.20876804888004652
price_velocity_1b,15m,4,DOWN_SMOOTH,4662,-5.862183612183612,40.643191443570885,0.5328951928357687,0.48491827816747063,0.009571145301471599
price_velocity_1b,15m,4,DOWN_CHOPPY,2988,-3.0947958500669346,29.525433109887857,0.5179327152674036,0.48186151690326445,-0.037283970669331305
price_velocity_1b,15m,4,FLAT_SMOOTH,9888,0.1583232200647249,32.18898556756378,0.40679754090843534,0.5129143903867828,-0.02922338092652103
price_velocity_1b,15m,4,FLAT_CHOPPY,18315,-0.09733824733824734,33.6527934274866,0.5708933717500501,0.495370389121256,-0.0006797916098473832
price_velocity_1b,1h,5,UP_SMOOTH,7146,19.13150713685978,81.78938957862796,0.18332989463896043,0.4440315322092783,0.08796551432157797
price_velocity_1b,1h,5,UP_CHOPPY,3924,12.02019622833843,65.04606001937445,0.02370628888651522,0.2628642961672794,-0.13910995210558674
price_velocity_1b,1h,5,DOWN_SMOOTH,4662,-22.156370656370655,77.5227919749286,0.06631863239805147,0.29443007375838176,-0.012773727035375798
price_velocity_1b,1h,5,DOWN_CHOPPY,2988,-11.063420348058902,58.70315781025409,0.07816305708724951,0.3830255110532137,-0.029608913054521437
price_velocity_1b,1h,5,FLAT_SMOOTH,9870,0.02441742654508612,57.81737561090912,0.04920688863772573,0.1973391799700737,-0.04141674044723938
price_velocity_1b,1h,5,FLAT_CHOPPY,18315,-0.5005869505869506,64.46587728571855,0.1459538830331593,0.47388009507350737,-0.07911075885915574
price_velocity_1b,4h,6,UP_SMOOTH,7146,66.01402882731598,176.38141106675798,0.025672861644830933,0.04466255470302376,-0.017748445963902786
price_velocity_1b,4h,6,UP_CHOPPY,3924,45.156281855249745,93.95329042543763,0.02133657446943186,0.04478691101610776,0.06482591377701999
price_velocity_1b,4h,6,DOWN_SMOOTH,4662,-78.14634277134277,132.74925932194233,0.0008694762237488014,0.0020750203696959985,0.09118090824461206
price_velocity_1b,4h,6,DOWN_CHOPPY,2988,-32.6214859437751,108.64237415506437,-0.05648090719109879,-0.08017165044263466,-0.040164277010650166
price_velocity_1b,4h,6,FLAT_SMOOTH,9786,-0.3450337216431637,102.42445274790106,-0.012480603273319141,0.0252633212054082,-0.07634356607698253
price_velocity_1b,4h,6,FLAT_CHOPPY,18315,-3.0105924105924107,121.012062867903,-0.0493847005756681,-0.033009683486632704,-0.0896883897909536
price_velocity_1b,1D,7,UP_SMOOTH,7146,51.75566750629723,359.87046414639343,-0.15560203224964303,-0.18959527505495927,-0.1477346549157128
price_velocity_1b,1D,7,UP_CHOPPY,3924,9.100917431192661,316.45324533387037,-0.11977314649767674,-0.17710569397369444,-0.19484931207020967
price_velocity_1b,1D,7,DOWN_SMOOTH,4662,-74.99324324324324,273.2155633971148,0.020418853182562268,0.05365132858002906,-0.0254829471687327
price_velocity_1b,1D,7,DOWN_CHOPPY,2988,-38.09036144578313,288.56029881408944,-0.004289585711931058,-0.02478250084553927,-0.03732833021488868
price_velocity_1b,1D,7,FLAT_SMOOTH,9606,72.144440974391,195.99518058442203,0.016838157046303887,0.039202022978954636,0.01643871732571824
price_velocity_1b,1D,7,FLAT_CHOPPY,18315,20.2993720993721,361.19171983725516,-0.07214494256472011,-0.09013375642418325,-0.10742416289021378
price_accel_1b,5s,0,UP_SMOOTH,7146,0.0378533445284075,3.1025652439492397,-0.04871805960223504,-0.03912056650030703,-0.0361433053258904
price_accel_1b,5s,0,UP_CHOPPY,3924,-0.007581549439347604,3.3277605154428884,0.09185893528992689,0.013816257092320035,0.03869589971706385
price_accel_1b,5s,0,DOWN_SMOOTH,4662,-0.07882882882882883,3.5115915609214507,0.020939128164819833,0.030665890713721552,-0.03236432903217975
price_accel_1b,5s,0,DOWN_CHOPPY,2988,-0.08709839357429719,2.8729305539050203,-0.011927486332837555,0.0001639058580184108,0.008042455364535104
price_accel_1b,5s,0,FLAT_SMOOTH,9893,-0.005610027292024664,2.257887410573873,-0.004880251705566677,-0.019175759937520742,-0.012950033226021798
price_accel_1b,5s,0,FLAT_CHOPPY,18315,-0.04318864318864319,3.168481636721391,0.012162748634660632,0.02416968880895308,-0.02279984746481723
price_accel_1b,15s,1,UP_SMOOTH,7146,-0.16666666666666666,5.079761928304394,-0.08280054842414052,-0.097873651417436,-0.05165179085795933
price_accel_1b,15s,1,UP_CHOPPY,3924,0.08301478083588175,6.722077548161136,0.06078337366121183,-0.05817637223457053,-0.006184443358895127
price_accel_1b,15s,1,DOWN_SMOOTH,4662,-0.020538395538395537,5.906599479090989,-0.02077887587966302,-0.019718704727217515,0.0047897289359495445
price_accel_1b,15s,1,DOWN_CHOPPY,2988,-0.1908467202141901,5.107785915682161,0.06447902254599026,0.04382213447272746,0.016430459537611936
price_accel_1b,15s,1,FLAT_SMOOTH,9893,0.029541089659355098,3.7052911715792143,0.04683967837682719,0.04229043134227767,-0.00963268032152598
price_accel_1b,15s,1,FLAT_CHOPPY,18315,0.03764673764673765,5.24419087668439,0.0027948806182474086,0.014622691355314176,-0.023501411411520807
price_accel_1b,1m,2,UP_SMOOTH,7146,0.22001819199552197,12.076773104942912,0.20965594972788215,0.13256702058705505,0.09134333972786911
price_accel_1b,1m,2,UP_CHOPPY,3924,-0.3119266055045872,15.244587422313877,-0.1137821392733191,-0.023412640485290043,0.11728080257874256
price_accel_1b,1m,2,DOWN_SMOOTH,4662,-0.26324538824538823,12.769426865050685,0.0023388142980855665,-0.015597753559843974,0.005760432494470483
price_accel_1b,1m,2,DOWN_CHOPPY,2988,-0.27058232931726905,10.425604345365953,-0.03908998370987648,-0.009362149863804283,-0.008126769892145122
price_accel_1b,1m,2,FLAT_SMOOTH,9893,-0.12210653997776205,7.746524510989679,-0.06709837097091732,-0.03847388754254196,0.022519022816656013
price_accel_1b,1m,2,FLAT_CHOPPY,18315,-0.05096915096915097,10.895040774368898,-0.014657238577854892,-0.009613819637485569,0.003969001126827488
price_accel_1b,5m,3,UP_SMOOTH,7146,-0.020186118108032464,26.276503687650003,0.04913830591636057,-0.007323237467538415,0.014750841349424119
price_accel_1b,5m,3,UP_CHOPPY,3924,-0.09817787971457696,35.234444842103784,0.12269441222348304,0.05899663521021448,-0.010110151500524849
price_accel_1b,5m,3,DOWN_SMOOTH,4662,0.04172029172029172,34.25465061382305,0.021070289331716716,-0.011980703064981292,0.011413880120278184
price_accel_1b,5m,3,DOWN_CHOPPY,2988,0.03288152610441767,26.18819831311236,0.04959397107128782,0.007252586049202595,0.0024437253904322767
price_accel_1b,5m,3,FLAT_SMOOTH,9890,-0.05995955510616784,24.881945619145572,0.06908909272752783,0.00012521701529979765,0.005396901361803102
price_accel_1b,5m,3,FLAT_CHOPPY,18315,-0.0371007371007371,26.6723351264966,0.05995128396454042,0.0031911744661309235,0.0015418929221498524
price_accel_1b,15m,4,UP_SMOOTH,7146,0.050657710607332776,48.34447946396345,0.14691817631347998,0.005221475298005631,0.013801691345803248
price_accel_1b,15m,4,UP_CHOPPY,3924,-0.046827217125382264,68.25600664721593,0.3273923059169317,0.053561329320613096,-0.09172417513742895
price_accel_1b,15m,4,DOWN_SMOOTH,4662,-0.06166881166881167,57.373290144181134,0.2148640629651111,-0.002231043346949661,0.015527743966188208
price_accel_1b,15m,4,DOWN_CHOPPY,2988,-0.14072958500669344,42.246023644736894,0.20440809449048714,-0.005639884541702212,-0.020595372568058233
price_accel_1b,15m,4,FLAT_SMOOTH,9885,0.1949165402124431,43.92460605862939,0.17889625452411465,0.08794081913003142,-0.0023469080440617256
price_accel_1b,15m,4,FLAT_CHOPPY,18315,-0.002293202293202293,47.88561731118827,0.20069646820727038,0.0030394172636838824,0.0066440900197243915
price_accel_1b,1h,5,UP_SMOOTH,7146,1.1401483347327177,116.42892872395035,0.048740834972759245,0.2478164527073415,0.04880615705386573
price_accel_1b,1h,5,UP_CHOPPY,3924,0.28606014271151886,98.68563661046883,0.08662573435733281,0.26872488017991875,-0.13933217248963814
price_accel_1b,1h,5,DOWN_SMOOTH,4662,-0.698037323037323,110.87997039860034,0.07184820063774344,0.22386670445904033,0.014851902689886792
price_accel_1b,1h,5,DOWN_CHOPPY,2988,-0.9643574297188755,86.71585785214965,0.0801587041698564,0.3095980391066824,-0.03231439299155954
price_accel_1b,1h,5,FLAT_SMOOTH,9858,-0.561396835057821,83.17634412901573,0.03512829722632568,0.12260254902762728,0.007888451799630533
price_accel_1b,1h,5,FLAT_CHOPPY,18315,0.2555692055692056,92.85991663372899,0.14178452493403218,0.38305206964884164,-0.04003176271601971
price_accel_1b,4h,6,UP_SMOOTH,7146,13.186223061852784,258.0952362850301,0.13893300962434543,0.15985984377936924,0.08586018721789378
price_accel_1b,4h,6,UP_CHOPPY,3924,12.658320591233435,150.24340233574708,0.003580017774783573,0.0018242331600637296,0.06922940650016236
price_accel_1b,4h,6,DOWN_SMOOTH,4662,-23.295795795795797,181.94099910468736,-0.06044035667438455,-0.0766957676086184,0.05168976400921854
price_accel_1b,4h,6,DOWN_CHOPPY,2988,-6.571619812583668,178.08973357253296,-0.03889802973592089,-0.044902379094102794,0.036105964318488275
price_accel_1b,4h,6,FLAT_SMOOTH,9738,-0.40824604641610185,125.3549806613661,0.004806163096688524,0.019899593450428056,-0.02507260133722652
price_accel_1b,4h,6,FLAT_CHOPPY,18315,0.24312039312039313,187.0643733530007,-0.016838013670274578,-0.0013400977335514131,-0.05431869220362072
price_accel_1b,1D,7,UP_SMOOTH,6978,-15.759458297506448,578.8908489709614,-0.19163728115643885,-0.2279884949672249,-0.1729437136211112
price_accel_1b,1D,7,UP_CHOPPY,3924,72.65137614678899,364.8139319077718,-0.018880630738586757,-0.03455889061435056,-0.027979245861340794
price_accel_1b,1D,7,DOWN_SMOOTH,4662,-65.6624839124839,363.4912301822996,-0.05250018723377939,-0.04232972833124174,-0.13665305961092838
price_accel_1b,1D,7,DOWN_CHOPPY,2988,-46.48192771084337,403.9797578514469,-0.009084570588376941,-0.03357038821409387,-0.04333072984127506
price_accel_1b,1D,7,FLAT_SMOOTH,9510,21.245110410094636,305.0889905078332,0.022867365177092314,0.05174629416481373,0.01892656049796557
price_accel_1b,1D,7,FLAT_CHOPPY,18315,-8.276112476112477,635.626005527225,-0.07272371153965572,-0.09110249390517161,-0.1156146492667286
vol_velocity_1b,5s,0,UP_SMOOTH,7146,6.179401063532046,124.29829126904222,-0.018202890058493387,0.006474526896346141,0.0035439113422931256
vol_velocity_1b,5s,0,UP_CHOPPY,3924,6.444699286442406,103.06382062217492,0.006699538899912581,0.0017352714483810548,0.03719750368028834
vol_velocity_1b,5s,0,DOWN_SMOOTH,4662,6.547190047190047,112.9291843096918,-0.022461325391127936,-0.0016557985642630414,-0.048713737264656456
vol_velocity_1b,5s,0,DOWN_CHOPPY,2988,7.241967871485944,116.29998321924569,-0.015481120941280733,-0.041650110240903614,-0.04898154749164127
vol_velocity_1b,5s,0,FLAT_SMOOTH,9893,3.975336096229657,72.619215000889,-0.015760851209375922,-0.003152428110058372,-0.01792494382975125
vol_velocity_1b,5s,0,FLAT_CHOPPY,18315,4.992246792246792,94.47631682946933,0.018252868109392764,0.005660865983120359,-0.015457999888828209
vol_velocity_1b,15s,1,UP_SMOOTH,7146,5.827176042541282,216.09517200635784,0.0003486806978413069,0.008754665125889158,0.00452546197773716
vol_velocity_1b,15s,1,UP_CHOPPY,3924,7.502293577981652,197.59370541805052,0.008247425305584708,-0.013811028127280382,0.006210463155409617
vol_velocity_1b,15s,1,DOWN_SMOOTH,4662,3.185971685971686,227.34360824132008,-0.003975810261666002,0.013139900261286691,-0.03483623281628108
vol_velocity_1b,15s,1,DOWN_CHOPPY,2988,4.140227576974565,207.94692055575842,-0.0026861673674017233,-0.02166930245697209,-0.06339249804864586
vol_velocity_1b,15s,1,FLAT_SMOOTH,9893,3.023956332760538,136.5831785178287,0.002081693755060115,0.0012717403478533782,-0.015222583598187837
vol_velocity_1b,15s,1,FLAT_CHOPPY,18315,4.103630903630903,179.10100788163527,0.032321627298852504,0.008775064159978007,-0.006254420334244079
vol_velocity_1b,1m,2,UP_SMOOTH,7146,-9.153792331374195,748.5252028399751,-0.015852848624608087,-0.016380702062348512,-0.011928576227744283
vol_velocity_1b,1m,2,UP_CHOPPY,3924,-8.994138634046891,821.727189908153,0.0025079677834110585,-0.05185472104492407,-0.0026838492008871852
vol_velocity_1b,1m,2,DOWN_SMOOTH,4662,-24.91098241098241,865.1021409626097,0.022121080922131612,0.04270606159080042,-0.0030681713101311917
vol_velocity_1b,1m,2,DOWN_CHOPPY,2988,-28.017737617135207,847.3406544944039,-0.04286371513996484,0.007142733396707181,-0.04171997224079168
vol_velocity_1b,1m,2,FLAT_SMOOTH,9893,-22.03517638734459,655.4903047720218,-0.01840551268821435,-0.004209580760860054,-0.024010418999914587
vol_velocity_1b,1m,2,FLAT_CHOPPY,18315,-25.04078624078624,803.9787800108676,0.0051886808101370575,0.0023774346951912512,-0.0013236598424256312
vol_velocity_1b,5m,3,UP_SMOOTH,7146,-1.0797649034424852,3368.7091188493396,0.018098431691476315,-0.003468404114978592,0.023512836194222717
vol_velocity_1b,5m,3,UP_CHOPPY,3924,-0.9627930682976554,4022.9071367519296,0.018366528277805074,-0.024718565517970695,0.009491069353165158
vol_velocity_1b,5m,3,DOWN_SMOOTH,4662,4.9774774774774775,3950.798730550171,-0.08106319309863347,-0.016070007368700866,-0.016344131392407122
vol_velocity_1b,5m,3,DOWN_CHOPPY,2988,8.918005354752342,3898.1368260356235,-0.01970392985720039,-0.0024457884635262018,0.03907826255225765
vol_velocity_1b,5m,3,FLAT_SMOOTH,9892,8.489789729074,2905.999030025992,-0.048283675552025354,-0.011103592706935323,0.014782206547221325
vol_velocity_1b,5m,3,FLAT_CHOPPY,18315,0.8547638547638547,3804.9505910973253,-0.025900149328081927,-0.006506031807637408,-0.007328877859913979
vol_velocity_1b,15m,4,UP_SMOOTH,7146,-5.1980128743352925,12468.212432045075,0.035500599404269154,0.020854314967838707,0.025500984550847535
vol_velocity_1b,15m,4,UP_CHOPPY,3924,-34.97680937818553,13832.9473055354,0.02051974008788151,-0.03899254340630336,0.09467566706691655
vol_velocity_1b,15m,4,DOWN_SMOOTH,4662,28.33075933075933,13709.987491455504,-0.13315660231237936,-0.08288487946322444,-0.05034798198346778
vol_velocity_1b,15m,4,DOWN_CHOPPY,2988,3.6308567603748325,13533.206768798984,-0.05376000173937815,-0.029517808926564807,0.04141237308339899
vol_velocity_1b,15m,4,FLAT_SMOOTH,9888,-2.3006674757281553,9834.695058522444,-0.047275591087160056,-0.022080839968335708,0.03204608554640847
vol_velocity_1b,15m,4,FLAT_CHOPPY,18315,-1.9192465192465193,12894.734848803319,-0.05952866257012606,-0.041519508749080454,-0.015545902968505712
vol_velocity_1b,1h,5,UP_SMOOTH,7146,-393.258326336412,52964.75122233484,0.04756019621138737,0.10524022275995122,0.03678888846512175
vol_velocity_1b,1h,5,UP_CHOPPY,3924,744.6121304791029,58503.46759512062,0.07050754675566183,0.10243524387443305,-0.05939917001505867
vol_velocity_1b,1h,5,DOWN_SMOOTH,4662,-916.5905190905191,67979.75192471566,-0.039918774442330676,-0.09693455017889518,-0.021688630509045757
vol_velocity_1b,1h,5,DOWN_CHOPPY,2988,2052.1074297188757,54553.31438041498,-0.02823162468994888,-0.04298077566088597,-0.040832848692692734
vol_velocity_1b,1h,5,FLAT_SMOOTH,9870,-1374.156129685917,44304.608525205054,0.024699182610089403,0.03032999094286493,-0.07811389508285164
vol_velocity_1b,1h,5,FLAT_CHOPPY,18315,586.9081081081081,55589.519870361604,-0.024607960564842882,-0.06681979424851799,0.005894904032397101
vol_velocity_1b,4h,6,UP_SMOOTH,7146,13972.764903442485,287224.11727999186,0.1108899961739889,0.11700244006839755,0.09841002023159656
vol_velocity_1b,4h,6,UP_CHOPPY,3924,17363.217125382263,321096.0466783555,0.04787750265933664,0.05670849107592112,0.11780775022700922
vol_velocity_1b,4h,6,DOWN_SMOOTH,4662,17418.52724152724,336551.6012627222,-0.02609878734043095,0.0030410315268754565,-0.13604292889820754
vol_velocity_1b,4h,6,DOWN_CHOPPY,2988,31772.371485943775,332050.78831244813,-0.05776983339640947,-0.05637230387876753,-0.1289948573250035
vol_velocity_1b,4h,6,FLAT_SMOOTH,9786,-8032.960862456571,269687.14566158166,0.033213437310274985,0.02655289488345744,0.010646689645282693
vol_velocity_1b,4h,6,FLAT_CHOPPY,18315,18645.08364728365,328431.28840769135,-0.00036735762262170453,-0.004750099695638052,-0.0036336864895459876
vol_velocity_1b,1D,7,UP_SMOOTH,7146,-55545.742233417295,989012.9132290405,0.021939212309487463,0.029105805565815754,0.02346074607105826
vol_velocity_1b,1D,7,UP_CHOPPY,3924,112898.30886850152,1253684.1065941467,-0.11361526593673334,-0.19126733198302695,-0.1734452746620253
vol_velocity_1b,1D,7,DOWN_SMOOTH,4662,-151051.722007722,1278187.0168893465,0.059463607179318125,0.05468833453712396,0.09210086166433036
vol_velocity_1b,1D,7,DOWN_CHOPPY,2988,204752.05220883535,827911.9919956723,0.0071684239830800515,0.01517750515599652,0.004353308949792395
vol_velocity_1b,1D,7,FLAT_SMOOTH,9606,-326202.8775765147,1026163.4923726396,0.015777555027030293,0.011547488108842555,0.003893093277490283
vol_velocity_1b,1D,7,FLAT_CHOPPY,18315,196426.292001092,896164.6903768502,-0.04177735242620207,-0.051487348528804856,-0.05205649216470926
vol_accel_1b,5s,0,UP_SMOOTH,7146,4.564371676462357,123.4969849920681,-0.03879795878308674,-0.008034656406738137,-0.00346250389756708
vol_accel_1b,5s,0,UP_CHOPPY,3924,6.315239551478084,108.52041603026106,-0.0050618944149545255,-0.015532654246753827,0.04131157262599586
vol_accel_1b,5s,0,DOWN_SMOOTH,4662,5.883097383097383,113.39100403388103,-0.03812099524184252,-0.01537289377602389,-0.03550060660133608
vol_accel_1b,5s,0,DOWN_CHOPPY,2988,6.625167336010709,119.31393880478183,-0.017627978238723738,-0.041266308792096196,-0.0366420893048203
vol_accel_1b,5s,0,FLAT_SMOOTH,9893,3.1729505711108863,79.47968689474291,-0.006649030990276432,0.0059077342536692605,-0.012163846544462183
vol_accel_1b,5s,0,FLAT_CHOPPY,18315,3.9307125307125306,103.32545664259797,0.014016815243728206,0.003284112730550166,-0.017673570341335137
vol_accel_1b,15s,1,UP_SMOOTH,7146,3.7653232577665827,224.12565552927944,0.009751102524842304,0.004983036253424888,0.015096220289056179
vol_accel_1b,15s,1,UP_CHOPPY,3924,6.603211009174312,205.0786236932254,0.011988993371393461,-0.0005634661428788244,-0.009327625019115514
vol_accel_1b,15s,1,DOWN_SMOOTH,4662,1.2619047619047619,246.2254154538469,-0.002966252345015083,0.00991154160659838,-0.025520614250776504
vol_accel_1b,15s,1,DOWN_CHOPPY,2988,0.7965194109772423,213.1689865542866,0.024642338576325702,0.010621098647683028,-0.038645353494040816
vol_accel_1b,15s,1,FLAT_SMOOTH,9893,3.662488628323057,153.95738758142002,-0.003774419575926991,-0.00865892848007494,-0.0119393619185793
vol_accel_1b,15s,1,FLAT_CHOPPY,18315,3.73005733005733,206.15241895706112,0.02534760826883836,0.006089355293347614,-0.00831734353368487
vol_accel_1b,1m,2,UP_SMOOTH,7146,31.506437167646236,1163.1091781453788,-0.04759183402123121,-0.021642969864399137,-0.0024686099308109375
vol_accel_1b,1m,2,UP_CHOPPY,3924,33.19317023445464,1218.026982779545,0.013707935938416741,-0.043859202917745775,0.008470207008691921
vol_accel_1b,1m,2,DOWN_SMOOTH,4662,25.85993135993136,1362.4615180421367,0.005144428406190955,0.021822277492933032,-0.010281666594907776
vol_accel_1b,1m,2,DOWN_CHOPPY,2988,5.148259705488621,1343.422205412343,-0.05608613680321003,-0.007791575643483993,-0.020412931475217125
vol_accel_1b,1m,2,FLAT_SMOOTH,9893,1.608612150005054,1023.8742421886934,-0.013122826291401761,-0.0027637444569944877,-0.012852006934181396
vol_accel_1b,1m,2,FLAT_CHOPPY,18315,25.10936390936391,1251.7779217062875,-0.008320169274614351,-0.015637466848751124,0.0035301664790306727
vol_accel_1b,5m,3,UP_SMOOTH,7146,-0.8136020151133502,5181.990418282789,0.005577963483790554,-0.0008794921440101567,-5.669519440254037e-05
vol_accel_1b,5m,3,UP_CHOPPY,3924,0.7872069317023446,6260.859986167306,0.014509486112315863,0.003284307468661066,-0.009105222921025186
vol_accel_1b,5m,3,DOWN_SMOOTH,4662,-2.6776061776061777,6206.026117721389,-0.006873103480156049,0.006046583695964952,0.0019696947284461243
vol_accel_1b,5m,3,DOWN_CHOPPY,2988,6.284805890227577,6015.790422477506,0.013171696384516492,0.0057095170385722226,0.0006648033126089596
vol_accel_1b,5m,3,FLAT_SMOOTH,9890,11.197067745197169,4539.973542246561,-0.006246150397190623,0.003517089510747596,-0.001703575235446336
vol_accel_1b,5m,3,FLAT_CHOPPY,18315,1.4235326235326236,5980.963892542872,0.001264354375369635,0.004089474104589037,-0.0027384239937049792
vol_accel_1b,15m,4,UP_SMOOTH,7146,-8.372096277637839,19437.852425835907,-0.025165880892197203,-0.034250739065939305,0.010297301422716296
vol_accel_1b,15m,4,UP_CHOPPY,3924,-21.386340468909275,21483.840686520864,-0.0548875784983529,-0.04827328895766239,0.03229084679884692
vol_accel_1b,15m,4,DOWN_SMOOTH,4662,-16.835907335907336,21016.810331809786,0.011724014859045995,0.06463244070440378,-0.0412241813921711
vol_accel_1b,15m,4,DOWN_CHOPPY,2988,-10.134538152610443,21635.19145634529,-0.020754386977547824,0.017441918834420988,0.019030531799094582
vol_accel_1b,15m,4,FLAT_SMOOTH,9885,-1.9048052604957006,15398.931523882764,-0.0283996815084677,0.0036659260907754582,0.011365552355060368
vol_accel_1b,15m,4,FLAT_CHOPPY,18315,-16.333114933114935,19892.764604712214,-0.026519846935782777,0.0090736436491373,0.009078111637421879
vol_accel_1b,1h,5,UP_SMOOTH,7146,152.48992443324937,72819.58837736706,-0.014919567258293047,0.03902915275942511,-0.007634026047456943
vol_accel_1b,1h,5,UP_CHOPPY,3924,-187.2125382262997,78608.68386114172,0.10360665281340338,0.12255510038520204,-0.08806224054176967
vol_accel_1b,1h,5,DOWN_SMOOTH,4662,-577.5482625482625,94679.78708163089,-0.030192843677419066,-0.051625671565270995,-0.03937911168941178
vol_accel_1b,1h,5,DOWN_CHOPPY,2988,164.67302543507364,68833.87281112812,0.023311672689205736,0.02685969321715176,-0.022985591579677417
vol_accel_1b,1h,5,FLAT_SMOOTH,9858,82.86640292148509,61112.80756695165,0.06651452039525377,0.05674378018222104,0.02135070757495025
vol_accel_1b,1h,5,FLAT_CHOPPY,18315,-41.62080262080262,74713.95678029516,-0.02310634757894192,-0.05408305469436247,0.0029107357429435754
vol_accel_1b,4h,6,UP_SMOOTH,7146,53716.033445284076,389881.9572904232,0.07667360619604471,0.07523281018918258,0.04896593276204822
vol_accel_1b,4h,6,UP_CHOPPY,3924,34623.64322120285,436844.01025333256,-0.013955264456541832,-0.04134097637571328,0.03335444131909315
vol_accel_1b,4h,6,DOWN_SMOOTH,4662,68856.16537966538,426302.3422679749,0.041224271007344375,0.08084611990438377,-0.022211690361422107
vol_accel_1b,4h,6,DOWN_CHOPPY,2988,46178.92135207497,433310.1654888239,0.007872166224601547,0.03307757207067147,-0.039270013866261416
vol_accel_1b,4h,6,FLAT_SMOOTH,9738,39005.50472376258,363060.7683567188,0.041245356412961696,0.042728562712758086,0.02280005494924683
vol_accel_1b,4h,6,FLAT_CHOPPY,18315,35597.601583401585,435035.52751004987,0.0008000070686857368,0.0007527153865041927,0.0097502505124977
vol_accel_1b,1D,7,UP_SMOOTH,6978,-293882.75838349096,1716510.736308907,-0.05076096261934141,-0.055559768194163056,-0.04001661376422522
