**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

concept,5s,15s,1m,5m,15m,1h,4h,1D
bar_range,0.12470096973518079,0.15587527636349596,0.12369856615598385,0.09070874234808718,0.06750686630586118,0.11971267911204769,0.18100415621419438,0.039235818942731863
body,0.029623169065392384,0.007320605941350444,0.08005874596318648,-0.09898058099207818,-0.20797579960031312,-0.13853084950102001,0.06460808077041248,-0.15613622292450638
price_accel_1b,0.03869589971706385,-0.006184443358895127,0.11728080257874256,-0.010110151500524849,-0.09172417513742895,-0.13933217248963814,0.06922940650016236,-0.027979245861340794
price_accel_w,-0.0151783968426316,0.022298794760947503,0.0755650847799367,-0.058839554679399664,-0.18136155593549075,-0.03253782949530912,0.07517700648443788,-0.13292290520889513
price_mean_w,-0.17732136604745202,-0.17722367312851206,-0.1751728234411043,-0.17135257722674546,-0.16664555421203406,-0.1617595674305886,-0.1287761447560454,-0.12527804395501754
price_sigma_w,0.10035559774344256,0.05129019760518188,0.06323984066689149,0.04246827126748927,0.12092470331334736,0.13139664092219466,0.17398003407220677,0.18838524459940206
price_velocity_1b,0.02230251326635232,-0.0011259198444836186,0.07994013943176688,-0.09949137570063689,-0.20876804888004652,-0.13910995210558674,0.06482591377701999,-0.19484931207020967
price_velocity_w,0.05935817372302134,-0.022017128877019308,-0.18679230566532448,-0.22052974691318583,-0.12977942979871399,-0.09360587241811455,-0.20956665998548268,-0.19184152277596295
vol_accel_1b,0.04131157262599586,-0.009327625019115514,0.008470207008691921,-0.009105222921025186,0.03229084679884692,-0.08806224054176967,0.03335444131909315,-0.14387709936346493
vol_accel_w,0.02894136015454903,-0.013785438337906637,0.006793918238917927,0.02341330772304805,0.006393570789565294,-0.02590146357657434,0.03702944343234389,-0.1482830458566181
vol_mean_w,0.10972952162342577,0.15002118701807945,0.1563659225707786,0.11119172285270755,0.14345886656180779,0.04434359256802254,0.14557245648877584,0.14691330501464175
vol_sigma_w,0.07485141587482681,0.08975360460022865,0.12412071176287105,0.14652350982470785,0.09922153243009303,-0.00043847727427428915,0.1411690928808183,0.1405801047262977
vol_velocity_1b,0.03719750368028834,0.006210463155409617,-0.0026838492008871852,0.009491069353165158,0.09467566706691655,-0.05939917001505867,0.11780775022700922,-0.1734452746620253
vol_velocity_w,0.018759754869828362,0.011128210036505028,0.045302903720447124,0.11131092006032765,0.046907782535998366,0.06066365402957533,-0.003899683430314191,-0.016729316111229884
vwap_w,-0.1773204209822394,-0.17724584689635012,-0.17559936884458682,-0.1722768681070363,-0.16745335173813464,-0.15975810383810965,-0.12817997879032506,-0.12125306674054642
