**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

day,entry_ts,leg_dir,entry_price,exit_ts,exit_price,pnl_pts,pnl_usd,r_price,atr_pts
2026_04_28,1777428444,LONG,27266.25,1777429824,27259.5,-6.75,-19.5,21.0,5.25
2026_04_28,1777429824,SHORT,27259.5,1777431094,27271.25,-11.75,-29.5,21.0,5.25
2026_04_28,1777431094,LONG,27271.25,1777439249,27289.75,18.5,31.0,21.0,5.25
2026_04_28,1777439249,SHORT,27289.75,1777440644,27299.5,-9.75,-25.5,21.0,5.25
2026_04_28,1777440644,LONG,27299.5,1777443239,27294.0,-5.5,-17.0,21.0,5.25
2026_04_29,1777448769,SHORT,27223.75,1777449649,27254.0,-30.25,-66.5,43.0,10.75
2026_04_29,1777449649,LONG,27254.0,1777450179,27216.25,-37.75,-81.5,43.0,10.75
2026_04_29,1777450179,SHORT,27216.25,1777451149,27245.0,-28.75,-63.5,43.0,10.75
2026_04_29,1777451149,LONG,27245.0,1777456589,27225.0,-20.0,-46.0,43.0,10.75
2026_04_29,1777456589,SHORT,27225.0,1777457814,27259.75,-34.75,-75.5,43.0,10.75
2026_04_29,1777457814,LONG,27259.75,1777463014,27243.5,-16.25,-38.5,43.0,10.75
2026_04_29,1777463014,SHORT,27243.5,1777466454,27238.25,5.25,4.5,43.0,10.75
2026_04_29,1777466454,LONG,27238.25,1777468954,27206.5,-31.75,-69.5,43.0,10.75
2026_04_29,1777468954,SHORT,27206.5,1777469819,27171.75,34.75,63.5,43.0,10.75
2026_04_29,1777469819,LONG,27171.75,1777471319,27189.5,17.75,29.5,43.0,10.75
2026_04_29,1777471319,SHORT,27189.5,1777472289,27224.75,-35.25,-76.5,43.0,10.75
2026_04_29,1777472289,LONG,27224.75,1777475329,27269.0,44.25,82.5,43.0,10.75
2026_04_29,1777475329,SHORT,27269.0,1777476004,27265.5,3.5,1.0,43.0,10.75
2026_04_29,1777476004,LONG,27265.5,1777477954,27251.0,-14.5,-35.0,43.0,10.75
2026_04_29,1777477954,SHORT,27251.0,1777478489,27246.75,4.25,2.5,43.0,10.75
2026_04_29,1777478489,LONG,27246.75,1777479494,27227.25,-19.5,-45.0,43.0,10.75
2026_04_29,1777479494,SHORT,27227.25,1777480824,27203.25,24.0,42.0,43.0,10.75
2026_04_29,1777480824,LONG,27203.25,1777482209,27173.75,-29.5,-65.0,43.0,10.75
2026_04_29,1777482209,SHORT,27173.75,1777482664,27214.75,-41.0,-88.0,43.0,10.75
2026_04_29,1777482664,LONG,27214.75,1777485784,27207.25,-7.5,-21.0,43.0,10.75
2026_04_29,1777485784,SHORT,27207.25,1777486539,27202.25,5.0,4.0,43.0,10.75
2026_04_29,1777486539,LONG,27202.25,1777487459,27192.5,-9.75,-25.5,43.0,10.75
2026_04_29,1777487459,SHORT,27192.5,1777487704,27228.5,-36.0,-78.0,43.0,10.75
2026_04_29,1777487704,LONG,27228.5,1777487864,27212.25,-16.25,-38.5,43.0,10.75
2026_04_29,1777487864,SHORT,27212.25,1777488439,27225.25,-13.0,-32.0,43.0,10.75
2026_04_29,1777488439,LONG,27225.25,1777491119,27292.0,66.75,127.5,43.0,10.75
2026_04_29,1777491119,SHORT,27292.0,1777492629,27307.25,-15.25,-36.5,43.0,10.75
2026_04_29,1777492629,LONG,27307.25,1777493059,27359.0,51.75,97.5,43.0,10.75
2026_04_29,1777493059,SHORT,27359.0,1777493954,27143.75,215.25,424.5,43.0,10.75
2026_04_29,1777493954,LONG,27143.75,1777494799,27255.25,111.5,217.0,43.0,10.75
2026_04_29,1777494799,SHORT,27255.25,1777500004,27219.75,35.5,65.0,43.0,10.75
2026_04_29,1777500004,LONG,27219.75,1777502429,27455.25,235.5,465.0,43.0,10.75
2026_04_29,1777502429,SHORT,27455.25,1777502824,27496.5,-41.25,-88.5,43.0,10.75
2026_04_29,1777502824,LONG,27496.5,1777504844,27454.25,-42.25,-90.5,43.0,10.75
2026_04_29,1777504844,SHORT,27454.25,1777505914,27499.5,-45.25,-96.5,43.0,10.75
2026_04_29,1777505914,LONG,27499.5,1777510984,27574.75,75.25,144.5,43.0,10.75
2026_04_29,1777510984,SHORT,27574.75,1777516329,27439.75,135.0,264.0,43.0,10.75
2026_04_29,1777516329,LONG,27439.75,1777517264,27414.5,-25.25,-56.5,43.0,10.75
2026_04_29,1777517264,SHORT,27414.5,1777518059,27443.5,-29.0,-64.0,43.0,10.75
2026_04_29,1777518059,LONG,27443.5,1777518809,27408.0,-35.5,-77.0,43.0,10.75
2026_04_29,1777518809,SHORT,27408.0,1777525714,27276.5,131.5,257.0,43.0,10.75
2026_04_29,1777525714,LONG,27276.5,1777526754,27262.75,-13.75,-33.5,43.0,10.75
2026_04_29,1777526754,SHORT,27262.75,1777527304,27287.5,-24.75,-55.5,43.0,10.75
2026_04_29,1777527304,LONG,27287.5,1777528504,27249.0,-38.5,-83.0,43.0,10.75
2026_04_29,1777528504,SHORT,27249.0,1777530359,27232.0,17.0,28.0,43.0,10.75
2026_04_29,1777530359,LONG,27232.0,1777531389,27264.0,32.0,58.0,43.0,10.75
2026_04_30,1777532709,LONG,27302.0,1777533274,27319.75,17.75,29.5,20.0,5.0
2026_04_30,1777533274,SHORT,27319.75,1777533829,27329.75,-10.0,-26.0,20.0,5.0
2026_04_30,1777533829,LONG,27329.75,1777534559,27356.5,26.75,47.5,20.0,5.0
2026_04_30,1777534559,SHORT,27356.5,1777535639,27358.25,-1.75,-9.5,20.0,5.0
2026_04_30,1777535639,LONG,27358.25,1777536364,27359.0,0.75,-4.5,20.0,5.0
2026_04_30,1777536364,SHORT,27359.0,1777536664,27365.5,-6.5,-19.0,20.0,5.0
2026_04_30,1777536664,LONG,27365.5,1777536929,27342.0,-23.5,-53.0,20.0,5.0
2026_04_30,1777536929,SHORT,27342.0,1777537504,27346.25,-4.25,-14.5,20.0,5.0
2026_04_30,1777537504,LONG,27346.25,1777538829,27372.5,26.25,46.5,20.0,5.0
2026_04_30,1777538829,SHORT,27372.5,1777539099,27392.75,-20.25,-46.5,20.0,5.0
2026_04_30,1777539099,LONG,27392.75,1777539189,27375.0,-17.75,-41.5,20.0,5.0
2026_04_30,1777539189,SHORT,27375.0,1777540559,27364.0,11.0,16.0,20.0,5.0
2026_04_30,1777540559,LONG,27364.0,1777540764,27347.5,-16.5,-39.0,20.0,5.0
2026_04_30,1777540764,SHORT,27347.5,1777541194,27353.25,-5.75,-17.5,20.0,5.0
2026_04_30,1777541194,LONG,27353.25,1777541519,27417.5,64.25,122.5,20.0,5.0
2026_04_30,1777541519,SHORT,27417.5,1777543269,27379.75,37.75,69.5,20.0,5.0
2026_04_30,1777543269,LONG,27379.75,1777544044,27379.0,-0.75,-7.5,20.0,5.0
2026_04_30,1777544044,SHORT,27379.0,1777544259,27395.25,-16.25,-38.5,20.0,5.0
2026_04_30,1777544259,LONG,27395.25,1777545299,27401.75,6.5,7.0,20.0,5.0
2026_04_30,1777545299,SHORT,27401.75,1777545964,27394.0,7.75,9.5,20.0,5.0
2026_04_30,1777545964,LONG,27394.0,1777546209,27374.25,-19.75,-45.5,20.0,5.0
2026_04_30,1777546209,SHORT,27374.25,1777546669,27377.75,-3.5,-13.0,20.0,5.0
2026_04_30,1777546669,LONG,27377.75,1777548724,27469.5,91.75,177.5,20.0,5.0
2026_04_30,1777548724,SHORT,27469.5,1777550794,27455.5,14.0,22.0,20.0,5.0
2026_04_30,1777550794,LONG,27455.5,1777552319,27522.75,67.25,128.5,20.0,5.0
2026_04_30,1777552319,SHORT,27522.75,1777553159,27495.5,27.25,48.5,20.0,5.0
2026_04_30,1777553159,LONG,27495.5,1777554614,27517.5,22.0,38.0,20.0,5.0
2026_04_30,1777554614,SHORT,27517.5,1777556489,27299.5,218.0,430.0,20.0,5.0
2026_04_30,1777556489,LONG,27299.5,1777556799,27336.75,37.25,68.5,20.0,5.0
2026_04_30,1777556799,SHORT,27336.75,1777557529,27233.25,103.5,201.0,20.0,5.0
2026_04_30,1777557529,LONG,27233.25,1777558014,27271.25,38.0,70.0,20.0,5.0
2026_04_30,1777558014,SHORT,27271.25,1777558329,27231.0,40.25,74.5,20.0,5.0
2026_04_30,1777558329,LONG,27231.0,1777558489,27245.75,14.75,23.5,20.0,5.0
2026_04_30,1777558489,SHORT,27245.75,1777558709,27196.25,49.5,93.0,20.0,5.0
2026_04_30,1777558709,LONG,27196.25,1777559029,27234.0,37.75,69.5,20.0,5.0
2026_04_30,1777559029,SHORT,27234.0,1777559284,27210.5,23.5,41.0,20.0,5.0
2026_04_30,1777559284,LONG,27210.5,1777559599,27249.0,38.5,71.0,20.0,5.0
2026_04_30,1777559599,SHORT,27249.0,1777560004,27200.0,49.0,92.0,20.0,5.0
2026_04_30,1777560004,LONG,27200.0,1777561364,27377.0,177.0,348.0,20.0,5.0
2026_04_30,1777561364,SHORT,27377.0,1777561669,27382.5,-5.5,-17.0,20.0,5.0
2026_04_30,1777561669,LONG,27382.5,1777561944,27391.75,9.25,12.5,20.0,5.0
2026_04_30,1777561944,SHORT,27391.75,1777562679,27400.5,-8.75,-23.5,20.0,5.0
2026_04_30,1777562679,LONG,27400.5,1777563174,27412.75,12.25,18.5,20.0,5.0
2026_04_30,1777563174,SHORT,27412.75,1777564129,27353.0,59.75,113.5,20.0,5.0
2026_04_30,1777564129,LONG,27353.0,1777564744,27394.0,41.0,76.0,20.0,5.0
2026_04_30,1777564744,SHORT,27394.0,1777565044,27384.25,9.75,13.5,20.0,5.0
2026_04_30,1777565044,LONG,27384.25,1777565819,27412.25,28.0,50.0,20.0,5.0
2026_04_30,1777565819,SHORT,27412.25,1777566559,27415.25,-3.0,-12.0,20.0,5.0
2026_04_30,1777566559,LONG,27415.25,1777567464,27403.5,-11.75,-29.5,20.0,5.0
2026_04_30,1777567464,SHORT,27403.5,1777567774,27400.75,2.75,-0.5,20.0,5.0
2026_04_30,1777567774,LONG,27400.75,1777567889,27379.25,-21.5,-49.0,20.0,5.0
2026_04_30,1777567889,SHORT,27379.25,1777568344,27373.5,5.75,5.5,20.0,5.0
2026_04_30,1777568344,LONG,27373.5,1777569449,27432.75,59.25,112.5,20.0,5.0
2026_04_30,1777569449,SHORT,27432.75,1777569869,27448.5,-15.75,-37.5,20.0,5.0
2026_04_30,1777569869,LONG,27448.5,1777570434,27479.25,30.75,55.5,20.0,5.0
2026_04_30,1777570434,SHORT,27479.25,1777570794,27497.5,-18.25,-42.5,20.0,5.0
2026_04_30,1777570794,LONG,27497.5,1777572499,27565.25,67.75,129.5,20.0,5.0
2026_04_30,1777572499,SHORT,27565.25,1777572984,27577.5,-12.25,-30.5,20.0,5.0
2026_04_30,1777572984,LONG,27577.5,1777573294,27562.25,-15.25,-36.5,20.0,5.0
2026_04_30,1777573294,SHORT,27562.25,1777573829,27575.25,-13.0,-32.0,20.0,5.0
2026_04_30,1777573829,LONG,27575.25,1777575004,27571.5,-3.75,-13.5,20.0,5.0
2026_04_30,1777575004,SHORT,27571.5,1777575674,27563.5,8.0,10.0,20.0,5.0
2026_04_30,1777575674,LONG,27563.5,1777577444,27583.25,19.75,33.5,20.0,5.0
2026_04_30,1777577444,SHORT,27583.25,1777577989,27603.25,-20.0,-46.0,20.0,5.0
2026_04_30,1777577989,LONG,27603.25,1777578604,27597.75,-5.5,-17.0,20.0,5.0
2026_04_30,1777578604,SHORT,27597.75,1777578794,27595.25,2.5,-1.0,20.0,5.0
2026_04_30,1777578794,LONG,27595.25,1777579199,27577.5,-17.75,-41.5,20.0,5.0
2026_04_30,1777579199,SHORT,27577.5,1777579774,27585.75,-8.25,-22.5,20.0,5.0
2026_04_30,1777579774,LONG,27585.75,1777581004,27587.75,2.0,-2.0,20.0,5.0
2026_04_30,1777581004,SHORT,27587.75,1777581164,27603.5,-15.75,-37.5,20.0,5.0
2026_04_30,1777581164,LONG,27603.5,1777581429,27586.25,-17.25,-40.5,20.0,5.0
2026_04_30,1777581429,SHORT,27586.25,1777582209,27601.0,-14.75,-35.5,20.0,5.0
2026_04_30,1777582209,LONG,27601.0,1777586674,27607.75,6.75,7.5,20.0,5.0
2026_04_30,1777586674,SHORT,27607.75,1777586774,27630.5,-22.75,-51.5,20.0,5.0
2026_04_30,1777586774,LONG,27630.5,1777587554,27624.25,-6.25,-18.5,20.0,5.0
2026_04_30,1777587554,SHORT,27624.25,1777589999,27580.25,44.0,82.0,20.0,5.0
2026_04_30,1777589999,LONG,27580.25,1777593249,27600.5,20.25,34.5,20.0,5.0
2026_04_30,1777593249,SHORT,27600.5,1777593739,27618.0,-17.5,-41.0,20.0,5.0
2026_04_30,1777593739,LONG,27618.0,1777594334,27600.0,-18.0,-42.0,20.0,5.0
2026_04_30,1777594334,SHORT,27600.0,1777594549,27615.5,-15.5,-37.0,20.0,5.0
2026_04_30,1777594549,LONG,27615.5,1777597309,27619.0,3.5,1.0,20.0,5.0
2026_04_30,1777597309,SHORT,27619.0,1777597814,27634.25,-15.25,-36.5,20.0,5.0
2026_04_30,1777597814,LONG,27634.25,1777602229,27637.75,3.5,1.0,20.0,5.0
2026_04_30,1777602229,SHORT,27637.75,1777604354,27645.0,-7.25,-20.5,20.0,5.0
2026_04_30,1777604354,LONG,27645.0,1777606769,27652.5,7.5,9.0,20.0,5.0
2026_05_01,1777620074,LONG,27624.75,1777620724,27598.75,-26.0,-58.0,26.0,6.5
2026_05_01,1777620724,SHORT,27598.75,1777629119,27571.5,27.25,48.5,26.0,6.5
2026_05_01,1777629119,LONG,27571.5,1777631739,27554.0,-17.5,-41.0,26.0,6.5
2026_05_01,1777631739,SHORT,27554.0,1777632934,27562.5,-8.5,-23.0,26.0,6.5
2026_05_01,1777632934,LONG,27562.5,1777633809,27546.5,-16.0,-38.0,26.0,6.5
2026_05_01,1777633809,SHORT,27546.5,1777636804,27565.5,-19.0,-44.0,26.0,6.5
2026_05_01,1777636804,LONG,27565.5,1777637539,27547.0,-18.5,-43.0,26.0,6.5
2026_05_01,1777637539,SHORT,27547.0,1777637549,27575.0,-28.0,-62.0,26.0,6.5
2026_05_01,1777637549,LONG,27575.0,1777639169,27598.0,23.0,40.0,26.0,6.5
2026_05_01,1777639169,SHORT,27598.0,1777640744,27595.5,2.5,-1.0,26.0,6.5
2026_05_01,1777640744,LONG,27595.5,1777642959,27765.75,170.25,334.5,26.0,6.5
2026_05_01,1777642959,SHORT,27765.75,1777643319,27784.25,-18.5,-43.0,26.0,6.5
2026_05_01,1777643319,LONG,27784.25,1777644334,27872.25,88.0,170.0,26.0,6.5
2026_05_01,1777644334,SHORT,27872.25,1777644764,27898.25,-26.0,-58.0,26.0,6.5
2026_05_01,1777644764,LONG,27898.25,1777644954,27876.0,-22.25,-50.5,26.0,6.5
2026_05_01,1777644954,SHORT,27876.0,1777645289,27888.0,-12.0,-30.0,26.0,6.5
2026_05_01,1777645289,LONG,27888.0,1777645509,27874.5,-13.5,-33.0,26.0,6.5
2026_05_01,1777645509,SHORT,27874.5,1777646329,27780.75,93.75,181.5,26.0,6.5
2026_05_01,1777646329,LONG,27780.75,1777647009,27810.25,29.5,53.0,26.0,6.5
2026_05_01,1777647009,SHORT,27810.25,1777647109,27822.5,-12.25,-30.5,26.0,6.5
2026_05_01,1777647109,LONG,27822.5,1777647504,27813.75,-8.75,-23.5,26.0,6.5
2026_05_01,1777647504,SHORT,27813.75,1777647889,27799.25,14.5,23.0,26.0,6.5
2026_05_01,1777647889,LONG,27799.25,1777650634,27876.5,77.25,148.5,26.0,6.5
2026_05_01,1777650634,SHORT,27876.5,1777650944,27892.75,-16.25,-38.5,26.0,6.5
2026_05_01,1777650944,LONG,27892.75,1777651559,27875.0,-17.75,-41.5,26.0,6.5
2026_05_01,1777651559,SHORT,27875.0,1777652269,27867.0,8.0,10.0,26.0,6.5
2026_05_01,1777652269,LONG,27867.0,1777652624,27842.25,-24.75,-55.5,26.0,6.5
2026_05_01,1777652624,SHORT,27842.25,1777653429,27837.5,4.75,3.5,26.0,6.5
2026_05_01,1777653429,LONG,27837.5,1777653894,27821.75,-15.75,-37.5,26.0,6.5
2026_05_01,1777653894,SHORT,27821.75,1777654449,27837.5,-15.75,-37.5,26.0,6.5
2026_05_01,1777654449,LONG,27837.5,1777658674,27868.25,30.75,55.5,26.0,6.5
2026_05_01,1777658674,SHORT,27868.25,1777659824,27865.0,3.25,0.5,26.0,6.5
2026_05_01,1777659824,LONG,27865.0,1777660514,27842.25,-22.75,-51.5,26.0,6.5
2026_05_01,1777660514,SHORT,27842.25,1777661759,27823.75,18.5,31.0,26.0,6.5
2026_05_01,1777661759,LONG,27823.75,1777664154,27872.5,48.75,91.5,26.0,6.5
2026_05_01,1777664154,SHORT,27872.5,1777665604,27829.75,42.75,79.5,26.0,6.5
2026_05_01,1777665604,LONG,27829.75,1777666569,27804.25,-25.5,-57.0,26.0,6.5
2026_05_03,1777845614,LONG,27911.25,1777845664,27888.0,-23.25,-52.5,27.0,6.75
2026_05_03,1777845664,SHORT,27888.0,1777848324,27867.75,20.25,34.5,27.0,6.75
2026_05_03,1777848324,LONG,27867.75,1777848594,27847.0,-20.75,-47.5,27.0,6.75
2026_05_03,1777848594,SHORT,27847.0,1777853149,27835.0,12.0,18.0,27.0,6.75
2026_05_03,1777853149,LONG,27835.0,1777853854,27834.75,-0.25,-6.5,27.0,6.75
2026_05_03,1777853854,SHORT,27834.75,1777854494,27835.75,-1.0,-8.0,27.0,6.75
2026_05_03,1777854494,LONG,27835.75,1777856674,27869.5,33.75,61.5,27.0,6.75
2026_05_03,1777856674,SHORT,27869.5,1777857304,27888.0,-18.5,-43.0,27.0,6.75
2026_05_03,1777857304,LONG,27888.0,1777860664,27896.5,8.5,11.0,27.0,6.75
2026_05_03,1777860664,SHORT,27896.5,1777862404,27910.0,-13.5,-33.0,27.0,6.75
2026_05_03,1777862404,LONG,27910.0,1777872549,27936.75,26.75,47.5,27.0,6.75
2026_05_04,1777878539,LONG,27915.25,1777881199,27925.75,10.5,15.0,24.5,6.125
2026_05_04,1777881199,SHORT,27925.75,1777883129,27892.25,33.5,61.0,24.5,6.125
2026_05_04,1777883129,LONG,27892.25,1777885269,27884.5,-7.75,-21.5,24.5,6.125
2026_05_04,1777885269,SHORT,27884.5,1777885864,27909.0,-24.5,-55.0,24.5,6.125
2026_05_04,1777885864,LONG,27909.0,1777888694,27897.5,-11.5,-29.0,24.5,6.125
2026_05_04,1777888694,SHORT,27897.5,1777889394,27699.5,198.0,390.0,24.5,6.125
2026_05_04,1777889394,LONG,27699.5,1777889524,27676.0,-23.5,-53.0,24.5,6.125
2026_05_04,1777889524,SHORT,27676.0,1777889749,27698.75,-22.75,-51.5,24.5,6.125
2026_05_04,1777889749,LONG,27698.75,1777889939,27694.0,-4.75,-15.5,24.5,6.125
2026_05_04,1777889939,SHORT,27694.0,1777890179,27693.5,0.5,-5.0,24.5,6.125
2026_05_04,1777890179,LONG,27693.5,1777890754,27817.25,123.75,241.5,24.5,6.125
2026_05_04,1777890754,SHORT,27817.25,1777891164,27831.25,-14.0,-34.0,24.5,6.125
2026_05_04,1777891164,LONG,27831.25,1777892014,27808.0,-23.25,-52.5,24.5,6.125
2026_05_04,1777892014,SHORT,27808.0,1777892464,27830.75,-22.75,-51.5,24.5,6.125
2026_05_04,1777892464,LONG,27830.75,1777892569,27817.75,-13.0,-32.0,24.5,6.125
2026_05_04,1777892569,SHORT,27817.75,1777893004,27826.0,-8.25,-22.5,24.5,6.125
2026_05_04,1777893004,LONG,27826.0,1777893914,27818.5,-7.5,-21.0,24.5,6.125
2026_05_04,1777893914,SHORT,27818.5,1777894899,27810.0,8.5,11.0,24.5,6.125
2026_05_04,1777894899,LONG,27810.0,1777895194,27797.75,-12.25,-30.5,24.5,6.125
2026_05_04,1777895194,SHORT,27797.75,1777895469,27821.0,-23.25,-52.5,24.5,6.125
2026_05_04,1777895469,LONG,27821.0,1777897894,27850.75,29.75,53.5,24.5,6.125
2026_05_04,1777897894,SHORT,27850.75,1777898289,27866.75,-16.0,-38.0,24.5,6.125
2026_05_04,1777898289,LONG,27866.75,1777899249,27850.25,-16.5,-39.0,24.5,6.125
2026_05_04,1777899249,SHORT,27850.25,1777899714,27827.25,23.0,40.0,24.5,6.125
2026_05_04,1777899714,LONG,27827.25,1777901454,27843.5,16.25,26.5,24.5,6.125
2026_05_04,1777901454,SHORT,27843.5,1777902064,27847.75,-4.25,-14.5,24.5,6.125
2026_05_04,1777902064,LONG,27847.75,1777902244,27853.75,6.0,6.0,24.5,6.125
2026_05_04,1777902244,SHORT,27853.75,1777902374,27879.5,-25.75,-57.5,24.5,6.125
2026_05_04,1777902374,LONG,27879.5,1777902604,27860.5,-19.0,-44.0,24.5,6.125
2026_05_04,1777902604,SHORT,27860.5,1777902974,27870.25,-9.75,-25.5,24.5,6.125
2026_05_04,1777902974,LONG,27870.25,1777903359,27870.0,-0.25,-6.5,24.5,6.125
2026_05_04,1777903359,SHORT,27870.0,1777903704,27865.0,5.0,4.0,24.5,6.125
2026_05_04,1777903704,LONG,27865.0,1777904259,27885.5,20.5,35.0,24.5,6.125
2026_05_04,1777904259,SHORT,27885.5,1777904414,27908.25,-22.75,-51.5,24.5,6.125
2026_05_04,1777904414,LONG,27908.25,1777904969,27881.75,-26.5,-59.0,24.5,6.125
2026_05_04,1777904969,SHORT,27881.75,1777905109,27890.5,-8.75,-23.5,24.5,6.125
2026_05_04,1777905109,LONG,27890.5,1777906594,27913.75,23.25,40.5,24.5,6.125
2026_05_04,1777906594,SHORT,27913.75,1777906849,27885.5,28.25,50.5,24.5,6.125
2026_05_04,1777906849,LONG,27885.5,1777907349,27870.75,-14.75,-35.5,24.5,6.125
2026_05_04,1777907349,SHORT,27870.75,1777908154,27745.75,125.0,244.0,24.5,6.125
2026_05_04,1777908154,LONG,27745.75,1777908634,27762.25,16.5,27.0,24.5,6.125
2026_05_04,1777908634,SHORT,27762.25,1777908999,27746.5,15.75,25.5,24.5,6.125
2026_05_04,1777908999,LONG,27746.5,1777909209,27730.5,-16.0,-38.0,24.5,6.125
2026_05_04,1777909209,SHORT,27730.5,1777909454,27753.0,-22.5,-51.0,24.5,6.125
2026_05_04,1777909454,LONG,27753.0,1777909674,27737.5,-15.5,-37.0,24.5,6.125
2026_05_04,1777909674,SHORT,27737.5,1777909954,27749.0,-11.5,-29.0,24.5,6.125
2026_05_04,1777909954,LONG,27749.0,1777910269,27742.5,-6.5,-19.0,24.5,6.125
2026_05_04,1777910269,SHORT,27742.5,1777910894,27652.0,90.5,175.0,24.5,6.125
2026_05_04,1777910894,LONG,27652.0,1777911289,27658.5,6.5,7.0,24.5,6.125
2026_05_04,1777911289,SHORT,27658.5,1777911414,27660.25,-1.75,-9.5,24.5,6.125
2026_05_04,1777911414,LONG,27660.25,1777912039,27718.0,57.75,109.5,24.5,6.125
2026_05_04,1777912039,SHORT,27718.0,1777912454,27735.75,-17.75,-41.5,24.5,6.125
2026_05_04,1777912454,LONG,27735.75,1777912639,27717.5,-18.25,-42.5,24.5,6.125
2026_05_04,1777912639,SHORT,27717.5,1777913014,27727.25,-9.75,-25.5,24.5,6.125
2026_05_04,1777913014,LONG,27727.25,1777913189,27706.0,-21.25,-48.5,24.5,6.125
2026_05_04,1777913189,SHORT,27706.0,1777914099,27724.75,-18.75,-43.5,24.5,6.125
2026_05_04,1777914099,LONG,27724.75,1777914784,27730.0,5.25,4.5,24.5,6.125
2026_05_04,1777914784,SHORT,27730.0,1777915034,27758.75,-28.75,-63.5,24.5,6.125
2026_05_04,1777915034,LONG,27758.75,1777916094,27776.75,18.0,30.0,24.5,6.125
2026_05_04,1777916094,SHORT,27776.75,1777916619,27779.25,-2.5,-11.0,24.5,6.125
2026_05_04,1777916619,LONG,27779.25,1777918419,27791.75,12.5,19.0,24.5,6.125
2026_05_04,1777918419,SHORT,27791.75,1777919344,27761.5,30.25,54.5,24.5,6.125
2026_05_04,1777919344,LONG,27761.5,1777919854,27747.0,-14.5,-35.0,24.5,6.125
2026_05_04,1777919854,SHORT,27747.0,1777920574,27745.5,1.5,-3.0,24.5,6.125
2026_05_04,1777920574,LONG,27745.5,1777922744,27756.5,11.0,16.0,24.5,6.125
2026_05_04,1777922744,SHORT,27756.5,1777922919,27782.5,-26.0,-58.0,24.5,6.125
2026_05_04,1777922919,LONG,27782.5,1777923714,27766.5,-16.0,-38.0,24.5,6.125
2026_05_04,1777923714,SHORT,27766.5,1777924144,27785.5,-19.0,-44.0,24.5,6.125
2026_05_04,1777924144,LONG,27785.5,1777924254,27763.25,-22.25,-50.5,24.5,6.125
2026_05_04,1777924254,SHORT,27763.25,1777924749,27774.75,-11.5,-29.0,24.5,6.125
2026_05_04,1777924749,LONG,27774.75,1777924949,27755.25,-19.5,-45.0,24.5,6.125
2026_05_04,1777924949,SHORT,27755.25,1777926654,27763.75,-8.5,-23.0,24.5,6.125
2026_05_04,1777926654,LONG,27763.75,1777934939,27757.75,-6.0,-18.0,24.5,6.125
2026_05_04,1777934939,SHORT,27757.75,1777939309,27761.0,-3.25,-12.5,24.5,6.125
2026_05_04,1777939309,LONG,27761.0,1777940119,27766.0,5.0,4.0,24.5,6.125
2026_05_04,1777940119,SHORT,27766.0,1777941244,27765.75,0.25,-5.5,24.5,6.125
2026_05_04,1777941244,LONG,27765.75,1777941739,27753.0,-12.75,-31.5,24.5,6.125
2026_05_04,1777941739,SHORT,27753.0,1777942214,27783.5,-30.5,-67.0,24.5,6.125
2026_05_04,1777942214,LONG,27783.5,1777949349,27814.75,31.25,56.5,24.5,6.125
2026_05_04,1777949349,SHORT,27814.75,1777950634,27829.25,-14.5,-35.0,24.5,6.125
2026_05_04,1777950634,LONG,27829.25,1777955469,27834.0,4.75,3.5,24.5,6.125
2026_05_04,1777955469,SHORT,27834.0,1777958689,27845.5,-11.5,-29.0,24.5,6.125
2026_05_04,1777958689,LONG,27845.5,1777961159,27845.25,-0.25,-6.5,24.5,6.125
2026_05_04,1777961159,SHORT,27845.25,1777962829,27844.5,0.75,-4.5,24.5,6.125
2026_05_05,1777964774,LONG,27902.0,1777967069,27901.25,-0.75,-7.5,23.0,5.75
2026_05_05,1777967069,SHORT,27901.25,1777968274,27901.0,0.25,-5.5,23.0,5.75
2026_05_05,1777968274,LONG,27901.0,1777971969,27911.0,10.0,14.0,23.0,5.75
2026_05_05,1777971969,SHORT,27911.0,1777972169,27936.25,-25.25,-56.5,23.0,5.75
2026_05_05,1777972169,LONG,27936.25,1777972859,27915.0,-21.25,-48.5,23.0,5.75
2026_05_05,1777972859,SHORT,27915.0,1777973439,27937.5,-22.5,-51.0,23.0,5.75
2026_05_05,1777973439,LONG,27937.5,1777974739,27931.0,-6.5,-19.0,23.0,5.75
2026_05_05,1777974739,SHORT,27931.0,1777977269,27946.25,-15.25,-36.5,23.0,5.75
2026_05_05,1777977269,LONG,27946.25,1777977824,27933.0,-13.25,-32.5,23.0,5.75
2026_05_05,1777977824,SHORT,27933.0,1777980459,27923.75,9.25,12.5,23.0,5.75
2026_05_05,1777980459,LONG,27923.75,1777983669,27980.25,56.5,107.0,23.0,5.75
2026_05_05,1777983669,SHORT,27980.25,1777986399,27994.25,-14.0,-34.0,23.0,5.75
2026_05_05,1777986399,LONG,27994.25,1777987139,27979.75,-14.5,-35.0,23.0,5.75
2026_05_05,1777987139,SHORT,27979.75,1777987679,27997.75,-18.0,-42.0,23.0,5.75
2026_05_05,1777987679,LONG,27997.75,1777988899,28074.75,77.0,148.0,23.0,5.75
2026_05_05,1777988899,SHORT,28074.75,1777989019,28103.5,-28.75,-63.5,23.0,5.75
2026_05_05,1777989019,LONG,28103.5,1777989284,28079.5,-24.0,-54.0,23.0,5.75
