trade_idx,day,tier,direction,actual_pnl,best_pnl,best_action,early_bars,timestamp,pattern,pattern_label
29,2025_01_02,FADE_MOMENTUM,long,277.5,575.5,counter_extended,88,1735830720.0,2,FADE_MOMENTUM.2
322,2025_01_13,FADE_MOMENTUM,short,42.0,321.5,counter_extended,7,1736779680.0,1,FADE_MOMENTUM.1
830,2025_01_29,FADE_MOMENTUM,long,25.5,372.0,same_extended,67,1738177800.0,4,FADE_MOMENTUM.4
834,2025_01_29,FADE_MOMENTUM,long,57.5,247.0,same_early,110,1738185540.0,0,FADE_MOMENTUM.0
1696,2025_02_27,FADE_MOMENTUM,long,311.0,682.0,counter_extended,43,1740669540.0,3,FADE_MOMENTUM.3
1859,2025_03_05,FADE_MOMENTUM,long,47.5,812.5,same_extended,28,1741188240.0,0,FADE_MOMENTUM.0
1992,2025_03_10,FADE_MOMENTUM,long,16.5,390.5,counter_extended,13,1741636020.0,0,FADE_MOMENTUM.0
2424,2025_04_03,FADE_MOMENTUM,long,-52.5,633.0,counter_extended,18,1743688620.0,0,FADE_MOMENTUM.0
2465,2025_04_04,FADE_MOMENTUM,long,-29.5,660.5,counter_extended,100,1743766920.0,3,FADE_MOMENTUM.3
2468,2025_04_04,FADE_MOMENTUM,short,133.0,1263.5,same_extended,30,1743773700.0,0,FADE_MOMENTUM.0
2472,2025_04_04,FADE_MOMENTUM,long,-275.0,1220.0,counter_extended,98,1743780960.0,3,FADE_MOMENTUM.3
2518,2025_04_07,FADE_MOMENTUM,long,1494.0,2072.0,same_extended,49,1744036260.0,2,FADE_MOMENTUM.2
2526,2025_04_07,FADE_MOMENTUM,short,187.5,721.0,same_extended,86,1744050300.0,0,FADE_MOMENTUM.0
2577,2025_04_09,FADE_MOMENTUM,short,40.5,881.5,same_extended,44,1744164780.0,1,FADE_MOMENTUM.1
2647,2025_04_10,FADE_MOMENTUM,long,318.5,428.0,same_early,69,1744309800.0,0,FADE_MOMENTUM.0
2649,2025_04_10,FADE_MOMENTUM,short,-25.5,695.5,same_extended,105,1744311960.0,0,FADE_MOMENTUM.0
2672,2025_04_11,FADE_MOMENTUM,short,85.0,645.5,same_extended,72,1744355940.0,0,FADE_MOMENTUM.0
2685,2025_04_11,FADE_MOMENTUM,short,-44.5,865.0,counter_extended,11,1744382340.0,1,FADE_MOMENTUM.1
3220,2025_04_30,FADE_MOMENTUM,short,-31.5,807.0,counter_extended,62,1746036900.0,1,FADE_MOMENTUM.1
3438,2025_05_07,FADE_MOMENTUM,long,-38.5,571.5,same_extended,4,1746641520.0,0,FADE_MOMENTUM.0
3874,2025_05_21,FADE_MOMENTUM,short,-15.0,328.5,same_extended,71,1747850400.0,1,FADE_MOMENTUM.1
5184,2025_07_16,FADE_MOMENTUM,long,123.0,255.5,counter_at_exit,110,1752678900.0,4,FADE_MOMENTUM.4
7441,2025_10_15,FADE_MOMENTUM,long,-174.5,307.5,same_extended,119,1760549340.0,3,FADE_MOMENTUM.3
7871,2025_10_30,FADE_MOMENTUM,short,29.0,124.0,same_extended,62,1761799920.0,1,FADE_MOMENTUM.1
8378,2025_11_16,FADE_MOMENTUM,long,114.0,200.0,same_extended,18,1763335320.0,4,FADE_MOMENTUM.4
8452,2025_11_18,FADE_MOMENTUM,long,256.5,811.0,same_extended,15,1763482560.0,0,FADE_MOMENTUM.0
8455,2025_11_18,FADE_MOMENTUM,long,323.5,518.5,same_extended,106,1763488020.0,0,FADE_MOMENTUM.0
