trade_idx,day,tier,direction,actual_pnl,best_pnl,best_action,early_bars,timestamp,pattern,pattern_label
483,2025_01_17,CASCADE,short,26.0,107.5,same_extended,120,1737092880.0,4,CASCADE.4
943,2025_02_03,CASCADE,short,11.5,338.5,counter_extended,117,1738574040.0,2,CASCADE.2
969,2025_02_04,CASCADE,long,18.0,509.5,counter_extended,88,1738635120.0,1,CASCADE.1
979,2025_02_04,CASCADE,long,35.0,253.0,same_extended,110,1738650900.0,1,CASCADE.1
1127,2025_02_07,CASCADE,long,54.0,173.0,counter_extended,96,1738950960.0,1,CASCADE.1
1484,2025_02_20,CASCADE,long,-1.0,278.5,same_extended,120,1740070020.0,2,CASCADE.2
1525,2025_02_21,CASCADE,long,7.0,631.5,counter_extended,117,1740156600.0,0,CASCADE.0
1551,2025_02_24,CASCADE,short,14.0,159.5,same_extended,73,1740380220.0,0,CASCADE.0
1686,2025_02_27,CASCADE,short,17.5,177.0,counter_extended,120,1740639900.0,0,CASCADE.0
1854,2025_03_05,CASCADE,long,99.0,485.0,counter_extended,113,1741178340.0,1,CASCADE.1
3091,2025_04_25,CASCADE,short,39.5,43.0,same_early,68,1745614140.0,4,CASCADE.4
3670,2025_05_15,CASCADE,long,15.0,421.0,same_extended,31,1747302300.0,1,CASCADE.1
3909,2025_05_22,CASCADE,short,82.5,263.5,counter_extended,80,1747921440.0,2,CASCADE.2
4282,2025_06_04,CASCADE,long,7.0,71.5,counter_extended,65,1749066540.0,1,CASCADE.1
4353,2025_06_06,CASCADE,long,36.0,278.5,same_extended,11,1749229560.0,1,CASCADE.1
4924,2025_07_08,CASCADE,long,22.5,101.0,counter_extended,106,1751998320.0,1,CASCADE.1
5052,2025_07_11,CASCADE,short,44.5,126.0,same_extended,50,1752249840.0,2,CASCADE.2
5063,2025_07_13,CASCADE,long,10.5,71.5,counter_extended,42,1752447540.0,1,CASCADE.1
5352,2025_07_22,CASCADE,short,18.0,107.0,same_extended,84,1753207500.0,2,CASCADE.2
5473,2025_07_25,CASCADE,short,11.5,118.5,counter_extended,65,1753454580.0,2,CASCADE.2
5493,2025_07_28,CASCADE,short,8.5,83.5,counter_extended,88,1753666500.0,1,CASCADE.1
5515,2025_07_28,CASCADE,long,-86.0,154.0,counter_extended,35,1753709280.0,1,CASCADE.1
5518,2025_07_28,CASCADE,long,34.0,88.5,counter_extended,16,1753712640.0,1,CASCADE.1
5771,2025_08_05,CASCADE,long,8.5,375.5,counter_extended,4,1754385000.0,1,CASCADE.1
5898,2025_08_08,CASCADE,short,29.0,175.0,counter_extended,101,1754673660.0,1,CASCADE.1
5997,2025_08_13,CASCADE,long,17.5,166.5,same_extended,13,1755066540.0,1,CASCADE.1
6396,2025_08_27,CASCADE,long,1.5,153.0,counter_extended,52,1756284780.0,1,CASCADE.1
6520,2025_09_02,CASCADE,long,8.5,375.5,counter_extended,2,1756786500.0,1,CASCADE.1
6639,2025_09_04,CASCADE,short,15.5,18.5,same_early,105,1757029440.0,4,CASCADE.4
7165,2025_10_07,CASCADE,long,21.5,114.5,same_extended,50,1759800900.0,1,CASCADE.1
7379,2025_10_14,CASCADE,long,124.5,249.5,counter_extended,119,1760426460.0,1,CASCADE.1
7548,2025_10_20,CASCADE,long,6.0,549.5,same_extended,3,1760956080.0,1,CASCADE.1
7582,2025_10_21,CASCADE,long,-10.5,69.0,same_extended,105,1761027000.0,1,CASCADE.1
7636,2025_10_22,CASCADE,long,107.5,272.5,same_extended,103,1761151440.0,3,CASCADE.3
7849,2025_10_29,CASCADE,long,47.5,351.5,counter_extended,86,1761751560.0,1,CASCADE.1
7988,2025_11_04,CASCADE,long,12.0,512.5,counter_extended,42,1762222020.0,0,CASCADE.0
8126,2025_11_07,CASCADE,short,9.0,562.5,same_extended,44,1762502700.0,0,CASCADE.0
8164,2025_11_10,CASCADE,short,24.5,205.0,counter_extended,98,1762738980.0,2,CASCADE.2
8408,2025_11_17,CASCADE,long,35.5,364.5,counter_extended,117,1763382840.0,1,CASCADE.1
8813,2025_12_02,CASCADE,long,14.5,289.0,same_extended,9,1764653160.0,1,CASCADE.1
8871,2025_12_03,CASCADE,long,0.0,442.5,same_extended,38,1764773520.0,3,CASCADE.3
9055,2025_12_10,CASCADE,short,3.5,165.5,same_extended,34,1765350840.0,2,CASCADE.2
9069,2025_12_10,CASCADE,long,77.0,537.5,same_extended,24,1765378740.0,2,CASCADE.2
