trade_idx,day,tier,direction,actual_pnl,best_pnl,best_action,early_bars,timestamp,pattern,pattern_label
0,2025_01_01,FADE_CALM,long,-58.0,61.5,counter_early,41,1735775100.0,0,FADE_CALM.0
1,2025_01_01,FADE_CALM,short,-15.5,15.5,counter_early,55,1735775995.0,3,FADE_CALM.3
2,2025_01_02,FADE_CALM,long,-78.0,276.0,same_extended,3,1735776900.0,2,FADE_CALM.2
3,2025_01_02,FADE_CALM,long,-52.5,418.5,same_extended,4,1735777260.0,2,FADE_CALM.2
4,2025_01_02,FADE_CALM,short,-19.5,241.5,counter_extended,45,1735780500.0,3,FADE_CALM.3
5,2025_01_02,FADE_CALM,long,58.5,250.5,same_extended,76,1735782360.0,0,FADE_CALM.0
6,2025_01_02,FADE_CALM,short,-16.0,199.5,counter_extended,120,1735785780.0,3,FADE_CALM.3
7,2025_01_02,FADE_CALM,long,1.0,190.5,same_extended,119,1735786620.0,0,FADE_CALM.0
8,2025_01_02,FADE_CALM,short,-11.5,196.5,counter_extended,76,1735788660.0,3,FADE_CALM.3
9,2025_01_02,FADE_CALM,long,-28.0,187.0,same_extended,115,1735791000.0,0,FADE_CALM.0
10,2025_01_02,FADE_CALM,long,55.5,254.0,same_extended,17,1735792740.0,0,FADE_CALM.0
11,2025_01_02,FADE_CALM,short,-28.0,253.0,counter_extended,73,1735796100.0,3,FADE_CALM.3
12,2025_01_02,FADE_CALM,short,-25.5,226.0,counter_extended,88,1735797000.0,3,FADE_CALM.3
13,2025_01_02,FADE_CALM,short,6.0,211.5,counter_extended,120,1735799040.0,3,FADE_CALM.3
14,2025_01_02,FADE_CALM,long,27.5,236.0,same_extended,13,1735800060.0,0,FADE_CALM.0
15,2025_01_02,FADE_CALM,long,-6.0,207.0,same_extended,54,1735802520.0,0,FADE_CALM.0
16,2025_01_02,FADE_CALM,long,84.0,376.0,counter_extended,4,1735805340.0,0,FADE_CALM.0
17,2025_01_02,FADE_CALM,long,-119.0,449.5,counter_extended,8,1735806720.0,0,FADE_CALM.0
18,2025_01_02,FADE_CALM,short,-17.5,378.5,same_extended,1,1735808220.0,3,FADE_CALM.3
19,2025_01_02,FADE_CALM,long,89.5,354.5,counter_extended,2,1735809480.0,0,FADE_CALM.0
20,2025_01_02,FADE_CALM,long,13.5,409.5,counter_extended,15,1735810260.0,0,FADE_CALM.0
21,2025_01_02,FADE_CALM,long,18.0,408.0,counter_extended,10,1735812600.0,0,FADE_CALM.0
22,2025_01_02,FADE_CALM,short,11.5,418.5,same_extended,25,1735813500.0,3,FADE_CALM.3
23,2025_01_02,FADE_CALM,long,3.5,408.0,counter_extended,62,1735815720.0,0,FADE_CALM.0
24,2025_01_02,FADE_CALM,long,135.5,783.0,counter_extended,1,1735819080.0,0,FADE_CALM.0
26,2025_01_02,FADE_CALM,long,-34.0,922.5,counter_extended,33,1735822140.0,0,FADE_CALM.0
27,2025_01_02,FADE_CALM,long,76.0,836.5,counter_extended,85,1735825260.0,0,FADE_CALM.0
28,2025_01_02,FADE_CALM,long,-34.5,894.0,counter_extended,99,1735826100.0,0,FADE_CALM.0
