trade_idx,day,tier,direction,actual_pnl,best_pnl,best_action,early_bars,timestamp,pattern,pattern_label
35,2025_01_02,EXHAUSTION_BAR,long,37.5,560.0,counter_extended,81,1735835640.0,3,EXHAUSTION_BAR.3
37,2025_01_02,EXHAUSTION_BAR,long,20.5,591.5,counter_extended,119,1735838220.0,3,EXHAUSTION_BAR.3
38,2025_01_02,EXHAUSTION_BAR,long,-125.5,231.5,counter_extended,115,1735843560.0,1,EXHAUSTION_BAR.1
85,2025_01_03,EXHAUSTION_BAR,short,14.0,349.0,counter_extended,110,1735919340.0,0,EXHAUSTION_BAR.0
137,2025_01_06,EXHAUSTION_BAR,short,-58.5,251.0,same_early,50,1736175960.0,5,EXHAUSTION_BAR.5
196,2025_01_07,EXHAUSTION_BAR,long,-257.5,552.5,counter_extended,88,1736264400.0,1,EXHAUSTION_BAR.1
197,2025_01_07,EXHAUSTION_BAR,short,-5.0,341.0,same_extended,99,1736265060.0,1,EXHAUSTION_BAR.1
198,2025_01_07,EXHAUSTION_BAR,short,-19.5,451.0,same_early,108,1736266680.0,0,EXHAUSTION_BAR.0
252,2025_01_08,EXHAUSTION_BAR,short,-4.0,371.0,same_early,30,1736344620.0,0,EXHAUSTION_BAR.0
255,2025_01_08,EXHAUSTION_BAR,long,-30.0,371.0,counter_extended,6,1736348940.0,0,EXHAUSTION_BAR.0
256,2025_01_08,EXHAUSTION_BAR,short,-91.5,272.5,counter_extended,75,1736353080.0,0,EXHAUSTION_BAR.0
350,2025_01_10,EXHAUSTION_BAR,long,-115.0,454.5,counter_extended,119,1736521080.0,1,EXHAUSTION_BAR.1
351,2025_01_10,EXHAUSTION_BAR,long,-11.0,418.5,same_early,115,1736522520.0,1,EXHAUSTION_BAR.1
352,2025_01_10,EXHAUSTION_BAR,short,-58.5,342.5,counter_extended,66,1736523300.0,0,EXHAUSTION_BAR.0
407,2025_01_13,EXHAUSTION_BAR,long,-37.5,571.0,same_extended,32,1736781180.0,0,EXHAUSTION_BAR.0
408,2025_01_13,EXHAUSTION_BAR,long,174.5,702.0,same_extended,73,1736783640.0,3,EXHAUSTION_BAR.3
462,2025_01_14,EXHAUSTION_BAR,long,-245.0,383.0,counter_extended,92,1736873280.0,0,EXHAUSTION_BAR.0
465,2025_01_14,EXHAUSTION_BAR,long,153.5,415.0,same_early,38,1736878380.0,3,EXHAUSTION_BAR.3
471,2025_01_14,EXHAUSTION_BAR,short,11.0,312.0,counter_extended,79,1736887020.0,0,EXHAUSTION_BAR.0
511,2025_01_15,EXHAUSTION_BAR,short,34.0,265.0,counter_extended,24,1736948520.0,5,EXHAUSTION_BAR.5
514,2025_01_15,EXHAUSTION_BAR,long,136.5,254.5,same_early,120,1736955000.0,0,EXHAUSTION_BAR.0
564,2025_01_16,EXHAUSTION_BAR,short,11.5,431.0,same_extended,54,1737040560.0,0,EXHAUSTION_BAR.0
565,2025_01_16,EXHAUSTION_BAR,long,62.0,409.0,counter_extended,119,1737044880.0,0,EXHAUSTION_BAR.0
621,2025_01_17,EXHAUSTION_BAR,long,70.5,294.5,same_early,120,1737126900.0,0,EXHAUSTION_BAR.0
682,2025_01_21,EXHAUSTION_BAR,long,229.5,604.0,same_extended,98,1737424320.0,1,EXHAUSTION_BAR.1
710,2025_01_21,EXHAUSTION_BAR,long,-12.5,405.5,same_early,39,1737474720.0,1,EXHAUSTION_BAR.1
759,2025_01_22,EXHAUSTION_BAR,long,22.5,145.0,same_early,69,1737559980.0,0,EXHAUSTION_BAR.0
876,2025_01_26,EXHAUSTION_BAR,long,-8.0,59.0,same_early,30,1737934320.0,1,EXHAUSTION_BAR.1
912,2025_01_27,EXHAUSTION_BAR,long,-119.5,805.5,same_early,36,1737977280.0,1,EXHAUSTION_BAR.1
913,2025_01_27,EXHAUSTION_BAR,short,-166.0,892.5,counter_extended,81,1737979980.0,0,EXHAUSTION_BAR.0
917,2025_01_27,EXHAUSTION_BAR,short,44.5,353.5,same_extended,100,1737988920.0,5,EXHAUSTION_BAR.5
918,2025_01_27,EXHAUSTION_BAR,short,-111.0,402.5,same_early,6,1737992880.0,5,EXHAUSTION_BAR.5
919,2025_01_27,EXHAUSTION_BAR,long,-99.0,424.0,counter_extended,31,1737994380.0,3,EXHAUSTION_BAR.3
920,2025_01_27,EXHAUSTION_BAR,long,-18.0,251.5,same_extended,44,1737995160.0,3,EXHAUSTION_BAR.3
922,2025_01_27,EXHAUSTION_BAR,short,29.0,292.0,counter_extended,73,1737996900.0,0,EXHAUSTION_BAR.0
923,2025_01_27,EXHAUSTION_BAR,short,61.5,302.0,same_early,107,1737998940.0,0,EXHAUSTION_BAR.0
928,2025_01_27,EXHAUSTION_BAR,short,38.5,315.0,counter_extended,39,1738009740.0,0,EXHAUSTION_BAR.0
929,2025_01_27,EXHAUSTION_BAR,long,150.5,251.0,same_early,76,1738011960.0,0,EXHAUSTION_BAR.0
931,2025_01_27,EXHAUSTION_BAR,long,36.0,129.5,same_early,104,1738021020.0,2,EXHAUSTION_BAR.2
968,2025_01_28,EXHAUSTION_BAR,short,6.5,502.5,counter_extended,30,1738077420.0,5,EXHAUSTION_BAR.5
971,2025_01_28,EXHAUSTION_BAR,long,-1.5,426.0,same_extended,110,1738082220.0,3,EXHAUSTION_BAR.3
1022,2025_01_29,EXHAUSTION_BAR,long,-41.5,258.0,counter_extended,117,1738168320.0,3,EXHAUSTION_BAR.3
1025,2025_01_29,EXHAUSTION_BAR,short,-31.0,305.5,counter_extended,41,1738176240.0,0,EXHAUSTION_BAR.0
1028,2025_01_29,EXHAUSTION_BAR,long,196.5,336.0,same_early,118,1738180860.0,3,EXHAUSTION_BAR.3
1029,2025_01_29,EXHAUSTION_BAR,long,183.5,187.5,same_early,34,1738186740.0,3,EXHAUSTION_BAR.3
1072,2025_01_30,EXHAUSTION_BAR,long,-134.0,236.5,counter_extended,117,1738255680.0,3,EXHAUSTION_BAR.3
1121,2025_01_31,EXHAUSTION_BAR,short,-163.5,584.5,same_early,1,1738337460.0,5,EXHAUSTION_BAR.5
1127,2025_01_31,EXHAUSTION_BAR,short,-62.0,710.5,same_extended,83,1738344300.0,0,EXHAUSTION_BAR.0
1131,2025_01_31,EXHAUSTION_BAR,long,-339.5,412.0,counter_extended,109,1738355760.0,3,EXHAUSTION_BAR.3
1135,2025_02_02,EXHAUSTION_BAR,long,-55.5,127.0,same_early,21,1738538460.0,1,EXHAUSTION_BAR.1
1138,2025_02_03,EXHAUSTION_BAR,short,-5.0,280.5,same_extended,29,1738543380.0,0,EXHAUSTION_BAR.0
1152,2025_02_03,EXHAUSTION_BAR,short,-130.0,727.5,counter_extended,46,1738571460.0,5,EXHAUSTION_BAR.5
1153,2025_02_03,EXHAUSTION_BAR,short,63.5,454.0,counter_extended,92,1738572540.0,0,EXHAUSTION_BAR.0
1168,2025_02_03,EXHAUSTION_BAR,short,-339.0,766.0,counter_extended,15,1738596840.0,0,EXHAUSTION_BAR.0
1169,2025_02_03,EXHAUSTION_BAR,long,200.0,452.5,same_early,93,1738601520.0,5,EXHAUSTION_BAR.5
1172,2025_02_03,EXHAUSTION_BAR,long,106.5,458.0,same_early,120,1738605900.0,0,EXHAUSTION_BAR.0
1177,2025_02_03,EXHAUSTION_BAR,long,69.5,377.5,same_early,7,1738616880.0,3,EXHAUSTION_BAR.3
1179,2025_02_03,EXHAUSTION_BAR,short,-37.0,64.5,counter_extended,49,1738619400.0,5,EXHAUSTION_BAR.5
1193,2025_02_04,EXHAUSTION_BAR,short,-37.5,710.5,counter_extended,20,1738647660.0,1,EXHAUSTION_BAR.1
1212,2025_02_04,EXHAUSTION_BAR,short,-243.5,334.5,counter_extended,74,1738683360.0,5,EXHAUSTION_BAR.5
1263,2025_02_05,EXHAUSTION_BAR,short,-54.0,465.0,counter_extended,96,1738769880.0,0,EXHAUSTION_BAR.0
