**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

concept,tf,regime_2d,hour_bucket,n,mean_fwd,win_rate
bar_range,1m,UP_SMOOTH,us_open,349,48.027936962750715,0.7765042979942693
bar_range,1m,UP_SMOOTH,us_morning,233,64.04828326180258,0.6909871244635193
bar_range,1m,UP_SMOOTH,us_lunch,122,101.66188524590164,0.7786885245901639
bar_range,1m,UP_SMOOTH,us_pm,128,50.673828125,0.546875
bar_range,1m,UP_SMOOTH,after_close,191,25.68717277486911,0.6544502617801047
bar_range,1m,UP_CHOPPY,pre_market,47,21.45212765957447,0.6170212765957447
bar_range,1m,UP_CHOPPY,asia_close,55,68.65454545454546,0.6363636363636364
bar_range,1m,UP_CHOPPY,eu_open,96,32.591145833333336,0.6041666666666666
bar_range,1m,UP_CHOPPY,us_pre,55,52.21363636363636,0.6181818181818182
bar_range,1m,UP_CHOPPY,us_open,202,43.50371287128713,0.698019801980198
bar_range,1m,UP_CHOPPY,us_morning,144,26.869791666666668,0.6527777777777778
bar_range,1m,UP_CHOPPY,us_lunch,64,35.8125,0.734375
bar_range,1m,UP_CHOPPY,us_pm,64,60.82421875,0.71875
bar_range,1m,UP_CHOPPY,after_close,67,18.436567164179106,0.5970149253731343
bar_range,1m,DOWN_SMOOTH,pre_market,92,-27.130434782608695,0.40217391304347827
bar_range,1m,DOWN_SMOOTH,asia_close,34,-22.639705882352942,0.47058823529411764
bar_range,1m,DOWN_SMOOTH,eu_open,68,-42.099264705882355,0.3088235294117647
bar_range,1m,DOWN_SMOOTH,us_pre,42,-105.05952380952381,0.23809523809523808
bar_range,1m,DOWN_SMOOTH,us_open,206,-41.33131067961165,0.3932038834951456
bar_range,1m,DOWN_SMOOTH,us_morning,176,-36.41761363636363,0.4147727272727273
bar_range,1m,DOWN_SMOOTH,us_lunch,96,-64.0625,0.2604166666666667
bar_range,1m,DOWN_SMOOTH,us_pm,114,-32.81578947368421,0.4298245614035088
bar_range,1m,DOWN_SMOOTH,after_close,117,-62.5491452991453,0.47863247863247865
bar_range,1m,DOWN_CHOPPY,eu_open,43,-19.86046511627907,0.37209302325581395
bar_range,1m,DOWN_CHOPPY,us_pre,48,-38.3125,0.3958333333333333
bar_range,1m,DOWN_CHOPPY,us_open,159,-20.99685534591195,0.37735849056603776
bar_range,1m,DOWN_CHOPPY,us_morning,134,-16.96082089552239,0.4552238805970149
bar_range,1m,DOWN_CHOPPY,us_lunch,82,-35.603658536585364,0.35365853658536583
bar_range,1m,DOWN_CHOPPY,us_pm,80,-24.984375,0.275
bar_range,1m,DOWN_CHOPPY,after_close,35,-67.23571428571428,0.42857142857142855
bar_range,1m,FLAT_SMOOTH,pre_market,157,5.802547770700637,0.5796178343949044
bar_range,1m,FLAT_SMOOTH,asia_close,109,4.713302752293578,0.5596330275229358
bar_range,1m,FLAT_SMOOTH,eu_open,182,-1.2019230769230769,0.489010989010989
bar_range,1m,FLAT_SMOOTH,us_pre,121,-14.743801652892563,0.4380165289256198
bar_range,1m,FLAT_SMOOTH,us_open,420,-11.201785714285714,0.5047619047619047
bar_range,1m,FLAT_SMOOTH,us_morning,351,-11.165954415954415,0.5185185185185185
bar_range,1m,FLAT_SMOOTH,us_lunch,195,31.575641025641026,0.7076923076923077
bar_range,1m,FLAT_SMOOTH,us_pm,199,-8.404522613065327,0.48743718592964824
bar_range,1m,FLAT_SMOOTH,after_close,338,-6.994082840236686,0.45857988165680474
bar_range,1m,FLAT_CHOPPY,pre_market,168,28.574404761904763,0.6488095238095238
bar_range,1m,FLAT_CHOPPY,asia_close,137,-13.947080291970803,0.43795620437956206
bar_range,1m,FLAT_CHOPPY,eu_open,335,2.4813432835820897,0.5044776119402985
bar_range,1m,FLAT_CHOPPY,us_pre,290,13.51206896551724,0.5448275862068965
bar_range,1m,FLAT_CHOPPY,us_open,808,-7.016707920792079,0.5148514851485149
bar_range,1m,FLAT_CHOPPY,us_morning,654,7.038608562691132,0.5611620795107034
bar_range,1m,FLAT_CHOPPY,us_lunch,425,11.593529411764706,0.5435294117647059
bar_range,1m,FLAT_CHOPPY,us_pm,471,4.003184713375796,0.5222929936305732
bar_range,1m,FLAT_CHOPPY,after_close,375,-17.883333333333333,0.496
bar_range,5m,UP_SMOOTH,pre_market,78,-9.246794871794872,0.48717948717948717
bar_range,5m,UP_SMOOTH,asia_close,74,-15.679054054054054,0.527027027027027
bar_range,5m,UP_SMOOTH,eu_open,125,-14.672,0.552
bar_range,5m,UP_SMOOTH,us_pre,94,111.07180851063829,0.7021276595744681
bar_range,5m,UP_SMOOTH,us_open,351,47.24216524216524,0.7692307692307693
bar_range,5m,UP_SMOOTH,us_morning,246,62.520325203252035,0.6910569105691057
bar_range,5m,UP_SMOOTH,us_lunch,117,106.73290598290598,0.8205128205128205
bar_range,5m,UP_SMOOTH,us_pm,138,47.32971014492754,0.5507246376811594
bar_range,5m,UP_SMOOTH,after_close,211,22.89691943127962,0.6255924170616114
bar_range,5m,UP_CHOPPY,pre_market,48,21.453125,0.6041666666666666
bar_range,5m,UP_CHOPPY,asia_close,57,70.23245614035088,0.6666666666666666
bar_range,5m,UP_CHOPPY,eu_open,98,34.32397959183673,0.6326530612244898
bar_range,5m,UP_CHOPPY,us_pre,46,54.57065217391305,0.5217391304347826
bar_range,5m,UP_CHOPPY,us_open,200,44.4175,0.69
bar_range,5m,UP_CHOPPY,us_morning,149,24.42953020134228,0.6778523489932886
bar_range,5m,UP_CHOPPY,us_lunch,68,29.709558823529413,0.6764705882352942
bar_range,5m,UP_CHOPPY,us_pm,57,64.25438596491227,0.7719298245614035
bar_range,5m,UP_CHOPPY,after_close,64,23.87109375,0.609375
bar_range,5m,DOWN_SMOOTH,pre_market,92,-12.695652173913043,0.45652173913043476
bar_range,5m,DOWN_SMOOTH,eu_open,49,-43.19387755102041,0.3877551020408163
bar_range,5m,DOWN_SMOOTH,us_pre,48,-105.875,0.25
bar_range,5m,DOWN_SMOOTH,us_open,220,-40.33181818181818,0.38181818181818183
bar_range,5m,DOWN_SMOOTH,us_morning,163,-29.89877300613497,0.44785276073619634
bar_range,5m,DOWN_SMOOTH,us_lunch,101,-65.42821782178218,0.25742574257425743
bar_range,5m,DOWN_SMOOTH,us_pm,115,-30.056521739130435,0.4608695652173913
bar_range,5m,DOWN_SMOOTH,after_close,122,-60.73155737704918,0.48360655737704916
bar_range,5m,DOWN_CHOPPY,eu_open,43,-15.05232558139535,0.4418604651162791
bar_range,5m,DOWN_CHOPPY,us_pre,38,-23.25,0.4473684210526316
bar_range,5m,DOWN_CHOPPY,us_open,153,-20.230392156862745,0.38562091503267976
bar_range,5m,DOWN_CHOPPY,us_morning,123,-20.928861788617887,0.43902439024390244
bar_range,5m,DOWN_CHOPPY,us_lunch,85,-33.53529411764706,0.3411764705882353
bar_range,5m,DOWN_CHOPPY,us_pm,90,-23.63888888888889,0.28888888888888886
bar_range,5m,DOWN_CHOPPY,after_close,35,-40.72857142857143,0.4857142857142857
bar_range,5m,FLAT_SMOOTH,pre_market,141,3.3652482269503547,0.5531914893617021
bar_range,5m,FLAT_SMOOTH,asia_close,105,10.81904761904762,0.6
bar_range,5m,FLAT_SMOOTH,eu_open,181,1.229281767955801,0.5027624309392266
bar_range,5m,FLAT_SMOOTH,us_pre,106,-6.023584905660377,0.5094339622641509
bar_range,5m,FLAT_SMOOTH,us_open,419,-11.429594272076372,0.5107398568019093
bar_range,5m,FLAT_SMOOTH,us_morning,343,-9.619533527696793,0.521865889212828
bar_range,5m,FLAT_SMOOTH,us_lunch,191,29.410994764397905,0.6963350785340314
bar_range,5m,FLAT_SMOOTH,us_pm,189,-4.33994708994709,0.5079365079365079
bar_range,5m,FLAT_SMOOTH,after_close,345,-2.522463768115942,0.4811594202898551
bar_range,5m,FLAT_CHOPPY,pre_market,178,27.22050561797753,0.6348314606741573
bar_range,5m,FLAT_CHOPPY,asia_close,126,-9.952380952380953,0.4603174603174603
bar_range,5m,FLAT_CHOPPY,eu_open,329,2.8351063829787235,0.49848024316109424
bar_range,5m,FLAT_CHOPPY,us_pre,277,11.307761732851986,0.5631768953068592
bar_range,5m,FLAT_CHOPPY,us_open,819,-7.231074481074481,0.5201465201465202
bar_range,5m,FLAT_CHOPPY,us_morning,679,6.356774668630338,0.5508100147275405
bar_range,5m,FLAT_CHOPPY,us_lunch,439,16.718109339407746,0.5558086560364465
bar_range,5m,FLAT_CHOPPY,us_pm,476,2.1701680672268906,0.5147058823529411
bar_range,5m,FLAT_CHOPPY,after_close,391,-18.051150895140665,0.4961636828644501
bar_range,15m,UP_SMOOTH,pre_market,84,-2.1279761904761907,0.5119047619047619
bar_range,15m,UP_SMOOTH,asia_close,73,-12.57876712328767,0.5205479452054794
bar_range,15m,UP_SMOOTH,eu_open,129,-18.377906976744185,0.5348837209302325
bar_range,15m,UP_SMOOTH,us_pre,100,76.455,0.74
bar_range,15m,UP_SMOOTH,us_open,333,41.81456456456456,0.7507507507507507
bar_range,15m,UP_SMOOTH,us_morning,257,58.03988326848249,0.6770428015564203
bar_range,15m,UP_SMOOTH,us_lunch,111,99.07207207207207,0.7657657657657657
bar_range,15m,UP_SMOOTH,us_pm,105,57.976190476190474,0.6095238095238096
bar_range,15m,UP_SMOOTH,after_close,241,21.08609958506224,0.6390041493775933
bar_range,15m,UP_CHOPPY,pre_market,44,24.051136363636363,0.6590909090909091
bar_range,15m,UP_CHOPPY,asia_close,60,63.958333333333336,0.6666666666666666
bar_range,15m,UP_CHOPPY,eu_open,90,33.78333333333333,0.6222222222222222
bar_range,15m,UP_CHOPPY,us_pre,51,43.720588235294116,0.5294117647058824
bar_range,15m,UP_CHOPPY,us_open,198,40.33585858585859,0.6818181818181818
bar_range,15m,UP_CHOPPY,us_morning,144,24.48090277777778,0.6944444444444444
bar_range,15m,UP_CHOPPY,us_lunch,87,17.14367816091954,0.5632183908045977
bar_range,15m,UP_CHOPPY,us_pm,42,75.41071428571429,0.8333333333333334
bar_range,15m,UP_CHOPPY,after_close,83,26.83433734939759,0.6867469879518072
bar_range,15m,DOWN_SMOOTH,pre_market,87,-11.117816091954023,0.45977011494252873
bar_range,15m,DOWN_SMOOTH,asia_close,30,-4.508333333333334,0.5666666666666667
bar_range,15m,DOWN_SMOOTH,eu_open,48,-36.1875,0.4375
bar_range,15m,DOWN_SMOOTH,us_pre,48,-97.35416666666667,0.3125
bar_range,15m,DOWN_SMOOTH,us_open,189,-36.466931216931215,0.3862433862433862
bar_range,15m,DOWN_SMOOTH,us_morning,183,-30.025956284153004,0.41530054644808745
bar_range,15m,DOWN_SMOOTH,us_lunch,99,-54.083333333333336,0.2828282828282828
bar_range,15m,DOWN_SMOOTH,us_pm,102,-16.095588235294116,0.5392156862745098
bar_range,15m,DOWN_SMOOTH,after_close,147,-57.93197278911565,0.4897959183673469
bar_range,15m,DOWN_CHOPPY,eu_open,39,-20.666666666666668,0.358974358974359
bar_range,15m,DOWN_CHOPPY,us_pre,42,-0.16666666666666666,0.5476190476190477
bar_range,15m,DOWN_CHOPPY,us_open,135,-28.624074074074073,0.34074074074074073
bar_range,15m,DOWN_CHOPPY,us_morning,135,-11.416666666666666,0.48148148148148145
bar_range,15m,DOWN_CHOPPY,us_lunch,99,-26.053030303030305,0.3838383838383838
bar_range,15m,DOWN_CHOPPY,us_pm,66,-25.84090909090909,0.3181818181818182
bar_range,15m,DOWN_CHOPPY,after_close,54,-64.41666666666667,0.48148148148148145
bar_range,15m,FLAT_SMOOTH,pre_market,137,-0.08029197080291971,0.5182481751824818
bar_range,15m,FLAT_SMOOTH,asia_close,98,3.163265306122449,0.5
bar_range,15m,FLAT_SMOOTH,eu_open,170,1.6926470588235294,0.5058823529411764
bar_range,15m,FLAT_SMOOTH,us_pre,108,6.671296296296297,0.5833333333333334
bar_range,15m,FLAT_SMOOTH,us_open,396,-12.297348484848484,0.5
bar_range,15m,FLAT_SMOOTH,us_morning,348,-11.325431034482758,0.4942528735632184
bar_range,15m,FLAT_SMOOTH,us_lunch,204,26.810049019607842,0.6764705882352942
bar_range,15m,FLAT_SMOOTH,us_pm,174,-7.525862068965517,0.5114942528735632
bar_range,15m,FLAT_SMOOTH,after_close,355,-7.483098591549296,0.4676056338028169
bar_range,15m,FLAT_CHOPPY,pre_market,186,23.9502688172043,0.6451612903225806
bar_range,15m,FLAT_CHOPPY,asia_close,129,-13.220930232558139,0.4728682170542636
bar_range,15m,FLAT_CHOPPY,eu_open,328,4.322408536585366,0.5182926829268293
bar_range,15m,FLAT_CHOPPY,us_pre,246,3.3546747967479673,0.5121951219512195
bar_range,15m,FLAT_CHOPPY,us_open,768,-4.7041015625,0.5234375
bar_range,15m,FLAT_CHOPPY,us_morning,681,9.565345080763583,0.5947136563876652
bar_range,15m,FLAT_CHOPPY,us_lunch,438,16.599885844748858,0.5525114155251142
bar_range,15m,FLAT_CHOPPY,us_pm,477,5.3930817610062896,0.5450733752620545
bar_range,15m,FLAT_CHOPPY,after_close,439,-9.976082004555808,0.5056947608200456
bar_range,1h,UP_SMOOTH,pre_market,108,-2.1875,0.6481481481481481
bar_range,1h,UP_SMOOTH,asia_close,72,-3.4305555555555554,0.6527777777777778
bar_range,1h,UP_SMOOTH,eu_open,108,-7.465277777777778,0.6296296296296297
bar_range,1h,UP_SMOOTH,us_pre,71,217.24295774647888,0.8591549295774648
bar_range,1h,UP_SMOOTH,us_open,300,39.08833333333333,0.73
bar_range,1h,UP_SMOOTH,us_morning,324,49.72067901234568,0.6697530864197531
bar_range,1h,UP_SMOOTH,us_lunch,90,117.80555555555556,0.7666666666666667
bar_range,1h,UP_SMOOTH,us_pm,102,59.252450980392155,0.5294117647058824
bar_range,1h,UP_SMOOTH,after_close,264,37.12026515151515,0.7234848484848485
bar_range,1h,UP_CHOPPY,pre_market,36,18.756944444444443,0.5555555555555556
bar_range,1h,UP_CHOPPY,asia_close,36,103.80555555555556,0.6666666666666666
bar_range,1h,UP_CHOPPY,eu_open,120,30.49375,0.675
bar_range,1h,UP_CHOPPY,us_pre,48,37.723958333333336,0.5416666666666666
bar_range,1h,UP_CHOPPY,us_open,144,33.39930555555556,0.6319444444444444
bar_range,1h,UP_CHOPPY,us_morning,192,21.06640625,0.671875
bar_range,1h,UP_CHOPPY,us_lunch,84,34.9375,0.7380952380952381
bar_range,1h,UP_CHOPPY,us_pm,48,74.24479166666667,0.75
bar_range,1h,UP_CHOPPY,after_close,84,36.61309523809524,0.6309523809523809
bar_range,1h,DOWN_SMOOTH,pre_market,108,-13.189814814814815,0.4351851851851852
bar_range,1h,DOWN_SMOOTH,eu_open,36,30.993055555555557,0.5555555555555556
bar_range,1h,DOWN_SMOOTH,us_pre,30,-83.9,0.23333333333333334
bar_range,1h,DOWN_SMOOTH,us_open,144,-28.961805555555557,0.4305555555555556
bar_range,1h,DOWN_SMOOTH,us_morning,252,-25.833333333333332,0.4603174603174603
bar_range,1h,DOWN_SMOOTH,us_lunch,84,-55.291666666666664,0.3333333333333333
bar_range,1h,DOWN_SMOOTH,us_pm,96,-39.372395833333336,0.375
bar_range,1h,DOWN_SMOOTH,after_close,180,-56.734722222222224,0.4
bar_range,1h,DOWN_CHOPPY,asia_close,36,-18.444444444444443,0.19444444444444445
bar_range,1h,DOWN_CHOPPY,eu_open,36,-12.42361111111111,0.2777777777777778
bar_range,1h,DOWN_CHOPPY,us_open,108,-30.09722222222222,0.3425925925925926
bar_range,1h,DOWN_CHOPPY,us_morning,144,-15.494791666666666,0.4027777777777778
bar_range,1h,DOWN_CHOPPY,us_lunch,72,-37.670138888888886,0.2916666666666667
bar_range,1h,DOWN_CHOPPY,us_pm,84,-10.913690476190476,0.34523809523809523
bar_range,1h,DOWN_CHOPPY,after_close,84,-75.49404761904762,0.3333333333333333
bar_range,1h,FLAT_SMOOTH,pre_market,108,0.4074074074074074,0.5092592592592593
bar_range,1h,FLAT_SMOOTH,asia_close,72,-10.42361111111111,0.375
bar_range,1h,FLAT_SMOOTH,eu_open,192,-0.7734375,0.4322916666666667
bar_range,1h,FLAT_SMOOTH,us_pre,108,9.752314814814815,0.5740740740740741
bar_range,1h,FLAT_SMOOTH,us_open,264,-13.958333333333334,0.49242424242424243
bar_range,1h,FLAT_SMOOTH,us_morning,396,-15.640151515151516,0.4393939393939394
bar_range,1h,FLAT_SMOOTH,us_lunch,204,27.175245098039216,0.6519607843137255
bar_range,1h,FLAT_SMOOTH,us_pm,168,6.229166666666667,0.5952380952380952
bar_range,1h,FLAT_SMOOTH,after_close,480,-2.902604166666667,0.5333333333333333
bar_range,1h,FLAT_CHOPPY,pre_market,216,23.84027777777778,0.6481481481481481
bar_range,1h,FLAT_CHOPPY,asia_close,48,-2.7604166666666665,0.3541666666666667
bar_range,1h,FLAT_CHOPPY,eu_open,252,7.136904761904762,0.5238095238095238
bar_range,1h,FLAT_CHOPPY,us_pre,217,19.3352534562212,0.6036866359447005
bar_range,1h,FLAT_CHOPPY,us_open,708,-7.06885593220339,0.501412429378531
bar_range,1h,FLAT_CHOPPY,us_morning,804,10.781405472636816,0.5796019900497512
bar_range,1h,FLAT_CHOPPY,us_lunch,396,13.671717171717171,0.5252525252525253
bar_range,1h,FLAT_CHOPPY,us_pm,444,1.9211711711711712,0.5112612612612613
bar_range,1h,FLAT_CHOPPY,after_close,588,-11.746173469387756,0.5578231292517006
vol_mean_w,5s,UP_SMOOTH,us_pre,60,61.30416666666667,0.6833333333333333
vol_mean_w,5s,UP_SMOOTH,us_open,402,44.24004975124378,0.7487562189054726
vol_mean_w,5s,UP_SMOOTH,us_morning,410,44.1640243902439,0.6829268292682927
vol_mean_w,5s,UP_SMOOTH,us_lunch,210,52.18571428571428,0.6714285714285714
vol_mean_w,5s,UP_SMOOTH,us_pm,238,30.089285714285715,0.5462184873949579
vol_mean_w,5s,UP_SMOOTH,after_close,70,17.303571428571427,0.5285714285714286
vol_mean_w,5s,UP_CHOPPY,us_open,259,37.6988416988417,0.6988416988416989
vol_mean_w,5s,UP_CHOPPY,us_morning,210,20.197619047619046,0.6666666666666666
vol_mean_w,5s,UP_CHOPPY,us_lunch,116,12.46551724137931,0.5948275862068966
vol_mean_w,5s,UP_CHOPPY,us_pm,122,47.122950819672134,0.7459016393442623
vol_mean_w,5s,UP_CHOPPY,after_close,35,25.664285714285715,0.5714285714285714
vol_mean_w,5s,DOWN_SMOOTH,us_open,262,-44.853053435114504,0.36259541984732824
vol_mean_w,5s,DOWN_SMOOTH,us_morning,250,-31.179,0.436
vol_mean_w,5s,DOWN_SMOOTH,us_lunch,150,-51.6,0.32
vol_mean_w,5s,DOWN_SMOOTH,us_pm,182,-26.28021978021978,0.3956043956043956
vol_mean_w,5s,DOWN_SMOOTH,after_close,51,-113.37254901960785,0.39215686274509803
vol_mean_w,5s,DOWN_CHOPPY,us_open,194,-21.92139175257732,0.3556701030927835
vol_mean_w,5s,DOWN_CHOPPY,us_morning,168,-15.327380952380953,0.42857142857142855
vol_mean_w,5s,DOWN_CHOPPY,us_lunch,97,-23.198453608247423,0.422680412371134
vol_mean_w,5s,DOWN_CHOPPY,us_pm,98,-31.275510204081634,0.2755102040816326
vol_mean_w,5s,FLAT_SMOOTH,us_pre,53,-2.7877358490566038,0.4716981132075472
vol_mean_w,5s,FLAT_SMOOTH,us_open,508,-9.63533464566929,0.5098425196850394
vol_mean_w,5s,FLAT_SMOOTH,us_morning,567,-7.234567901234568,0.5079365079365079
vol_mean_w,5s,FLAT_SMOOTH,us_lunch,342,18.42982456140351,0.6403508771929824
vol_mean_w,5s,FLAT_SMOOTH,us_pm,355,-4.24225352112676,0.5098591549295775
vol_mean_w,5s,FLAT_SMOOTH,after_close,102,-12.47549019607843,0.39215686274509803
vol_mean_w,5s,FLAT_CHOPPY,eu_open,51,-12.862745098039216,0.49019607843137253
vol_mean_w,5s,FLAT_CHOPPY,us_pre,150,14.02,0.5933333333333334
vol_mean_w,5s,FLAT_CHOPPY,us_open,1056,-5.823626893939394,0.5170454545454546
vol_mean_w,5s,FLAT_CHOPPY,us_morning,1004,6.895916334661354,0.5547808764940239
vol_mean_w,5s,FLAT_CHOPPY,us_lunch,589,4.301782682512734,0.5263157894736842
vol_mean_w,5s,FLAT_CHOPPY,us_pm,638,3.5920846394984327,0.5047021943573667
vol_mean_w,5s,FLAT_CHOPPY,after_close,160,-28.6265625,0.5375
vol_mean_w,1m,UP_SMOOTH,us_pre,64,58.18359375,0.671875
vol_mean_w,1m,UP_SMOOTH,us_open,391,42.29859335038363,0.7544757033248082
vol_mean_w,1m,UP_SMOOTH,us_morning,439,41.94362186788155,0.6719817767653758
vol_mean_w,1m,UP_SMOOTH,us_lunch,216,52.87847222222222,0.6759259259259259
vol_mean_w,1m,UP_SMOOTH,us_pm,203,34.826354679802954,0.5517241379310345
vol_mean_w,1m,UP_SMOOTH,after_close,95,26.26578947368421,0.6105263157894737
vol_mean_w,1m,UP_CHOPPY,us_open,256,35.5771484375,0.69140625
vol_mean_w,1m,UP_CHOPPY,us_morning,236,22.11970338983051,0.673728813559322
vol_mean_w,1m,UP_CHOPPY,us_lunch,106,14.72877358490566,0.5754716981132075
vol_mean_w,1m,UP_CHOPPY,us_pm,79,63.82911392405063,0.8227848101265823
vol_mean_w,1m,UP_CHOPPY,after_close,47,23.132978723404257,0.6382978723404256
vol_mean_w,1m,DOWN_SMOOTH,us_pre,31,-97.05645161290323,0.3548387096774194
vol_mean_w,1m,DOWN_SMOOTH,us_open,256,-38.958984375,0.390625
vol_mean_w,1m,DOWN_SMOOTH,us_morning,274,-29.500912408759124,0.4489051094890511
vol_mean_w,1m,DOWN_SMOOTH,us_lunch,153,-56.30555555555556,0.30718954248366015
vol_mean_w,1m,DOWN_SMOOTH,us_pm,153,-31.504901960784313,0.4117647058823529
vol_mean_w,1m,DOWN_SMOOTH,after_close,45,-69.46111111111111,0.4222222222222222
vol_mean_w,1m,DOWN_CHOPPY,us_open,192,-22.484375,0.3541666666666667
vol_mean_w,1m,DOWN_CHOPPY,us_morning,182,-16.428571428571427,0.4230769230769231
vol_mean_w,1m,DOWN_CHOPPY,us_lunch,97,-24.13659793814433,0.41237113402061853
vol_mean_w,1m,DOWN_CHOPPY,us_pm,82,-22.75,0.32926829268292684
vol_mean_w,1m,FLAT_SMOOTH,us_pre,44,15.198863636363637,0.5454545454545454
vol_mean_w,1m,FLAT_SMOOTH,us_open,484,-9.635330578512397,0.5144628099173554
vol_mean_w,1m,FLAT_SMOOTH,us_morning,630,-5.112301587301587,0.5142857142857142
vol_mean_w,1m,FLAT_SMOOTH,us_lunch,362,19.698204419889503,0.6546961325966851
vol_mean_w,1m,FLAT_SMOOTH,us_pm,318,-4.7578616352201255,0.5157232704402516
vol_mean_w,1m,FLAT_SMOOTH,after_close,126,-9.496031746031745,0.40476190476190477
vol_mean_w,1m,FLAT_CHOPPY,eu_open,30,-3.7666666666666666,0.43333333333333335
vol_mean_w,1m,FLAT_CHOPPY,us_pre,118,6.192796610169491,0.576271186440678
vol_mean_w,1m,FLAT_CHOPPY,us_open,1067,-6.069821930646673,0.5107778819119025
vol_mean_w,1m,FLAT_CHOPPY,us_morning,1093,8.112534309240623,0.5791399817017383
vol_mean_w,1m,FLAT_CHOPPY,us_lunch,559,6.9078711985688726,0.5223613595706619
vol_mean_w,1m,FLAT_CHOPPY,us_pm,562,6.125444839857651,0.5213523131672598
vol_mean_w,1m,FLAT_CHOPPY,after_close,230,-26.354347826086958,0.508695652173913
vol_mean_w,5m,UP_SMOOTH,us_pre,50,74.81,0.74
vol_mean_w,5m,UP_SMOOTH,us_open,375,41.687333333333335,0.7413333333333333
vol_mean_w,5m,UP_SMOOTH,us_morning,473,39.801797040169134,0.678646934460888
vol_mean_w,5m,UP_SMOOTH,us_lunch,193,59.53756476683938,0.6787564766839378
vol_mean_w,5m,UP_SMOOTH,us_pm,167,38.48053892215569,0.5149700598802395
vol_mean_w,5m,UP_SMOOTH,after_close,151,27.630794701986755,0.6225165562913907
vol_mean_w,5m,UP_CHOPPY,us_open,248,35.40524193548387,0.6935483870967742
vol_mean_w,5m,UP_CHOPPY,us_morning,269,23.133828996282528,0.6877323420074349
vol_mean_w,5m,UP_CHOPPY,us_lunch,103,16.444174757281555,0.5922330097087378
vol_mean_w,5m,UP_CHOPPY,us_pm,66,70.4469696969697,0.7878787878787878
vol_mean_w,5m,UP_CHOPPY,after_close,65,28.28076923076923,0.6307692307692307
vol_mean_w,5m,DOWN_SMOOTH,us_open,242,-37.0599173553719,0.40082644628099173
vol_mean_w,5m,DOWN_SMOOTH,us_morning,300,-30.600833333333334,0.43666666666666665
vol_mean_w,5m,DOWN_SMOOTH,us_lunch,140,-62.49464285714286,0.3
vol_mean_w,5m,DOWN_SMOOTH,us_pm,140,-30.119642857142857,0.4357142857142857
vol_mean_w,5m,DOWN_SMOOTH,after_close,67,-105.53358208955224,0.4626865671641791
vol_mean_w,5m,DOWN_CHOPPY,us_open,183,-22.904371584699454,0.36065573770491804
vol_mean_w,5m,DOWN_CHOPPY,us_morning,200,-16.53125,0.425
vol_mean_w,5m,DOWN_CHOPPY,us_lunch,99,-25.42929292929293,0.40404040404040403
vol_mean_w,5m,DOWN_CHOPPY,us_pm,79,-24.240506329113924,0.34177215189873417
vol_mean_w,5m,FLAT_SMOOTH,us_open,471,-9.556263269639066,0.5180467091295117
vol_mean_w,5m,FLAT_SMOOTH,us_morning,652,-4.641104294478527,0.5214723926380368
vol_mean_w,5m,FLAT_SMOOTH,us_lunch,365,20.12123287671233,0.6657534246575343
vol_mean_w,5m,FLAT_SMOOTH,us_pm,270,-4.118518518518519,0.5407407407407407
vol_mean_w,5m,FLAT_SMOOTH,after_close,198,-12.515151515151516,0.3383838383838384
vol_mean_w,5m,FLAT_CHOPPY,us_pre,78,-6.826923076923077,0.5769230769230769
vol_mean_w,5m,FLAT_CHOPPY,us_open,1023,-5.392717497556207,0.5161290322580645
vol_mean_w,5m,FLAT_CHOPPY,us_morning,1189,6.2617746005046255,0.5702270815811606
vol_mean_w,5m,FLAT_CHOPPY,us_lunch,537,9.398975791433893,0.5363128491620112
vol_mean_w,5m,FLAT_CHOPPY,us_pm,539,8.702226345083488,0.5528756957328386
vol_mean_w,5m,FLAT_CHOPPY,after_close,283,-18.413427561837455,0.5371024734982333
vol_mean_w,15m,UP_SMOOTH,us_open,213,34.78521126760563,0.7323943661971831
vol_mean_w,15m,UP_SMOOTH,us_morning,528,37.21685606060606,0.6931818181818182
vol_mean_w,15m,UP_SMOOTH,us_lunch,330,40.4560606060606,0.6757575757575758
vol_mean_w,15m,UP_SMOOTH,us_pm,183,35.18306010928962,0.5355191256830601
vol_mean_w,15m,UP_SMOOTH,after_close,174,49.13505747126437,0.6896551724137931
vol_mean_w,15m,UP_CHOPPY,us_open,120,29.297916666666666,0.5666666666666667
vol_mean_w,15m,UP_CHOPPY,us_morning,360,21.65486111111111,0.6944444444444444
vol_mean_w,15m,UP_CHOPPY,us_lunch,177,8.26271186440678,0.536723163841808
vol_mean_w,15m,UP_CHOPPY,us_pm,75,69.23,0.8
vol_mean_w,15m,UP_CHOPPY,after_close,48,50.260416666666664,0.6875
vol_mean_w,15m,DOWN_SMOOTH,us_open,105,-21.00952380952381,0.4
vol_mean_w,15m,DOWN_SMOOTH,us_morning,345,-32.50797101449275,0.4115942028985507
vol_mean_w,15m,DOWN_SMOOTH,us_lunch,213,-60.25469483568075,0.2347417840375587
vol_mean_w,15m,DOWN_SMOOTH,us_pm,123,-40.386178861788615,0.35772357723577236
vol_mean_w,15m,DOWN_SMOOTH,after_close,126,-87.82142857142857,0.40476190476190477
vol_mean_w,15m,DOWN_CHOPPY,us_open,66,-27.28030303030303,0.3484848484848485
