x_feature,y_feature,pair,regime_2d,n,corr_xy,interaction_rms,max_abs_cell_fwd,best_cell_xq,best_cell_yq
L1_4h_body,L3_4h_z_high_w,L1_4h_body__x__L3_4h_z_high_w,FLAT_CHOPPY,18123,0.07642186841939974,2.168332466361799,15.574880952380953,0,0
L1_4h_body,L2_4h_price_velocity_w,L1_4h_body__x__L2_4h_price_velocity_w,UP_SMOOTH,6978,0.21404552526052223,3.2008106644522405,37.36486486486486,2,0
L1_4h_body,L2_4h_price_velocity_w,L1_4h_body__x__L2_4h_price_velocity_w,UP_CHOPPY,3924,-0.24774739103609467,5.412966556314011,33.90350877192982,2,0
L1_4h_body,L2_4h_price_velocity_w,L1_4h_body__x__L2_4h_price_velocity_w,DOWN_SMOOTH,4662,0.3672014928647237,5.818740460650355,-40.091485507246375,0,0
L1_4h_body,L2_4h_price_velocity_w,L1_4h_body__x__L2_4h_price_velocity_w,DOWN_CHOPPY,2988,0.2579386330676802,7.634561447798291,-25.752232142857142,1,0
L1_4h_body,L2_4h_price_velocity_w,L1_4h_body__x__L2_4h_price_velocity_w,FLAT_SMOOTH,9402,0.1367166166060742,1.4915148304596246,7.695730452674897,0,1
L1_4h_body,L2_4h_price_velocity_w,L1_4h_body__x__L2_4h_price_velocity_w,FLAT_CHOPPY,18075,0.1649343565903926,2.94833570645703,13.376017047655948,0,0
L1_4h_body,L2_15m_price_velocity_w,L1_4h_body__x__L2_15m_price_velocity_w,UP_SMOOTH,7146,0.40699233876359114,5.739337307640931,35.252162629757784,1,2
L1_4h_body,L2_15m_price_velocity_w,L1_4h_body__x__L2_15m_price_velocity_w,UP_CHOPPY,3924,0.3357282262581037,11.939603687138767,52.632936507936506,2,0
L1_4h_body,L2_15m_price_velocity_w,L1_4h_body__x__L2_15m_price_velocity_w,DOWN_SMOOTH,4662,0.33132292339875075,6.7284821266409685,-34.652116402116405,0,0
L1_4h_body,L2_15m_price_velocity_w,L1_4h_body__x__L2_15m_price_velocity_w,DOWN_CHOPPY,2988,0.2537658319665599,9.270244892562745,-33.28216374269006,2,0
L1_4h_body,L2_15m_price_velocity_w,L1_4h_body__x__L2_15m_price_velocity_w,FLAT_SMOOTH,9834,0.3218655886052559,1.7242619245007926,-4.366866438356165,2,2
L1_4h_body,L2_15m_price_velocity_w,L1_4h_body__x__L2_15m_price_velocity_w,FLAT_CHOPPY,18303,0.2676517093623532,3.644252536739479,13.207096554077106,0,0
L1_4h_body,L2_1D_vol_sigma_w,L1_4h_body__x__L2_1D_vol_sigma_w,UP_SMOOTH,6978,0.2135058615715788,7.5868604179214385,33.0,2,2
L1_4h_body,L2_1D_vol_sigma_w,L1_4h_body__x__L2_1D_vol_sigma_w,UP_CHOPPY,3924,0.3179710402756625,5.03584151413048,25.20014880952381,0,2
L1_4h_body,L2_1D_vol_sigma_w,L1_4h_body__x__L2_1D_vol_sigma_w,DOWN_SMOOTH,4662,-0.24317725849455718,6.9836889879004005,-43.45384615384615,0,2
L1_4h_body,L2_1D_vol_sigma_w,L1_4h_body__x__L2_1D_vol_sigma_w,DOWN_CHOPPY,2988,-0.11435994560968507,9.440061201115826,-42.19021739130435,1,2
L1_4h_body,L2_1D_vol_sigma_w,L1_4h_body__x__L2_1D_vol_sigma_w,FLAT_SMOOTH,9402,-0.12282040120715026,0.8673103108899682,5.842953020134228,0,1
L1_4h_body,L2_1D_vol_sigma_w,L1_4h_body__x__L2_1D_vol_sigma_w,FLAT_CHOPPY,18123,-0.0859424655344353,3.5418125863413428,-15.522149122807017,2,2
L1_4h_body,L3_4h_z_low_w,L1_4h_body__x__L3_4h_z_low_w,UP_SMOOTH,6978,-0.0358603202155192,4.328261584019356,38.6030895334174,2,0
L1_4h_body,L3_4h_z_low_w,L1_4h_body__x__L3_4h_z_low_w,UP_CHOPPY,3924,0.08663879725040866,2.406810410767564,23.6875,2,1
L1_4h_body,L3_4h_z_low_w,L1_4h_body__x__L3_4h_z_low_w,DOWN_SMOOTH,4662,0.5133139278863249,9.775670920018475,-58.95703125,0,2
L1_4h_body,L3_4h_z_low_w,L1_4h_body__x__L3_4h_z_low_w,DOWN_CHOPPY,2988,0.3970603555923961,6.169770602063609,-27.904166666666665,1,1
L1_4h_body,L3_4h_z_low_w,L1_4h_body__x__L3_4h_z_low_w,FLAT_SMOOTH,9402,0.1831800397395493,2.6262785406024203,10.294296116504855,0,0
L1_4h_body,L3_4h_z_low_w,L1_4h_body__x__L3_4h_z_low_w,FLAT_CHOPPY,18123,0.2431497806901473,3.5729069073072495,-15.862713675213675,2,2
L1_4h_body,L2_4h_price_accel_w,L1_4h_body__x__L2_4h_price_accel_w,UP_SMOOTH,6978,0.8298945369656767,7.837933092304229,33.63920454545455,0,2
L1_4h_body,L2_4h_price_accel_w,L1_4h_body__x__L2_4h_price_accel_w,UP_CHOPPY,3924,0.5938187041472535,8.486834685118382,22.96875,0,2
L1_4h_body,L2_4h_price_accel_w,L1_4h_body__x__L2_4h_price_accel_w,DOWN_SMOOTH,4662,0.7287672776989995,10.856530161810861,-48.86011904761905,0,1
L1_4h_body,L2_4h_price_accel_w,L1_4h_body__x__L2_4h_price_accel_w,DOWN_CHOPPY,2988,0.580933756529206,5.506279298940128,-23.02247807017544,1,2
L1_4h_body,L2_4h_price_accel_w,L1_4h_body__x__L2_4h_price_accel_w,FLAT_SMOOTH,9402,0.43395601253417476,2.741737403679777,-6.323973429951691,1,0
L1_4h_body,L2_4h_price_accel_w,L1_4h_body__x__L2_4h_price_accel_w,FLAT_CHOPPY,18027,0.7204719155990489,9.520691980255265,25.545544554455446,0,2
L1_4h_body,L1_1D_bar_range,L1_4h_body__x__L1_1D_bar_range,UP_SMOOTH,7146,0.1698254385849703,11.042927736123463,34.29510073260073,2,2
L1_4h_body,L1_1D_bar_range,L1_4h_body__x__L1_1D_bar_range,UP_CHOPPY,3924,0.12249691684941875,6.276542011158945,28.3015625,2,2
L1_4h_body,L1_1D_bar_range,L1_4h_body__x__L1_1D_bar_range,DOWN_SMOOTH,4662,-0.07565600222631948,6.0011616234356415,-46.28035714285714,0,1
L1_4h_body,L1_1D_bar_range,L1_4h_body__x__L1_1D_bar_range,DOWN_CHOPPY,2988,-0.08979178723191927,7.149009626199009,-34.49038461538461,1,2
L1_4h_body,L1_1D_bar_range,L1_4h_body__x__L1_1D_bar_range,FLAT_SMOOTH,9834,0.02759306843704091,2.8074855046170923,5.543201754385965,0,2
L1_4h_body,L1_1D_bar_range,L1_4h_body__x__L1_1D_bar_range,FLAT_CHOPPY,18303,-0.14665984368679513,4.895745388549941,-16.46964605734767,2,2
L1_4h_price_velocity_1b,L2_1D_price_velocity_w,L1_4h_price_velocity_1b__x__L2_1D_price_velocity_w,UP_SMOOTH,6978,-0.24752112597223677,8.20019623100954,39.67070116861436,0,0
L1_4h_price_velocity_1b,L2_1D_price_velocity_w,L1_4h_price_velocity_1b__x__L2_1D_price_velocity_w,UP_CHOPPY,3924,-0.3479131955754462,6.54305637420265,30.232789855072465,0,0
L1_4h_price_velocity_1b,L2_1D_price_velocity_w,L1_4h_price_velocity_1b__x__L2_1D_price_velocity_w,DOWN_SMOOTH,4482,0.2934994825029228,6.6721058110957765,-42.342424242424244,0,0
L1_4h_price_velocity_1b,L2_1D_price_velocity_w,L1_4h_price_velocity_1b__x__L2_1D_price_velocity_w,DOWN_CHOPPY,2988,0.1286490831933275,6.623394525721348,-30.832291666666666,0,1
L1_4h_price_velocity_1b,L2_1D_price_velocity_w,L1_4h_price_velocity_1b__x__L2_1D_price_velocity_w,FLAT_SMOOTH,9402,0.0625635522719991,1.202856482712826,5.190104166666667,0,0
L1_4h_price_velocity_1b,L2_1D_price_velocity_w,L1_4h_price_velocity_1b__x__L2_1D_price_velocity_w,FLAT_CHOPPY,18027,0.07140493921487497,4.272114714225705,-13.718446601941748,2,0
L1_4h_price_velocity_1b,L3_4h_z_high_w,L1_4h_price_velocity_1b__x__L3_4h_z_high_w,UP_SMOOTH,6978,0.3298011463895364,13.76092338761382,68.79404761904762,2,0
L1_4h_price_velocity_1b,L3_4h_z_high_w,L1_4h_price_velocity_1b__x__L3_4h_z_high_w,UP_CHOPPY,3924,0.35336921397036125,5.48443745348601,32.11074561403509,2,0
L1_4h_price_velocity_1b,L3_4h_z_high_w,L1_4h_price_velocity_1b__x__L3_4h_z_high_w,DOWN_SMOOTH,4662,0.19163285129433127,6.999707078064428,-49.47718253968254,0,2
L1_4h_price_velocity_1b,L3_4h_z_high_w,L1_4h_price_velocity_1b__x__L3_4h_z_high_w,DOWN_CHOPPY,2988,0.043098279810050245,8.447957393301376,-28.75,1,1
L1_4h_price_velocity_1b,L3_4h_z_high_w,L1_4h_price_velocity_1b__x__L3_4h_z_high_w,FLAT_SMOOTH,9402,0.303676588983598,2.3269666885046703,11.54654255319149,0,0
L1_4h_price_velocity_1b,L3_4h_z_high_w,L1_4h_price_velocity_1b__x__L3_4h_z_high_w,FLAT_CHOPPY,18123,0.09456570940702663,2.370014281927542,16.01452380952381,0,0
L1_4h_price_velocity_1b,L2_4h_price_velocity_w,L1_4h_price_velocity_1b__x__L2_4h_price_velocity_w,UP_SMOOTH,6978,0.21991708403160032,3.519310816364092,37.57669082125604,2,0
L1_4h_price_velocity_1b,L2_4h_price_velocity_w,L1_4h_price_velocity_1b__x__L2_4h_price_velocity_w,UP_CHOPPY,3924,-0.24912682550508836,5.531651957428736,34.15952380952381,2,0
L1_4h_price_velocity_1b,L2_4h_price_velocity_w,L1_4h_price_velocity_1b__x__L2_4h_price_velocity_w,DOWN_SMOOTH,4662,0.4369928248804935,6.030053384559191,-40.091485507246375,0,0
L1_4h_price_velocity_1b,L2_4h_price_velocity_w,L1_4h_price_velocity_1b__x__L2_4h_price_velocity_w,DOWN_CHOPPY,2988,0.2587954691905679,7.634561447798291,-25.752232142857142,1,0
L1_4h_price_velocity_1b,L2_4h_price_velocity_w,L1_4h_price_velocity_1b__x__L2_4h_price_velocity_w,FLAT_SMOOTH,9402,0.27003192074239224,1.4120860022491788,7.394209956709957,0,1
L1_4h_price_velocity_1b,L2_4h_price_velocity_w,L1_4h_price_velocity_1b__x__L2_4h_price_velocity_w,FLAT_CHOPPY,18075,0.1743490086543715,2.9272353530680184,13.390860007713073,0,0
L1_4h_price_velocity_1b,L2_15m_price_velocity_w,L1_4h_price_velocity_1b__x__L2_15m_price_velocity_w,UP_SMOOTH,7146,0.41055027190299764,5.654361365028196,34.906140350877195,1,2
L1_4h_price_velocity_1b,L2_15m_price_velocity_w,L1_4h_price_velocity_1b__x__L2_15m_price_velocity_w,UP_CHOPPY,3924,0.33599862327542834,12.132148375521112,52.28248031496063,2,0
L1_4h_price_velocity_1b,L2_15m_price_velocity_w,L1_4h_price_velocity_1b__x__L2_15m_price_velocity_w,DOWN_SMOOTH,4662,0.3008793226204189,6.016238017852105,-34.652116402116405,0,0
L1_4h_price_velocity_1b,L2_15m_price_velocity_w,L1_4h_price_velocity_1b__x__L2_15m_price_velocity_w,DOWN_CHOPPY,2988,0.2545180411679971,9.270244892562745,-33.28216374269006,2,0
L1_4h_price_velocity_1b,L2_15m_price_velocity_w,L1_4h_price_velocity_1b__x__L2_15m_price_velocity_w,FLAT_SMOOTH,9786,0.22319455725898402,2.3770574977770154,-5.689655172413793,2,2
L1_4h_price_velocity_1b,L2_15m_price_velocity_w,L1_4h_price_velocity_1b__x__L2_15m_price_velocity_w,FLAT_CHOPPY,18303,0.25912154708664814,3.6603653919380874,13.481749311294767,0,0
L1_4h_price_velocity_1b,L2_1D_vol_sigma_w,L1_4h_price_velocity_1b__x__L2_1D_vol_sigma_w,UP_SMOOTH,6978,0.20898351082849118,7.312883157251064,33.0,2,2
L1_4h_price_velocity_1b,L2_1D_vol_sigma_w,L1_4h_price_velocity_1b__x__L2_1D_vol_sigma_w,UP_CHOPPY,3924,0.3186345641836772,4.335355217209813,25.20014880952381,0,2
L1_4h_price_velocity_1b,L2_1D_vol_sigma_w,L1_4h_price_velocity_1b__x__L2_1D_vol_sigma_w,DOWN_SMOOTH,4662,-0.23831987802909904,6.996760499146632,-43.45384615384615,0,2
L1_4h_price_velocity_1b,L2_1D_vol_sigma_w,L1_4h_price_velocity_1b__x__L2_1D_vol_sigma_w,DOWN_CHOPPY,2988,-0.11473891089669233,9.440061201115826,-42.19021739130435,1,2
L1_4h_price_velocity_1b,L2_1D_vol_sigma_w,L1_4h_price_velocity_1b__x__L2_1D_vol_sigma_w,FLAT_SMOOTH,9402,-0.14616935606159148,1.517814904732078,5.910738255033557,0,1
L1_4h_price_velocity_1b,L2_1D_vol_sigma_w,L1_4h_price_velocity_1b__x__L2_1D_vol_sigma_w,FLAT_CHOPPY,18123,-0.09682729953754647,3.6970138784956834,-15.522149122807017,2,2
L1_4h_price_velocity_1b,L3_4h_z_low_w,L1_4h_price_velocity_1b__x__L3_4h_z_low_w,UP_SMOOTH,6978,-0.02463450262442322,5.430916910671518,38.847537878787875,2,0
L1_4h_price_velocity_1b,L3_4h_z_low_w,L1_4h_price_velocity_1b__x__L3_4h_z_low_w,UP_CHOPPY,3924,0.08585769267979787,1.9975570559997446,21.178418803418804,2,1
L1_4h_price_velocity_1b,L3_4h_z_low_w,L1_4h_price_velocity_1b__x__L3_4h_z_low_w,DOWN_SMOOTH,4662,0.5305426586581748,9.779346833865334,-58.95703125,0,2
L1_4h_price_velocity_1b,L3_4h_z_low_w,L1_4h_price_velocity_1b__x__L3_4h_z_low_w,DOWN_CHOPPY,2988,0.39664501935792784,6.169770602063609,-27.904166666666665,1,1
L1_4h_price_velocity_1b,L3_4h_z_low_w,L1_4h_price_velocity_1b__x__L3_4h_z_low_w,FLAT_SMOOTH,9402,0.3516000825520007,3.0043816755235957,-10.866228070175438,0,2
L1_4h_price_velocity_1b,L3_4h_z_low_w,L1_4h_price_velocity_1b__x__L3_4h_z_low_w,FLAT_CHOPPY,18123,0.2565258840550494,3.71630540068806,-15.791799363057326,2,2
L1_4h_price_velocity_1b,L2_4h_price_accel_w,L1_4h_price_velocity_1b__x__L2_4h_price_accel_w,UP_SMOOTH,6978,0.8370445191980104,8.272932353243933,33.63920454545455,0,2
L1_4h_price_velocity_1b,L2_4h_price_accel_w,L1_4h_price_velocity_1b__x__L2_4h_price_accel_w,UP_CHOPPY,3924,0.5922368148064028,8.774055375363552,22.96875,0,2
L1_4h_price_velocity_1b,L2_4h_price_accel_w,L1_4h_price_velocity_1b__x__L2_4h_price_accel_w,DOWN_SMOOTH,4662,0.7769032915079512,10.926818595841581,-48.86011904761905,0,1
L1_4h_price_velocity_1b,L2_4h_price_accel_w,L1_4h_price_velocity_1b__x__L2_4h_price_accel_w,DOWN_CHOPPY,2988,0.5801755435657655,5.506279298940128,-23.02247807017544,1,2
L1_4h_price_velocity_1b,L2_4h_price_accel_w,L1_4h_price_velocity_1b__x__L2_4h_price_accel_w,FLAT_SMOOTH,9402,0.5926215491611451,3.1300131235685087,-6.325268817204301,1,0
L1_4h_price_velocity_1b,L2_4h_price_accel_w,L1_4h_price_velocity_1b__x__L2_4h_price_accel_w,FLAT_CHOPPY,18027,0.7413214703713039,8.90070014359665,25.545544554455446,0,2
L1_4h_price_velocity_1b,L1_1D_bar_range,L1_4h_price_velocity_1b__x__L1_1D_bar_range,UP_SMOOTH,7146,0.1609580313669229,11.347509487563778,36.19166666666667,1,1
L1_4h_price_velocity_1b,L1_1D_bar_range,L1_4h_price_velocity_1b__x__L1_1D_bar_range,UP_CHOPPY,3924,0.12280214036720864,6.566390473135917,28.3015625,2,2
L1_4h_price_velocity_1b,L1_1D_bar_range,L1_4h_price_velocity_1b__x__L1_1D_bar_range,DOWN_SMOOTH,4662,-0.07573743820522429,5.956028883634632,-46.28035714285714,0,1
L1_4h_price_velocity_1b,L1_1D_bar_range,L1_4h_price_velocity_1b__x__L1_1D_bar_range,DOWN_CHOPPY,2988,-0.0897805944611501,7.149009626199009,-34.49038461538461,1,2
L1_4h_price_velocity_1b,L1_1D_bar_range,L1_4h_price_velocity_1b__x__L1_1D_bar_range,FLAT_SMOOTH,9786,0.013621563964364135,2.8633164366999218,5.80540780141844,0,2
L1_4h_price_velocity_1b,L1_1D_bar_range,L1_4h_price_velocity_1b__x__L1_1D_bar_range,FLAT_CHOPPY,18303,-0.1459139995598052,4.840943214061533,-16.669144144144145,2,2
L2_1D_price_velocity_w,L3_4h_z_high_w,L2_1D_price_velocity_w__x__L3_4h_z_high_w,UP_SMOOTH,6978,-0.15229791330616485,6.850641017188069,54.15987868284229,0,0
L2_1D_price_velocity_w,L3_4h_z_high_w,L2_1D_price_velocity_w__x__L3_4h_z_high_w,UP_CHOPPY,3924,-0.13582513359123938,4.345841881110102,36.29265873015873,0,0
L2_1D_price_velocity_w,L3_4h_z_high_w,L2_1D_price_velocity_w__x__L3_4h_z_high_w,DOWN_SMOOTH,4482,0.14254631746108187,3.1779965083767925,-47.098333333333336,0,2
L2_1D_price_velocity_w,L3_4h_z_high_w,L2_1D_price_velocity_w__x__L3_4h_z_high_w,DOWN_CHOPPY,2988,-0.03912865856434131,9.426666244879767,-26.839488636363637,1,2
L2_1D_price_velocity_w,L3_4h_z_high_w,L2_1D_price_velocity_w__x__L3_4h_z_high_w,FLAT_SMOOTH,9402,-0.10213362474008401,1.81659235495116,10.453737745098039,0,0
L2_1D_price_velocity_w,L3_4h_z_high_w,L2_1D_price_velocity_w__x__L3_4h_z_high_w,FLAT_CHOPPY,18027,-0.1423596584387894,3.741276564993278,-12.190369143398012,0,2
L2_1D_price_velocity_w,L2_4h_price_velocity_w,L2_1D_price_velocity_w__x__L2_4h_price_velocity_w,UP_SMOOTH,6978,0.6142220548928975,8.159579406877164,34.868527508090615,1,0
L2_1D_price_velocity_w,L2_4h_price_velocity_w,L2_1D_price_velocity_w__x__L2_4h_price_velocity_w,UP_CHOPPY,3924,0.8996157177952995,9.53728277653176,29.18779761904762,0,0
L2_1D_price_velocity_w,L2_4h_price_velocity_w,L2_1D_price_velocity_w__x__L2_4h_price_velocity_w,DOWN_SMOOTH,4482,0.8885156730526117,6.948375862321967,-33.25255503144654,0,0
L2_1D_price_velocity_w,L2_4h_price_velocity_w,L2_1D_price_velocity_w__x__L2_4h_price_velocity_w,DOWN_CHOPPY,2988,0.6350665199556772,6.762994052006287,-23.67248062015504,1,1
L2_1D_price_velocity_w,L2_4h_price_velocity_w,L2_1D_price_velocity_w__x__L2_4h_price_velocity_w,FLAT_SMOOTH,9402,0.6956508261816113,4.248734766927194,11.917916666666667,0,1
L2_1D_price_velocity_w,L2_4h_price_velocity_w,L2_1D_price_velocity_w__x__L2_4h_price_velocity_w,FLAT_CHOPPY,18027,0.7683613658821534,3.4500377907772624,9.4816715542522,1,0
L2_1D_price_velocity_w,L2_15m_price_velocity_w,L2_1D_price_velocity_w__x__L2_15m_price_velocity_w,UP_SMOOTH,6978,-0.321086310064236,3.6947240051888435,34.84771573604061,0,0
L2_1D_price_velocity_w,L2_15m_price_velocity_w,L2_1D_price_velocity_w__x__L2_15m_price_velocity_w,UP_CHOPPY,3924,-0.2852213094807167,9.221924968338602,52.152898550724636,0,0
L2_1D_price_velocity_w,L2_15m_price_velocity_w,L2_1D_price_velocity_w__x__L2_15m_price_velocity_w,DOWN_SMOOTH,4482,0.22460674154817628,4.217069130801666,-37.25516224188791,0,1
L2_1D_price_velocity_w,L2_15m_price_velocity_w,L2_1D_price_velocity_w__x__L2_15m_price_velocity_w,DOWN_CHOPPY,2988,0.0655371526452153,7.628961466539188,-30.791666666666668,1,0
L2_1D_price_velocity_w,L2_15m_price_velocity_w,L2_1D_price_velocity_w__x__L2_15m_price_velocity_w,FLAT_SMOOTH,9402,0.05839639467527167,2.9022237213553113,-7.245850622406639,2,2
L2_1D_price_velocity_w,L2_15m_price_velocity_w,L2_1D_price_velocity_w__x__L2_15m_price_velocity_w,FLAT_CHOPPY,18027,0.06869528495197248,0.873151193099298,-6.85523786641038,0,2
L2_1D_price_velocity_w,L2_1D_vol_sigma_w,L2_1D_price_velocity_w__x__L2_1D_vol_sigma_w,UP_SMOOTH,6978,-0.4550172037364306,7.100267470714466,39.31,0,2
L2_1D_price_velocity_w,L2_1D_vol_sigma_w,L2_1D_price_velocity_w__x__L2_1D_vol_sigma_w,UP_CHOPPY,3924,-0.812259149318615,15.981095468882547,24.374771062271062,0,2
L2_1D_price_velocity_w,L2_1D_vol_sigma_w,L2_1D_price_velocity_w__x__L2_1D_vol_sigma_w,DOWN_SMOOTH,4482,-0.6289759328341452,11.93760462368357,-40.88921568627451,0,2
L2_1D_price_velocity_w,L2_1D_vol_sigma_w,L2_1D_price_velocity_w__x__L2_1D_vol_sigma_w,DOWN_CHOPPY,2988,0.013477008523984122,4.007403410721982,-27.82207207207207,1,1
L2_1D_price_velocity_w,L2_1D_vol_sigma_w,L2_1D_price_velocity_w__x__L2_1D_vol_sigma_w,FLAT_SMOOTH,9402,0.17950284095784325,4.064047603561622,10.267857142857142,1,2
L2_1D_price_velocity_w,L2_1D_vol_sigma_w,L2_1D_price_velocity_w__x__L2_1D_vol_sigma_w,FLAT_CHOPPY,18027,-0.4633972844518439,2.052885748340629,-6.6015625,0,0
L2_1D_price_velocity_w,L3_4h_z_low_w,L2_1D_price_velocity_w__x__L3_4h_z_low_w,UP_SMOOTH,6978,-0.07384945628128445,8.09726047803811,59.67951318458418,0,0
L2_1D_price_velocity_w,L3_4h_z_low_w,L2_1D_price_velocity_w__x__L3_4h_z_low_w,UP_CHOPPY,3924,-0.09369535829183104,4.646551847303071,34.26747311827957,0,1
L2_1D_price_velocity_w,L3_4h_z_low_w,L2_1D_price_velocity_w__x__L3_4h_z_low_w,DOWN_SMOOTH,4482,0.16761196052595878,6.621978214723493,-44.77818627450981,0,2
L2_1D_price_velocity_w,L3_4h_z_low_w,L2_1D_price_velocity_w__x__L3_4h_z_low_w,DOWN_CHOPPY,2988,-0.15673500142524577,6.978386628629889,-41.72545454545455,1,1
L2_1D_price_velocity_w,L3_4h_z_low_w,L2_1D_price_velocity_w__x__L3_4h_z_low_w,FLAT_SMOOTH,9402,-0.19729256696403163,4.796452873599421,-17.359848484848484,2,2
L2_1D_price_velocity_w,L3_4h_z_low_w,L2_1D_price_velocity_w__x__L3_4h_z_low_w,FLAT_CHOPPY,18027,-0.17062238632109714,4.583318136185293,14.73839058524173,0,0
L2_1D_price_velocity_w,L2_4h_price_accel_w,L2_1D_price_velocity_w__x__L2_4h_price_accel_w,UP_SMOOTH,6978,-0.288604195539223,5.0829913389519845,33.03585271317829,1,1
L2_1D_price_velocity_w,L2_4h_price_accel_w,L2_1D_price_velocity_w__x__L2_4h_price_accel_w,UP_CHOPPY,3924,-0.3232823138917987,4.397053333803115,27.56648936170213,0,2
L2_1D_price_velocity_w,L2_4h_price_accel_w,L2_1D_price_velocity_w__x__L2_4h_price_accel_w,DOWN_SMOOTH,4482,0.1525406252531505,5.922184821251756,-47.244623655913976,0,1
L2_1D_price_velocity_w,L2_4h_price_accel_w,L2_1D_price_velocity_w__x__L2_4h_price_accel_w,DOWN_CHOPPY,2988,0.1653555412335215,5.267515240546357,-28.04045643153527,1,0
L2_1D_price_velocity_w,L2_4h_price_accel_w,L2_1D_price_velocity_w__x__L2_4h_price_accel_w,FLAT_SMOOTH,9402,-0.10855383174348515,0.7255693125874901,1.9344618055555556,0,2
L2_1D_price_velocity_w,L2_4h_price_accel_w,L2_1D_price_velocity_w__x__L2_4h_price_accel_w,FLAT_CHOPPY,18027,-0.10973087131451495,2.528918883190654,-7.471902303415409,0,2
L2_1D_price_velocity_w,L1_1D_bar_range,L2_1D_price_velocity_w__x__L1_1D_bar_range,UP_SMOOTH,6978,-0.250541501727419,6.411018720289084,39.908941947565545,0,2
L2_1D_price_velocity_w,L1_1D_bar_range,L2_1D_price_velocity_w__x__L1_1D_bar_range,UP_CHOPPY,3924,-0.6099498312044029,8.118523560464997,32.332154088050316,0,2
L2_1D_price_velocity_w,L1_1D_bar_range,L2_1D_price_velocity_w__x__L1_1D_bar_range,DOWN_SMOOTH,4482,-0.41123455582410634,4.77482427103466,-38.918311403508774,0,1
L2_1D_price_velocity_w,L1_1D_bar_range,L2_1D_price_velocity_w__x__L1_1D_bar_range,DOWN_CHOPPY,2988,-0.22916851110923517,6.595311487741683,-27.82207207207207,1,1
L2_1D_price_velocity_w,L1_1D_bar_range,L2_1D_price_velocity_w__x__L1_1D_bar_range,FLAT_SMOOTH,9402,0.12915052105636043,3.5555192070397776,10.267857142857142,1,2
L2_1D_price_velocity_w,L1_1D_bar_range,L2_1D_price_velocity_w__x__L1_1D_bar_range,FLAT_CHOPPY,18027,-0.27348097999812115,2.4444981853139955,-4.961950231481482,0,2
L3_4h_z_high_w,L2_4h_price_velocity_w,L3_4h_z_high_w__x__L2_4h_price_velocity_w,UP_SMOOTH,6978,-0.009520077011532305,4.692714204272229,51.50570962479608,0,0
L3_4h_z_high_w,L2_4h_price_velocity_w,L3_4h_z_high_w__x__L2_4h_price_velocity_w,UP_CHOPPY,3924,0.02598867351596968,5.526633354669026,34.00347222222222,0,0
L3_4h_z_high_w,L2_4h_price_velocity_w,L3_4h_z_high_w__x__L2_4h_price_velocity_w,DOWN_SMOOTH,4662,0.2585144727261742,4.587056415702963,-49.84413580246913,2,0
L3_4h_z_high_w,L2_4h_price_velocity_w,L3_4h_z_high_w__x__L2_4h_price_velocity_w,DOWN_CHOPPY,2988,0.014421759742278663,9.520252000283472,-38.278985507246375,2,1
L3_4h_z_high_w,L2_4h_price_velocity_w,L3_4h_z_high_w__x__L2_4h_price_velocity_w,FLAT_SMOOTH,9402,0.04554199161569178,0.9582042755647853,7.593324829931973,0,1
L3_4h_z_high_w,L2_4h_price_velocity_w,L3_4h_z_high_w__x__L2_4h_price_velocity_w,FLAT_CHOPPY,18075,0.014203194446068459,2.068111600118729,9.021739130434783,0,0
L3_4h_z_high_w,L2_15m_price_velocity_w,L3_4h_z_high_w__x__L2_15m_price_velocity_w,UP_SMOOTH,6978,0.03431771291870178,8.172658375689355,53.24933333333333,0,2
L3_4h_z_high_w,L2_15m_price_velocity_w,L3_4h_z_high_w__x__L2_15m_price_velocity_w,UP_CHOPPY,3924,0.05601670880678094,6.352055156062211,27.630806845965772,0,0
L3_4h_z_high_w,L2_15m_price_velocity_w,L3_4h_z_high_w__x__L2_15m_price_velocity_w,DOWN_SMOOTH,4662,-0.007716876757928659,2.1862317230741857,-34.66153846153846,2,0
L3_4h_z_high_w,L2_15m_price_velocity_w,L3_4h_z_high_w__x__L2_15m_price_velocity_w,DOWN_CHOPPY,2988,-0.07835283775383417,7.414071255279919,-32.17171717171717,2,0
L3_4h_z_high_w,L2_15m_price_velocity_w,L3_4h_z_high_w__x__L2_15m_price_velocity_w,FLAT_SMOOTH,9402,0.09660046648162358,3.215168733679056,-13.95196390658174,2,2
L3_4h_z_high_w,L2_15m_price_velocity_w,L3_4h_z_high_w__x__L2_15m_price_velocity_w,FLAT_CHOPPY,18123,-0.07109403228817751,3.4118694682105977,-15.926516736401673,2,2
L3_4h_z_high_w,L2_1D_vol_sigma_w,L3_4h_z_high_w__x__L2_1D_vol_sigma_w,UP_SMOOTH,6978,0.04513740031059038,12.790882511646421,64.83018867924528,0,2
L3_4h_z_high_w,L2_1D_vol_sigma_w,L3_4h_z_high_w__x__L2_1D_vol_sigma_w,UP_CHOPPY,3924,0.1419198289394459,5.630644814830002,36.29265873015873,0,2
L3_4h_z_high_w,L2_1D_vol_sigma_w,L3_4h_z_high_w__x__L2_1D_vol_sigma_w,DOWN_SMOOTH,4662,-0.053935808804195344,3.4276494115260903,-36.63953488372093,2,2
