**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

pair,UP_SMOOTH,UP_CHOPPY,DOWN_SMOOTH,DOWN_CHOPPY,FLAT_SMOOTH,FLAT_CHOPPY
L1_4h_body__x__L1_1D_bar_range,0.1698254385849703,0.12249691684941875,-0.07565600222631948,-0.08979178723191927,0.02759306843704091,-0.14665984368679513
L1_4h_body__x__L1_4h_price_velocity_1b,0.9924561365299314,0.9999842273399641,0.9446335707740391,0.9999899482210178,0.6732583780058863,0.9758816431633979
L1_4h_body__x__L2_15m_price_velocity_w,0.40699233876359114,0.3357282262581037,0.33132292339875075,0.2537658319665599,0.3218655886052559,0.2676517093623532
L1_4h_body__x__L2_1D_price_velocity_w,-0.2577635315579384,-0.347106135365093,0.23048190947570568,0.12883774945788554,0.014830562698437877,0.07160405263364406
L1_4h_body__x__L2_1D_vol_sigma_w,0.2135058615715788,0.3179710402756625,-0.24317725849455718,-0.11435994560968507,-0.12282040120715026,-0.0859424655344353
L1_4h_body__x__L2_4h_price_accel_w,0.8298945369656767,0.5938187041472535,0.7287672776989995,0.580933756529206,0.43395601253417476,0.7204719155990489
L1_4h_body__x__L2_4h_price_velocity_w,0.21404552526052223,-0.24774739103609467,0.3672014928647237,0.2579386330676802,0.1367166166060742,0.1649343565903926
L1_4h_body__x__L3_4h_z_high_w,0.3208480440092273,0.35388014082317715,0.1395007686006745,0.04356151690939138,0.10533773541476465,0.07642186841939974
L1_4h_body__x__L3_4h_z_low_w,-0.0358603202155192,0.08663879725040866,0.5133139278863249,0.3970603555923961,0.1831800397395493,0.2431497806901473
L1_4h_price_velocity_1b__x__L1_1D_bar_range,0.1609580313669229,0.12280214036720864,-0.07573743820522429,-0.0897805944611501,0.013621563964364135,-0.1459139995598052
L1_4h_price_velocity_1b__x__L2_15m_price_velocity_w,0.41055027190299764,0.33599862327542834,0.3008793226204189,0.2545180411679971,0.22319455725898402,0.25912154708664814
L1_4h_price_velocity_1b__x__L2_1D_price_velocity_w,-0.24752112597223677,-0.3479131955754462,0.2934994825029228,0.1286490831933275,0.0625635522719991,0.07140493921487497
L1_4h_price_velocity_1b__x__L2_1D_vol_sigma_w,0.20898351082849118,0.3186345641836772,-0.23831987802909904,-0.11473891089669233,-0.14616935606159148,-0.09682729953754647
L1_4h_price_velocity_1b__x__L2_4h_price_accel_w,0.8370445191980104,0.5922368148064028,0.7769032915079512,0.5801755435657655,0.5926215491611451,0.7413214703713039
L1_4h_price_velocity_1b__x__L2_4h_price_velocity_w,0.21991708403160032,-0.24912682550508836,0.4369928248804935,0.2587954691905679,0.27003192074239224,0.1743490086543715
L1_4h_price_velocity_1b__x__L3_4h_z_high_w,0.3298011463895364,0.35336921397036125,0.19163285129433127,0.043098279810050245,0.303676588983598,0.09456570940702663
L1_4h_price_velocity_1b__x__L3_4h_z_low_w,-0.02463450262442322,0.08585769267979787,0.5305426586581748,0.39664501935792784,0.3516000825520007,0.2565258840550494
L2_15m_price_velocity_w__x__L1_1D_bar_range,0.18545310326424264,0.00441912744070923,-0.10996219237871933,-0.14447368827981447,0.011402819560016413,-0.10646523692758303
L2_15m_price_velocity_w__x__L2_1D_vol_sigma_w,0.2203157319388413,0.22331249798859823,-0.17803085403760788,-0.14313000888121127,-0.10335760413950562,-0.05253617444670528
L2_15m_price_velocity_w__x__L2_4h_price_accel_w,0.36862211347368895,0.2230465382919102,0.2512555850815224,0.1673733884581519,0.13447061007423322,0.19439156257875248
L2_15m_price_velocity_w__x__L3_4h_z_low_w,-0.14940231617410255,-0.0876411890977917,0.1794001743291869,0.03997382634241832,0.08771559116653972,-0.05994252246359258
L2_1D_price_velocity_w__x__L1_1D_bar_range,-0.250541501727419,-0.6099498312044029,-0.41123455582410634,-0.22916851110923517,0.12915052105636043,-0.27348097999812115
L2_1D_price_velocity_w__x__L2_15m_price_velocity_w,-0.321086310064236,-0.2852213094807167,0.22460674154817628,0.0655371526452153,0.05839639467527167,0.06869528495197248
L2_1D_price_velocity_w__x__L2_1D_vol_sigma_w,-0.4550172037364306,-0.812259149318615,-0.6289759328341452,0.013477008523984122,0.17950284095784325,-0.4633972844518439
L2_1D_price_velocity_w__x__L2_4h_price_accel_w,-0.288604195539223,-0.3232823138917987,0.1525406252531505,0.1653555412335215,-0.10855383174348515,-0.10973087131451495
L2_1D_price_velocity_w__x__L2_4h_price_velocity_w,0.6142220548928975,0.8996157177952995,0.8885156730526117,0.6350665199556772,0.6956508261816113,0.7683613658821534
L2_1D_price_velocity_w__x__L3_4h_z_high_w,-0.15229791330616485,-0.13582513359123938,0.14254631746108187,-0.03912865856434131,-0.10213362474008401,-0.1423596584387894
L2_1D_price_velocity_w__x__L3_4h_z_low_w,-0.07384945628128445,-0.09369535829183104,0.16761196052595878,-0.15673500142524577,-0.19729256696403163,-0.17062238632109714
L2_1D_vol_sigma_w__x__L1_1D_bar_range,0.6695704749366445,0.7304481660898666,0.2709180163232688,0.6544826075517309,0.32042860844806276,0.6498798268213106
L2_1D_vol_sigma_w__x__L2_4h_price_accel_w,0.3309299868457787,0.25897795191780243,-0.1758334783717965,0.06597041855260113,-0.20097032535162795,-0.034651880289528675
L2_1D_vol_sigma_w__x__L3_4h_z_low_w,-0.0019389076341842614,0.14196133646704082,-0.10857204061421834,-0.3187337243904181,-0.0031073037825568176,0.15702650814244848
L2_1h_price_velocity_w__x__L1_1D_bar_range,0.6624898174559746,0.19856020138891628,-0.47674812664626803,-0.3558626724979415,0.08054347443617725,-0.21767765840848846
L2_1h_price_velocity_w__x__L1_4h_body,0.4685995876465259,0.5172641402380647,0.531865407272473,0.4393637485415225,0.3441212711944724,0.4490293860283371
L2_1h_price_velocity_w__x__L1_4h_price_velocity_1b,0.46880416888878357,0.516291162567222,0.5850016914133831,0.4398003517524305,0.6095019533609479,0.4736885816743441
L2_1h_price_velocity_w__x__L2_15m_price_velocity_w,0.35964667494186636,0.27076188943624446,0.460150612907154,0.3631085358608366,0.408947121950946,0.34551956652582233
L2_1h_price_velocity_w__x__L2_1D_price_velocity_w,-0.09348741239911477,-0.17568339848569295,0.5669286660795848,0.3392703886841256,0.1822535308030686,0.15904435627272248
L2_1h_price_velocity_w__x__L2_1D_vol_sigma_w,0.4369653818867188,0.23804651414039757,-0.42824752410750694,-0.3506548638648645,-0.06524593196747841,-0.16088046493144595
L2_1h_price_velocity_w__x__L2_4h_price_accel_w,0.5400128100476416,0.34643380422901415,0.5010565388743871,0.2774011005323527,0.3239209724685444,0.3688782385562358
L2_1h_price_velocity_w__x__L2_4h_price_velocity_w,0.5242960265986701,-0.003705705181133462,0.7303855679179018,0.4553482052063695,0.4155439895145699,0.277754562495838
L2_1h_price_velocity_w__x__L3_4h_z_high_w,0.4001484569792261,0.5962924061097701,0.5304871651390528,0.4893168952598789,0.557142469949498,0.4241034641458991
L2_1h_price_velocity_w__x__L3_4h_z_low_w,0.3234007710815536,0.5070155972123235,0.643416179356283,0.5307553597990626,0.544204447258348,0.44079688142961015
L2_1h_price_velocity_w__x__L3_4h_z_se_w,0.4038251171404902,0.6319807000595165,0.6227109047701728,0.5747043786468321,0.5896520434866381,0.5325925444029986
L2_4h_price_accel_w__x__L1_1D_bar_range,0.3467357941761187,0.05887479468441323,-0.05344441124567272,0.06247953275085442,0.01870207674342747,-0.12172192444836152
L2_4h_price_velocity_w__x__L1_1D_bar_range,0.27549982386489,-0.5394753730760269,-0.4141656681050411,-0.37255766728003614,0.2408620734160184,-0.03509448954786003
L2_4h_price_velocity_w__x__L2_15m_price_velocity_w,-0.05625607526065789,-0.2816298791466953,0.2664733070607617,0.1139491232859455,0.08308798611646855,0.025629676689290462
L2_4h_price_velocity_w__x__L2_1D_vol_sigma_w,0.06142135665623594,-0.7245627204814495,-0.5593607099701684,-0.19202418793422535,0.12274647969766797,-0.27780914286418334
L2_4h_price_velocity_w__x__L2_4h_price_accel_w,0.2886969640603979,-0.13446255731980708,0.36201728986514725,0.11399207303427475,0.1530990939602244,0.08196590994848624
L2_4h_price_velocity_w__x__L3_4h_z_low_w,-0.028500673833097782,0.06691300187674018,0.32225852734169025,-0.01715788295826181,-0.02238819586043968,0.02028480975082167
L3_4h_z_high_w__x__L1_1D_bar_range,0.11881929269179604,0.093297277971327,-0.32485943688663127,-0.31643945131531376,0.24118560966485905,0.11388889119226858
L3_4h_z_high_w__x__L2_15m_price_velocity_w,0.03431771291870178,0.05601670880678094,-0.007716876757928659,-0.07835283775383417,0.09660046648162358,-0.07109403228817751
L3_4h_z_high_w__x__L2_1D_vol_sigma_w,0.04513740031059038,0.1419198289394459,-0.053935808804195344,-0.3945698064623155,0.08425435153372855,0.14071353126436473
L3_4h_z_high_w__x__L2_4h_price_accel_w,0.24842715364541684,0.17795199481850665,0.16666274844066237,-0.02917116868424676,0.049535344753426476,0.04025140937016712
L3_4h_z_high_w__x__L2_4h_price_velocity_w,-0.009520077011532305,0.02598867351596968,0.2585144727261742,0.014421759742278663,0.04554199161569178,0.014203194446068459
L3_4h_z_high_w__x__L3_4h_z_low_w,0.7394545294253042,0.8015829330335051,0.7563548464013753,0.7532497173732803,0.8513469307750853,0.6777595037380576
L3_4h_z_low_w__x__L1_1D_bar_range,0.1587754911394529,0.2604444165794448,-0.26263553777988397,-0.09522665206235852,0.20638200247708688,0.16340984584507945
L3_4h_z_low_w__x__L2_4h_price_accel_w,-0.02222955487177252,0.03757375025399996,0.4341527104208576,0.2800224714874749,0.14862116544884418,0.14780478643850609
L3_4h_z_se_w__x__L1_1D_bar_range,0.10464016425726345,0.20203610416393306,-0.20629597702143912,-0.11858684373741975,0.17602210409258728,0.12150873016916086
