x_q,y_q,z_q,n,dominant_regime,dominant_pct,entropy,mean_fwd,std_fwd,win_rate,pct_UP_SMOOTH,pct_UP_CHOPPY,pct_DOWN_SMOOTH,pct_DOWN_CHOPPY,pct_FLAT_SMOOTH,pct_FLAT_CHOPPY
0,0,0,7099,FLAT_CHOPPY,0.41428370192984926,2.1333611871803866,2.3661431187491195,81.30580868500478,0.540357796872799,0.04902098887167207,0.030426820678968867,0.26792505986758697,0.11325538808282856,0.12508804056909423,0.41428370192984926
0,0,1,1870,FLAT_SMOOTH,0.30802139037433157,2.0986079557186,0.836096256684492,53.477634742052935,0.5342245989304812,0.10909090909090909,0.0,0.22406417112299465,0.051336898395721926,0.30802139037433157,0.3074866310160428
0,1,0,3121,FLAT_CHOPPY,0.3844921499519385,2.242507396994123,1.4221403396347325,48.49366517941145,0.5594360781800705,0.09612303748798462,0.06536366549182954,0.07689842999038769,0.10028836911246396,0.2768343479653957,0.3844921499519385
0,1,1,1188,FLAT_CHOPPY,0.4234006734006734,2.0136491278420534,4.902777777777778,46.63591207128455,0.5816498316498316,0.30303030303030304,0.050505050505050504,0.010942760942760943,0.08080808080808081,0.13131313131313133,0.4234006734006734
0,2,0,1957,FLAT_CHOPPY,0.37455288707204903,2.392315717044662,6.9818599897802756,56.16087227016717,0.5487991824220746,0.12876852324987226,0.11037301992846194,0.09197751660705161,0.1532958610117527,0.14103219213081247,0.37455288707204903
0,2,1,96,UP_CHOPPY,0.5,1.4056390622295665,3.4270833333333335,57.00211118743377,0.5104166666666666,0.0,0.5,0.0,0.125,0.375,0.0
1,0,0,180,FLAT_CHOPPY,0.8,0.7219280948873623,19.206944444444446,46.54334969924217,0.6666666666666666,0.2,0.0,0.0,0.0,0.0,0.8
1,0,1,2905,FLAT_SMOOTH,0.35559380378657485,2.1760445034275393,5.957487091222031,63.77210225523587,0.5397590361445783,0.070223752151463,0.06643717728055078,0.12392426850258176,0.049569707401032705,0.35559380378657485,0.3342512908777969
1,0,2,1285,FLAT_CHOPPY,0.40233463035019457,2.194198215325889,-3.7280155642023347,33.80953922652655,0.45603112840466925,0.05603112840466926,0.0933852140077821,0.0933852140077821,0.07470817120622568,0.2801556420233463,0.40233463035019457
1,1,0,552,FLAT_CHOPPY,0.5652173913043478,1.4098449412673983,-2.088315217391304,47.77951016799145,0.44021739130434784,0.0,0.0,0.0,0.17391304347826086,0.2608695652173913,0.5652173913043478
1,1,1,3732,FLAT_CHOPPY,0.4887459807073955,2.075271863768137,-2.407891211146838,60.35796743991059,0.5321543408360129,0.1382636655948553,0.07717041800643087,0.08681672025723473,0.02572347266881029,0.1832797427652733,0.4887459807073955
1,1,2,1824,FLAT_CHOPPY,0.3618421052631579,2.0890361842015013,-1.0538651315789473,47.58813831178732,0.5416666666666666,0.15789473684210525,0.07236842105263158,0.10526315789473684,0.0,0.3026315789473684,0.3618421052631579
1,2,0,1871,FLAT_CHOPPY,0.37840726884019243,2.1695141863247893,-0.38428647781934794,53.34682366551143,0.49331908070550506,0.18599679315873865,0.11544628540887227,0.019241047568145375,0.050774986638161414,0.2501336183858899,0.37840726884019243
1,2,1,2941,FLAT_CHOPPY,0.45766746004760284,1.8622168222297355,8.122492349540973,95.74744683125732,0.500170010200612,0.1509690581434886,0.07752465147908874,0.016320979258755527,0.004080244814688882,0.2934376062563754,0.45766746004760284
1,2,2,60,FLAT_CHOPPY,0.8,0.7219280948873623,-19.2375,61.6516736717295,0.5333333333333333,0.0,0.0,0.0,0.0,0.2,0.8
2,0,1,72,FLAT_SMOOTH,0.6666666666666666,0.9182958340544896,-12.92361111111111,136.72729514431433,0.5138888888888888,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0
2,0,2,1969,FLAT_CHOPPY,0.4393092940578974,2.282043328423714,-5.127348908075165,63.86848299276732,0.5063484002031488,0.14017267648552564,0.12188928390045708,0.10360589131538853,0.0914169629253428,0.10360589131538853,0.4393092940578974
2,1,1,456,FLAT_CHOPPY,0.3157894736842105,2.147185794606017,-2.0970394736842106,43.742651338951504,0.5548245614035088,0.10526315789473684,0.0,0.21052631578947367,0.07894736842105263,0.2894736842105263,0.3157894736842105
2,1,2,4632,FLAT_CHOPPY,0.3549222797927461,2.3106579193102608,-3.0036701208981,48.35012430289466,0.4686960276338515,0.19969775474956822,0.12154576856649396,0.04922279792746114,0.06735751295336788,0.20725388601036268,0.3549222797927461
2,2,0,564,FLAT_CHOPPY,0.6595744680851063,1.2656508597203366,-13.099290780141844,64.68024493424296,0.45567375886524825,0.1702127659574468,0.1702127659574468,0.0,0.0,0.0,0.6595744680851063
2,2,1,2101,FLAT_CHOPPY,0.46263683960019036,1.8629161367611906,-0.15421227986673014,60.19230802472594,0.5102332222751071,0.2689195621132794,0.09138505473584008,0.017134697762970014,0.0,0.15992384578772012,0.46263683960019036
2,2,2,5602,UP_SMOOTH,0.30274901820778294,2.29941577366439,-0.6795340949660835,93.75546154045348,0.5094609068189933,0.30274901820778294,0.1585148161370939,0.047126026419136026,0.053552302749018205,0.14459121742234915,0.2934666190646198
