**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

x_q,y_q,z_q,n,dominant_regime,dominant_pct,entropy,mean_fwd,std_fwd,win_rate,pct_UP_SMOOTH,pct_UP_CHOPPY,pct_DOWN_SMOOTH,pct_DOWN_CHOPPY,pct_FLAT_SMOOTH,pct_FLAT_CHOPPY
0,0,0,1481,FLAT_CHOPPY,0.3889264010803511,1.8329220025762374,-2.884537474679271,54.348665607504394,0.5010128291694801,0.016205266711681297,0.008102633355840648,0.35989196488858877,0.03241053342336259,0.19446320054017555,0.3889264010803511
0,0,1,1536,FLAT_CHOPPY,0.3678385416666667,2.1702322088736254,6.311360677083333,55.79552101772335,0.52734375,0.0078125,0.0703125,0.2571614583333333,0.171875,0.125,0.3678385416666667
0,0,2,3900,FLAT_CHOPPY,0.4430769230769231,2.15235713775912,-0.1182051282051282,101.99701183136594,0.5082051282051282,0.06461538461538462,0.03076923076923077,0.2123076923076923,0.11384615384615385,0.13538461538461538,0.4430769230769231
0,1,0,2362,FLAT_CHOPPY,0.4813717188823031,2.068112100053961,-0.25666807790008467,42.14647962023111,0.5317527519051651,0.04064352243861134,0.09695173581710415,0.1676545300592718,0.03556308213378493,0.17781541066892464,0.4813717188823031
0,1,1,1620,FLAT_CHOPPY,0.37037037037037035,2.248681155782618,4.77283950617284,43.00325540299552,0.5358024691358024,0.17777777777777778,0.07407407407407407,0.21481481481481482,0.022222222222222223,0.14074074074074075,0.37037037037037035
0,1,2,732,FLAT_CHOPPY,0.36065573770491804,2.1197856107696773,-1.1028005464480874,82.38188142310817,0.5505464480874317,0.11475409836065574,0.0,0.06557377049180328,0.21311475409836064,0.2459016393442623,0.36065573770491804
0,2,0,769,FLAT_CHOPPY,0.6254876462938882,1.2979870265820044,0.41449934980494146,43.620251291094625,0.5565669700910273,0.0,0.0,0.12483745123537061,0.0,0.24967490247074123,0.6254876462938882
0,2,1,1215,FLAT_CHOPPY,0.2979423868312757,2.3509033308235763,5.643621399176955,55.20724070191469,0.5596707818930041,0.1580246913580247,0.16790123456790124,0.07901234567901234,0.03950617283950617,0.25761316872427986,0.2979423868312757
0,2,2,1704,FLAT_SMOOTH,0.4295774647887324,2.1151368897587894,3.999119718309859,69.70416683492637,0.5663145539906104,0.11267605633802817,0.0,0.1267605633802817,0.1619718309859155,0.4295774647887324,0.16901408450704225
1,0,0,1069,FLAT_SMOOTH,0.3928905519176801,2.18271726977572,-1.542797006548176,61.73530587224353,0.5463049579045838,0.1019644527595884,0.08980355472404115,0.20205799812909261,0.011225444340505144,0.3928905519176801,0.20205799812909261
