feature,split,day,side,start_ts,duration_min,max_abs_z,signed_max_z,fwd_ret,fwd_mfe,fwd_mae,tod_hour,dow
L3_5s_hurst_9,IS,2025_02_17,above_+3sigma,1739774130,1.17,3.5475009363073697,3.5475009363073697,-5.0,10.25,-5.75,6,Mon
L3_5s_hurst_9,IS,2025_03_21,below_-3sigma,1742546755,1.0,4.960356119587956,-4.960356119587956,15.0,24.0,-28.5,8,Fri
L3_5s_hurst_9,IS,2025_06_19,above_+3sigma,1750302795,1.0,3.2277038148381436,3.2277038148381436,14.0,14.0,-9.75,3,Thu
L3_5s_hurst_9,IS,2025_09_17,below_-3sigma,1758088215,1.33,4.452358572857471,-4.452358572857471,11.75,14.0,-5.0,5,Wed
L3_5s_hurst_9,IS,2025_12_19,below_-3sigma,1766135220,2.83,3.3330127385863992,-3.3330127385863992,-16.5,15.0,-17.5,9,Fri
