feature,split,day,side,start_ts,duration_min,max_abs_z,signed_max_z,fwd_ret,fwd_mfe,fwd_mae,tod_hour,dow
L1_15s_bar_range,IS,2025_12_19,above_+3sigma,1766127812,1.47,7.240172863460102,7.240172863460102,55.0,55.0,0.0,7,Fri
