feature,split,day,side,start_ts,duration_min,max_abs_z,signed_max_z,fwd_ret,fwd_mfe,fwd_mae,tod_hour,dow
L2_5s_price_velocity_9,IS,2025_03_19,above_+3sigma,1742361750,1.08,3.5986749101698874,3.5986749101698874,2.0,29.75,-8.25,5,Wed
L2_5s_price_velocity_9,IS,2025_03_21,above_+3sigma,1742534300,1.33,3.3749217249133237,3.3749217249133237,-16.5,3.75,-38.25,5,Fri
L2_5s_price_velocity_9,IS,2025_03_21,above_+3sigma,1742551260,3.33,4.367264260669348,4.367264260669348,-6.5,36.0,-38.75,10,Fri
L2_5s_price_velocity_9,IS,2025_03_21,above_+3sigma,1742553765,2.58,4.52073584302739,4.52073584302739,29.0,34.25,-9.0,10,Fri
L2_5s_price_velocity_9,IS,2025_09_19,above_+3sigma,1758242240,2.0,3.2059693078159435,3.2059693078159435,3.0,5.25,-14.25,0,Fri
L2_5s_price_velocity_9,IS,2025_09_19,above_+3sigma,1758244505,1.17,5.039948196403763,5.039948196403763,-8.5,4.0,-10.0,1,Fri
L2_5s_price_velocity_9,IS,2025_09_19,above_+3sigma,1758256155,2.92,4.605672484442932,4.605672484442932,8.75,17.25,0.0,4,Fri
L2_5s_price_velocity_9,IS,2025_12_18,below_-3sigma,1766047763,1.33,3.546432909997239,-3.546432909997239,25.75,27.75,-32.75,8,Thu
