feature,split,day,side,start_ts,duration_min,max_abs_z,signed_max_z,fwd_ret,fwd_mfe,fwd_mae,tod_hour,dow
L2_15s_vol_velocity_12,IS,2025_06_19,above_+3sigma,1750297710,1.0,5.392801110799077,5.392801110799077,17.5,23.75,-21.75,1,Thu
L2_15s_vol_velocity_12,IS,2025_06_20,above_+3sigma,1750380950,1.08,4.433492124420975,4.433492124420975,-10.0,3.25,-44.25,0,Fri
L2_15s_vol_velocity_12,IS,2025_10_02,above_+3sigma,1759399245,1.17,6.264496115201106,6.264496115201106,11.25,22.75,0.0,10,Thu
L2_15s_vol_velocity_12,IS,2025_10_21,above_+3sigma,1761076740,1.17,6.005121717268877,6.005121717268877,-45.75,0.0,-81.0,19,Tue
L2_15s_vol_velocity_12,OOS,2026_03_16,above_+3sigma,1773688155,1.17,6.470106527941634,6.470106527941634,-44.5,93.0,-79.0,19,Mon
